ligand_id,molecule_chembl_id,smiles,pchembl,scaffold,n_meas,sdf,pdbqt
L0426,CHEMBL193643,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)ccc1C(=O)c1c(F)cccc1F,6.75,O=C(c1ccccc1)c1ccc(Nc2ccccc2)nc1,1,L0426.sdf,L0426.pdbqt
L0427,CHEMBL193456,CN(C)S(=O)(=O)c1ccc(Nc2ccc(C(=O)c3c(F)cccc3F)c(N)n2)cc1,6.3,O=C(c1ccccc1)c1ccc(Nc2ccccc2)nc1,1,L0427.sdf,L0427.pdbqt
L0428,CHEMBL565137,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(OC4CCN(C)CC4)cc3)nc1-2,7.54,c1cc(OC2CCNCC2)ccc1Nc1ncc2c(n1)-c1[nH]ncc1CC2,1,L0428.sdf,L0428.pdbqt
L0429,CHEMBL3644020,C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=O)(=O)c3ccccc3)cc2)ncc1C(F)(F)F,7.44,O=S(=O)(c1ccccc1)c1ccc(Nc2ncccn2)cc1,1,L0429.sdf,L0429.pdbqt
L0430,CHEMBL271952,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc4[nH]nnc4c32)cc1,8.02,O=C1Nc2ccc3[nH]nnc3c2/C1=N/Nc1ccccc1,2,L0430.sdf,L0430.pdbqt
L0431,CHEMBL245336,CNC(=O)CN1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,6.91,c1ccc2c(-c3ccnc(NC4CCNCC4)n3)c[nH]c2c1,1,L0431.sdf,L0431.pdbqt
L0432,CHEMBL248370,CCNC(=O)N1CCC(Nc2ncc(C#N)c(-c3c[nH]c4cc(F)ccc34)n2)CC1,6.38,c1ccc2c(-c3ccnc(NC4CCNCC4)n3)c[nH]c2c1,1,L0432.sdf,L0432.pdbqt
L0433,CHEMBL245535,CC(=O)NCC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,6.26,c1ccc2c(-c3ccnc(NC4CCNCC4)n3)c[nH]c2c1,1,L0433.sdf,L0433.pdbqt
L0434,CHEMBL245732,CN(C)CC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,5.95,c1ccc2c(-c3ccnc(NC4CCNCC4)n3)c[nH]c2c1,1,L0434.sdf,L0434.pdbqt
L0435,CHEMBL248176,CCNC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,5.82,c1ccc2c(-c3ccnc(NC4CCNCC4)n3)c[nH]c2c1,1,L0435.sdf,L0435.pdbqt
L0436,CHEMBL393861,CNCC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,5.57,c1ccc2c(-c3ccnc(NC4CCNCC4)n3)c[nH]c2c1,1,L0436.sdf,L0436.pdbqt
L0437,CHEMBL393659,CN(C)C(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,5.36,c1ccc2c(-c3ccnc(NC4CCNCC4)n3)c[nH]c2c1,1,L0437.sdf,L0437.pdbqt
L0438,CHEMBL245725,CCNC(=O)N1CCC(Nc2nccc(-c3c[nH]c4ccccc34)n2)CC1,5.0,c1ccc2c(-c3ccnc(NC4CCNCC4)n3)c[nH]c2c1,1,L0438.sdf,L0438.pdbqt
L0439,CHEMBL5811164,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCC(C(=O)CN)C5)ncc3F)cc2n1C(C)C,7.43,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCCC3)n1,1,L0439.sdf,L0439.pdbqt
L0440,CHEMBL5831789,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,7.04,O=C(c1ccccc1)N1CCC[C@@H](Nc2ncc(SCc3ncco3)s2)C1,1,L0440.sdf,L0440.pdbqt
L0441,CHEMBL5900559,C=CC(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)c(OC)c1,6.9,O=C(c1ccccc1)N1CCC[C@@H](Nc2ncc(SCc3ncco3)s2)C1,1,L0441.sdf,L0441.pdbqt
L0442,CHEMBL191003,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,8.7,O=C(c1ccccc1)n1cnc(Nc2ccccc2)n1,4,L0442.sdf,L0442.pdbqt
L0443,CHEMBL379193,CCOC(=O)CCC(=O)NS(=O)(=O)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,7.21,O=C(c1ccccc1)n1cnc(Nc2ccccc2)n1,1,L0443.sdf,L0443.pdbqt
L0444,CHEMBL209280,Nc1nc(Nc2ccc(S(=O)(=O)NC(=O)CCC(=O)O)cc2)nn1C(=O)c1c(F)cccc1F,7.15,O=C(c1ccccc1)n1cnc(Nc2ccccc2)n1,1,L0444.sdf,L0444.pdbqt
L0445,CHEMBL378248,NCC(=O)NS(=O)(=O)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,6.92,O=C(c1ccccc1)n1cnc(Nc2ccccc2)n1,1,L0445.sdf,L0445.pdbqt
L0446,CHEMBL212264,Nc1nc(Nc2ccc(S(=O)(=O)NC(=O)[C@H](N)CO)cc2)nn1C(=O)c1c(F)cccc1F,6.85,O=C(c1ccccc1)n1cnc(Nc2ccccc2)n1,1,L0446.sdf,L0446.pdbqt
L0447,CHEMBL210581,COCCOCC(=O)NS(=O)(=O)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,6.61,O=C(c1ccccc1)n1cnc(Nc2ccccc2)n1,1,L0447.sdf,L0447.pdbqt
L0448,CHEMBL489030,COc1coc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1=O,4.77,O=C1NC(=O)c2ccccc2/C1=C/NCc1cc(=O)cco1,1,L0448.sdf,L0448.pdbqt
L0449,CHEMBL3799935,Nc1ncc(-c2ccccc2)cc1-c1nc2ccccc2[nH]1,5.89,c1ccc(-c2cncc(-c3nc4ccccc4[nH]3)c2)cc1,1,L0449.sdf,L0449.pdbqt
L0450,CHEMBL3797574,CN(C)C(=O)c1cccc(-c2cnc(N)c(-c3nc4ccccc4[nH]3)c2)c1,5.24,c1ccc(-c2cncc(-c3nc4ccccc4[nH]3)c2)cc1,1,L0450.sdf,L0450.pdbqt
L0451,CHEMBL421207,O=C(Nc1n[nH]c2cc(-c3ccco3)ccc12)C1CC1,6.2,O=C(Nc1n[nH]c2cc(-c3ccco3)ccc12)C1CC1,2,L0451.sdf,L0451.pdbqt
L0452,CHEMBL5568620,CC(C)c1c2cc(-c3ccnc(Nc4ccc5c(N6CCN(C)CC6)ncnc5c4)n3)ccc2nn1C,8.55,c1cc(-c2ccc3n[nH]cc3c2)nc(Nc2ccc3c(N4CCNCC4)ncnc3c2)n1,1,L0452.sdf,L0452.pdbqt
L0453,CHEMBL4106617,CC(C)C[C@@H]1CNC(=O)c2cc3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n21,5.6,O=C1NCCn2c1cc1cnc(Nc3ccc(N4CCNCC4)cn3)nc12,1,L0453.sdf,L0453.pdbqt
L0454,CHEMBL3986691,CCC(C)[C@@H]1CNC(=O)c2cc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)nc3n21,5.36,O=C1NCCn2c1cc1cnc(Nc3ccc(N4CCNCC4)cn3)nc12,1,L0454.sdf,L0454.pdbqt
L0455,CHEMBL4107086,CC(C)C[C@@H]1CNC(=O)c2cc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)nc3n21,5.18,O=C1NCCn2c1cc1cnc(Nc3ccc(N4CCNCC4)cn3)nc12,1,L0455.sdf,L0455.pdbqt
L0456,CHEMBL4106830,CC(C)[C@H]1CNC(=O)c2cc3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n21,4.78,O=C1NCCn2c1cc1cnc(Nc3ccc(N4CCNCC4)cn3)nc12,1,L0456.sdf,L0456.pdbqt
L0457,CHEMBL2035047,CN1C/C=C/COCC2=CC=C(O2)c2ccnc(n2)Nc2cccc(c2)C1,6.5,C1=C2COC/C=C/CNCc3cccc(c3)Nc3nccc(n3)C(=C1)O2,1,L0457.sdf,L0457.pdbqt
L0458,CHEMBL2035056,COCCOc1ccc2cc1CN(C)C/C=C/COCC1=CC=C(O1)c1ccnc(n1)N2,5.07,C1=C2COC/C=C/CNCc3cccc(c3)Nc3nccc(n3)C(=C1)O2,1,L0458.sdf,L0458.pdbqt
L0459,CHEMBL3908669,O=C1NCC2(CCCC2)n2c1cc1cnc(Nc3ccc(N4CCC(N5CCOCC5)CC4)cn3)nc12,5.87,O=C1NCC2(CCCC2)n2c1cc1cnc(Nc3ccc(N4CCC(N5CCOCC5)CC4)cn3)nc12,1,L0459.sdf,L0459.pdbqt
L0460,CHEMBL3354189,COC1CCN(c2nccc(Nc3cc4c(ccn4C4CCCC4)cn3)n2)CC1,7.03,c1cc(Nc2cc3c(ccn3C3CCCC3)cn2)nc(N2CCCCC2)n1,1,L0460.sdf,L0460.pdbqt
L0461,CHEMBL4759397,CC(C)n1cnnc1-c1cccc(NC(=O)C2CCCCO2)n1,5.5,O=C(Nc1cccc(-c2nnc[nH]2)n1)C1CCCCO1,1,L0461.sdf,L0461.pdbqt
L0462,CHEMBL2011927,COc1ccc(-c2nc3c(OCC4CCNCC4)c(Br)cnc3[nH]2)cc1,6.88,c1ccc(-c2nc3c(OCC4CCNCC4)ccnc3[nH]2)cc1,1,L0462.sdf,L0462.pdbqt
L0463,CHEMBL453217,Cc1cc(C)cc(Nc2nccc(-c3nc(C)cs3)n2)c1,7.0,c1ccc(Nc2nccc(-c3nccs3)n2)cc1,1,L0463.sdf,L0463.pdbqt
L0464,CHEMBL470780,Cc1cc(C)cc(Nc2nccc(-c3ncc(C)s3)n2)c1,5.96,c1ccc(Nc2nccc(-c3nccs3)n2)cc1,1,L0464.sdf,L0464.pdbqt
L0465,CHEMBL485730,OCc1csc(-c2ccnc(Nc3cc(O)cc(C(F)(F)F)c3)n2)n1,5.82,c1ccc(Nc2nccc(-c3nccs3)n2)cc1,1,L0465.sdf,L0465.pdbqt
L0466,CHEMBL485731,Cc1cc(Nc2nccc(-c3nc(CO)cs3)n2)cc(C(F)(F)F)c1,5.82,c1ccc(Nc2nccc(-c3nccs3)n2)cc1,1,L0466.sdf,L0466.pdbqt
L0467,CHEMBL470175,Oc1cc(Nc2nccc(-c3nccs3)n2)cc(C(F)(F)F)c1,5.78,c1ccc(Nc2nccc(-c3nccs3)n2)cc1,1,L0467.sdf,L0467.pdbqt
L0468,CHEMBL511811,Cc1cc(C)cc(Nc2nccc(-c3nc(CO)cs3)n2)c1,5.62,c1ccc(Nc2nccc(-c3nccs3)n2)cc1,1,L0468.sdf,L0468.pdbqt
L0469,CHEMBL471819,Cc1cccc(Nc2nccc(-c3nccs3)n2)c1,5.61,c1ccc(Nc2nccc(-c3nccs3)n2)cc1,1,L0469.sdf,L0469.pdbqt
L0470,CHEMBL189617,Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3cccc(C(F)(F)F)c3)nn2n1,5.3,c1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,1,L0470.sdf,L0470.pdbqt
L0471,CHEMBL2062581,CC(=O)Nc1ccc2[nH]cc(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,4.85,c1ccc2c(-c3cc(NC4CC4)n4nccc4n3)c[nH]c2c1,1,L0471.sdf,L0471.pdbqt
L0472,CHEMBL3125732,COc1ccc(-c2nc3cc(-c4csc(C(N)=O)c4)cnc3[nH]2)cc1,6.01,c1ccc(-c2nc3cc(-c4ccsc4)cnc3[nH]2)cc1,1,L0472.sdf,L0472.pdbqt
L0473,CHEMBL289422,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1[C@H]1CC[C@@H]3O1,6.27,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1[C@H]1CC[C@@H]3O1,1,L0473.sdf,L0473.pdbqt
L0474,CHEMBL489445,COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(-n4cccc4)cc32)cc1O,5.51,O=C1NC(=O)c2ccc(-n3cccc3)cc2/C1=C/NCc1ccccc1,1,L0474.sdf,L0474.pdbqt
L0475,CHEMBL1086736,COc1ccncc1C1=NNC(=O)/C1=N\Nc1ccccc1,7.12,O=C1NN=C(c2cccnc2)/C1=N/Nc1ccccc1,1,L0475.sdf,L0475.pdbqt
L0476,CHEMBL5434272,OCCN1CCN(c2ccc3cc2COC/C=C/COCc2cccc(c2)-c2ccnc(n2)N3)CC1,5.43,C1=C/COCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC/1,1,L0476.sdf,L0476.pdbqt
L0477,CHEMBL4097778,CN1C(=O)[C@@H](N2CCc3cn(CC4CCS(=O)(=O)CC4)nc3C2=O)COc2ccccc21,6.0,O=C1Nc2ccccc2OC[C@@H]1N1CCc2cn(CC3CCS(=O)(=O)CC3)nc2C1=O,1,L0477.sdf,L0477.pdbqt
L0478,CHEMBL5280635,CCc1c(C(=O)NCCc2ccc(N3CCOCC3)cc2)[nH]c2ccc(C)cc12,7.8,O=C(NCCc1ccc(N2CCOCC2)cc1)c1cc2ccccc2[nH]1,1,L0478.sdf,L0478.pdbqt
L0479,CHEMBL5281464,Cc1c(C(=O)NCCc2ccc(N3CCOCC3)cc2)[nH]c2ccc(Cl)cc12,7.64,O=C(NCCc1ccc(N2CCOCC2)cc1)c1cc2ccccc2[nH]1,1,L0479.sdf,L0479.pdbqt
L0480,CHEMBL5289560,CCc1c(C(=O)NCCc2ccc(N3CCOCC3)cc2)[nH]c2ccc(C(F)(F)F)cc12,7.62,O=C(NCCc1ccc(N2CCOCC2)cc1)c1cc2ccccc2[nH]1,1,L0480.sdf,L0480.pdbqt
L0481,CHEMBL190446,C[C@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2Cc3ccccc3C2=O)cc1,8.7,O=C(Cc1ccc(N2Cc3ccccc3C2=O)cc1)Nc1cc(C2CC2)[nH]n1,2,L0481.sdf,L0481.pdbqt
L0482,CHEMBL192126,C[C@@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2Cc3ccccc3C2=O)cc1,6.77,O=C(Cc1ccc(N2Cc3ccccc3C2=O)cc1)Nc1cc(C2CC2)[nH]n1,2,L0482.sdf,L0482.pdbqt
L0483,CHEMBL4781334,C=CC(=O)Nc1ccc(C(=O)N2CCCC(Nc3ncc(CNCc4ncc(C(C)(C)C)o4)s3)C2)cc1,5.5,O=C(c1ccccc1)N1CCCC(Nc2ncc(CNCc3ncco3)s2)C1,1,L0483.sdf,L0483.pdbqt
L0484,CHEMBL2035052,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccnc(c2)OCC/1,6.57,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccnc(c2)OCC/1,1,L0484.sdf,L0484.pdbqt
L0485,CHEMBL2035053,Cc1cnc2nc1-c1ccnc(c1)OCC/C=C/COCc1cc(ccc1OCCN1CCCC1)N2,5.41,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccnc(c2)OCC/1,1,L0485.sdf,L0485.pdbqt
L0486,CHEMBL5401470,O=C(O)c1ccc([N+](=O)[O-])c2c1NC(c1ccc(Cl)cc1)C1CC=CC21,4.9,C1=CC2c3ccccc3NC(c3ccccc3)C2C1,2,L0486.sdf,L0486.pdbqt
L0487,CHEMBL340259,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCOCCOCCOCCn1cc2c2ccccc21,6.0,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCOCCOCCOCCn1cc2c2ccccc21,1,L0487.sdf,L0487.pdbqt
L0488,CHEMBL3916385,CCN(CC)C1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,6.01,O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(N4CCCCC4)cn3)nc12,2,L0488.sdf,L0488.pdbqt
L0489,CHEMBL3943841,CN(C)C1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,4.94,O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(N4CCCCC4)cn3)nc12,2,L0489.sdf,L0489.pdbqt
L0490,CHEMBL362296,c1ccc(Nc2nccc(-c3c(C4CC4)nn4ncccc34)n2)cc1,5.4,c1ccc(Nc2nccc(-c3c(C4CC4)nn4ncccc34)n2)cc1,1,L0490.sdf,L0490.pdbqt
L0491,CHEMBL475948,Cc1ncc(-c2nc(Nc3ccc(N4CCC[C@H]4C(=O)N(C)C)cc3)ncc2F)n1C(C)C,7.34,c1cc(-c2cnc[nH]2)nc(Nc2ccc(N3CCCC3)cc2)n1,1,L0491.sdf,L0491.pdbqt
L0492,CHEMBL3967732,O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(N4CCN(C5CCC5)CC4)cn3)nc12,6.46,O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(N4CCN(C5CCC5)CC4)cn3)nc12,2,L0492.sdf,L0492.pdbqt
L0493,CHEMBL1083785,CNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)n2)s1,6.53,c1cc(-c2cncs2)nc(Nc2ccc(N3CCNCC3)cc2)n1,1,L0493.sdf,L0493.pdbqt
L0494,CHEMBL1083786,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4sc(C)nc4C)n3)cc2)CC1,6.37,c1cc(-c2cncs2)nc(Nc2ccc(N3CCNCC3)cc2)n1,1,L0494.sdf,L0494.pdbqt
L0495,CHEMBL1084969,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4sc(N)nc4C)n3)cc2)CC1,6.28,c1cc(-c2cncs2)nc(Nc2ccc(N3CCNCC3)cc2)n1,1,L0495.sdf,L0495.pdbqt
L0496,CHEMBL1083484,Cc1nc(C)c(-c2ccnc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3)n2)s1,5.4,c1cc(-c2cncs2)nc(Nc2ccc(N3CCNCC3)cc2)n1,1,L0496.sdf,L0496.pdbqt
L0497,CHEMBL186952,Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=O)c1cccs1,6.26,O=C(c1ccccc1)c1ccc2ncc(C(=O)c3cccs3)n2c1,1,L0497.sdf,L0497.pdbqt
L0498,CHEMBL3655768,CC[C@H](Nc1nc(NCC2CC2)c2ncn(C(C)C)c2n1)[C@@H](C)O,7.4,c1nc(NCC2CC2)c2nc[nH]c2n1,1,L0498.sdf,L0498.pdbqt
L0499,CHEMBL1630112,Nc1ccccc1NC(=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)s1,5.68,O=C(Nc1ccccc1)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)s1,1,L0499.sdf,L0499.pdbqt
L0500,CHEMBL5179286,CC(C)NC(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)Cc3ccccc3S(C)(=O)=O)n[nH]2)C1,7.0,O=C(Cc1ccccc1)Nc1cc(C2CCCC2)[nH]n1,1,L0500.sdf,L0500.pdbqt
L0501,CHEMBL5209174,CC(C)NC(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)Cc3ccccc3)n[nH]2)C1,7.0,O=C(Cc1ccccc1)Nc1cc(C2CCCC2)[nH]n1,1,L0501.sdf,L0501.pdbqt
L0502,CHEMBL484571,CN(C)CCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4cccnn34)n2)cc1,8.1,c1ccc(Nc2nccc(-c3cnc4cccnn34)n2)cc1,1,L0502.sdf,L0502.pdbqt
L0503,CHEMBL424696,c1ccc(Nc2ncc(-c3ccnc(OC4CCCCC4)n3)s2)nc1,7.85,c1ccc(Nc2ncc(-c3ccnc(OC4CCCCC4)n3)s2)nc1,1,L0503.sdf,L0503.pdbqt
L0504,CHEMBL212049,Cc1cnc(OC2CCCCC2)nc1-c1cnc(Nc2ccccn2)s1,6.57,c1ccc(Nc2ncc(-c3ccnc(OC4CCCCC4)n3)s2)nc1,1,L0504.sdf,L0504.pdbqt
L0505,CHEMBL79498,O=C1Nc2ccc(F)c3c(S[C@H]4CCNC4)cc(-c4ccc[nH]4)c1c23,8.3,O=C1Nc2cccc3c(S[C@H]4CCNC4)cc(-c4ccc[nH]4)c1c23,1,L0505.sdf,L0505.pdbqt
L0506,CHEMBL1642655,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1,6.805,O=C(Nc1cn2cc(-n3ccnc3)ccc2n1)c1ccccc1,2,L0506.sdf,L0506.pdbqt
L0507,CHEMBL3109950,CN(C)S(=O)(=O)c1ccc(Nc2cc3[nH]c(-c4cn[nH]c4)cc3cn2)cc1,8.3,c1ccc(Nc2cc3[nH]c(-c4cn[nH]c4)cc3cn2)cc1,1,L0507.sdf,L0507.pdbqt
L0508,CHEMBL3109949,COc1ccc(Nc2cc3[nH]c(-c4cn[nH]c4)cc3cn2)cc1,6.4,c1ccc(Nc2cc3[nH]c(-c4cn[nH]c4)cc3cn2)cc1,1,L0508.sdf,L0508.pdbqt
L0509,CHEMBL3109955,Clc1ccccc1Nc1cc2[nH]c(-c3cn[nH]c3)cc2cn1,6.1,c1ccc(Nc2cc3[nH]c(-c4cn[nH]c4)cc3cn2)cc1,1,L0509.sdf,L0509.pdbqt
L0510,CHEMBL3109953,COc1ccccc1Nc1cc2[nH]c(-c3cn[nH]c3)cc2cn1,6.01,c1ccc(Nc2cc3[nH]c(-c4cn[nH]c4)cc3cn2)cc1,1,L0510.sdf,L0510.pdbqt
L0511,CHEMBL3109954,CCOc1ccccc1Nc1cc2[nH]c(-c3cn[nH]c3)cc2cn1,5.05,c1ccc(Nc2cc3[nH]c(-c4cn[nH]c4)cc3cn2)cc1,1,L0511.sdf,L0511.pdbqt
L0512,CHEMBL457179,CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(-c2ccncc2)cc1,4.04,O=C(NCCc1c[nH]c2ccccc12)c1ccc(-c2ccncc2)cc1,1,L0512.sdf,L0512.pdbqt
L0513,CHEMBL5537062,CC[C@@H](CO)Nc1nc(NCc2ccc(NC(=O)C3CCN(C(C)=O)CC3)cc2)n2ncc(C(C)C)c2n1,6.94,O=C(Nc1ccc(CNc2ncnc3ccnn23)cc1)C1CCNCC1,1,L0513.sdf,L0513.pdbqt
L0514,CHEMBL5542804,CC[C@H](CO)Nc1nc(NCc2ccc(NC(=O)C3CCN(C(C)=O)CC3)cc2)n2ncc(C(C)C)c2n1,6.9,O=C(Nc1ccc(CNc2ncnc3ccnn23)cc1)C1CCNCC1,1,L0514.sdf,L0514.pdbqt
L0515,CHEMBL3797559,Nc1ncccc1-c1nc2ccccc2[nH]1,4.6,c1cncc(-c2nc3ccccc3[nH]2)c1,1,L0515.sdf,L0515.pdbqt
L0516,CHEMBL5872006,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H]4CCCN4C)C5)ncc3F)cc2n1C1CC1,6.5,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCN(C[C@H]2CCCN2)C3)n1,2,L0516.sdf,L0516.pdbqt
L0517,CHEMBL411865,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(CCc4ccc(O)cc4)c32)cc1,7.92,O=C1Nc2cccc(CCc3ccccc3)c2/C1=N/Nc1ccccc1,3,L0517.sdf,L0517.pdbqt
L0518,CHEMBL1809191,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc5ccccn45)n3)cc2)CC1,7.11,c1ccn2c(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)cnc2c1,1,L0518.sdf,L0518.pdbqt
L0519,CHEMBL1809044,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,5.96,c1ccn2c(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)cnc2c1,1,L0519.sdf,L0519.pdbqt
L0520,CHEMBL1809194,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Br)c(-c2cnc3ccccn23)n1,5.96,c1ccn2c(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)cnc2c1,1,L0520.sdf,L0520.pdbqt
L0521,CHEMBL1809193,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(F)c(-c2cnc3ccccn23)n1,5.57,c1ccn2c(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)cnc2c1,1,L0521.sdf,L0521.pdbqt
L0522,CHEMBL1809195,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(C)c(-c2cnc3ccccn23)n1,5.0,c1ccn2c(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)cnc2c1,1,L0522.sdf,L0522.pdbqt
L0523,CHEMBL1809196,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(C(F)(F)F)c(-c2cnc3ccccn23)n1,4.8,c1ccn2c(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)cnc2c1,1,L0523.sdf,L0523.pdbqt
L0524,CHEMBL1806525,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(C#N)c(-c2cnc3ccccn23)n1,4.57,c1ccn2c(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)cnc2c1,1,L0524.sdf,L0524.pdbqt
L0525,CHEMBL1809197,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(OC)c(-c2cnc3ccccn23)n1,4.28,c1ccn2c(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)cnc2c1,1,L0525.sdf,L0525.pdbqt
L0526,CHEMBL1823630,N[C@H](CNc1nnc(-c2ccc3c(c2)CC(=O)N3)s1)Cc1ccc(C(F)(F)F)cc1,6.72,O=C1Cc2cc(-c3nnc(NCCCc4ccccc4)s3)ccc2N1,1,L0526.sdf,L0526.pdbqt
L0527,CHEMBL4446357,C[C@@]1(O)CCC[C@H]1n1c(=O)c(C(F)F)cc2cnc(NC3CCN(S(C)(=O)=O)CC3)nc21,10.05,O=c1ccc2cnc(NC3CCNCC3)nc2n1C1CCCC1,1,L0527.sdf,L0527.pdbqt
L0528,CHEMBL5280928,CC(=O)c1c(C)c2cnc(NC3CCN(S(C)(=O)=O)CC3)nc2n(C2CCCC2)c1=O,8.23,O=c1ccc2cnc(NC3CCNCC3)nc2n1C1CCCC1,1,L0528.sdf,L0528.pdbqt
L0529,CHEMBL1081425,N[C@H](CNc1cnc(-c2ccc3cnccc3c2)s1)Cc1ccc(C(F)(F)F)cc1,5.97,c1ccc(CCCNc2cnc(-c3ccc4cnccc4c3)s2)cc1,1,L0529.sdf,L0529.pdbqt
L0530,CHEMBL258404,O=C(Cc1ccccc1)Nc1n[nH]c2ccc(N3C(=O)CNC3=O)cc12,5.7,O=C(Cc1ccccc1)Nc1n[nH]c2ccc(N3C(=O)CNC3=O)cc12,1,L0530.sdf,L0530.pdbqt
