AF_Score,BG,DCA_Score,Function,Gene Name,Interacting Partner,Protein Name,RF_Score,SP,Subcellular Locality,UP,confident,pdb,is_membrane,is_cell_surface,AF
0.11884,N,0.257,"Cell cycle, Cell division, DNA-binding, DNA-directed DNA polymerase, Mitosis, mRNA processing, Nucleotidyltransferase, rRNA processing, Transferase",TENT4B,Q8NDF8,Terminal nucleotidyltransferase 4B,0.465,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.11884
0.1182,N,0.152,"mRNA transport, Protein transport, Translocation, Transport",NUP133,Q8WUM0,Nuclear pore complex protein Nup133,-,N,"Centromere, Chromosome, Kinetochore, Nuclear pore complex, Nucleus",N,Not confident,none,False,False,0.1182
0.1181,N,0.251,"Hydrolase, Protein phosphatase",ILKAP,Q9H0C8,Integrin-linked kinase-associated serine/threonine phosphatase 2C,0.4465,N,Cytoplasm,N,Not confident,none,False,False,0.1181
0.1176,N,0.282,"Lipid metabolism, Oxidoreductase",AKR1A1,P14550,Aldo-keto reductase family 1 member A1,0.4045,N,"Cell membrane, Cytoplasm, Membrane",N,Not confident,none,True,True,0.1176
0.1174,N,0.125,"Glycosyltransferase, Transferase",B3GNTL1,Q67FW5,Queuosine-tRNA galactosyltransferase,0.3318,N,Cytoplasm,N,Not confident,none,False,False,0.1174
0.117,N,0.245,"Apoptosis, Cell cycle, Cell division, Kinase, Mitosis, Serine/threonine-protein kinase, Transferase",BUB1B,O60566,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta,0.3752,N,"Centromere, Chromosome, Cytoplasm, Cytoskeleton, Kinetochore, Nucleus",N,Not confident,none,False,False,0.117
0.1168,N,0.203,"Hydrolase, Kinase, Multifunctional enzyme, Transferase",PFKFB2,O60825,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",0.2947,N,NA,N,Not confident,none,False,False,0.1168
0.116,N,0.192,"Activator, Transcription, Transcription regulation, Transport",SEC14L2,O76054,SEC14-like protein 2,0.6396,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.116
0.1158,N,0.264,"Cell cycle, Cell division, Kinase, Serine/threonine-protein kinase, Transferase",CDK4,P11802,Cyclin-dependent kinase 4,0.365,N,"Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,False,0.1158
0.1157,N,0.222,NA,LRRC28,Q86X40,Leucine-rich repeat-containing protein 28,0.3757,N,NA,N,Not confident,none,False,False,0.1157
0.11523,N,0.23,"Lipid metabolism, Monooxygenase, Oxidoreductase",CYP2A6,P11509,Cytochrome P450 2A6,0.3027,N,"Endoplasmic reticulum, Membrane, Microsome",N,Not confident,none,True,False,0.11523
0.1148,N,0.149,"Glycosyltransferase, Transferase",MGAT2,Q10469,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",0.3213,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.1148
0.11475,N,0.164,Transport,SEC14L3,Q9UDX4,SEC14-like protein 3,0.4075,N,NA,N,Not confident,none,False,False,0.11475
0.1143,N,0.231,"Acyltransferase, Immunity, Innate immunity, Lipid transport, Transferase, Transport",ZDHHC5,Q9C0B5,Palmitoyltransferase ZDHHC5,0.3445,N,"Cell membrane, Membrane, Synapse",N,Not confident,none,True,True,0.1143
0.1141,N,0.26,"Kinase, Serine/threonine-protein kinase, Transferase",MAP3K19,Q56UN5,Mitogen-activated protein kinase kinase kinase 19,0.3596,N,NA,N,Not confident,none,False,False,0.1141
0.11395,N,0.236,"Kinase, Serine/threonine-protein kinase, Transferase, Tyrosine-protein kinase",MAP2K3,P46734,Dual specificity mitogen-activated protein kinase kinase 3,0.4019,N,NA,N,Not confident,none,False,False,0.11395
0.11273,N,0.277,"Apoptosis, Cell cycle, Kinase, Serine/threonine-protein kinase, Transferase",PIM3,Q86V86,Serine/threonine-protein kinase pim-3,0.525,N,Cytoplasm,N,Not confident,none,False,False,0.11273
0.1127,N,0.199,"Immunity, Inflammatory response, Innate immunity, Receptor",TLR8,Q9NR97,Toll-like receptor 8,0.2576,N,"Endosome, Membrane",N,Not confident,none,True,False,0.1127
0.1117,N,0.121,"Hydrolase, Lipid degradation, Lipid metabolism",PLBD2,Q8NHP8,Putative phospholipase B-like 2,0.3635,N,Lysosome,N,Not confident,none,False,False,0.1117
0.11163,N,0.265,"mRNA processing, Nucleotidyltransferase, Transferase",TENT4A,Q5XG87,Terminal nucleotidyltransferase 4A,0.3704,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.11163
0.1108,N,0.237,"Methyltransferase, RNA-binding, Transferase",NSUN5P2,Q63ZY6,Putative methyltransferase NSUN5C,0.3384,N,NA,N,Not confident,none,False,False,0.1108
0.11053,N,0.228,"Biological rhythms, Developmental protein, Differentiation, G-protein coupled receptor, Immunity, Innate immunity, Receptor, Spermatogenesis, Transducer, Wnt signaling pathway",LGR4,Q9BXB1,Leucine-rich repeat-containing G-protein coupled receptor 4,0.4211,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.11053
0.11053,N,0.239,"Lipid metabolism, Monooxygenase, Oxidoreductase",CYP2B6,P20813,Cytochrome P450 2B6,0.3108,N,"Endoplasmic reticulum, Membrane, Microsome",N,Not confident,none,True,False,0.11053
0.11035,N,0.274,"Chaperone, Isomerase, mRNA processing, mRNA splicing, Rotamase",PPIH,O43447,Peptidyl-prolyl cis-trans isomerase H,0.356,N,"Cytoplasm, Nucleus, Spliceosome",N,Not confident,none,False,False,0.11035
0.11017,N,0.25,NA,ANKRD42,Q8N9B4,Ankyrin repeat domain-containing protein 42,0.5137,N,NA,N,Not confident,none,False,False,0.11017
0.10986,N,0.226,Hydrolase,ENTPD3,O75355,Ectonucleoside triphosphate diphosphohydrolase 3,0.3813,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.10986
0.1098,N,0.071,"Ion transport, Iron transport, Transport",HFE,Q30201,Hereditary hemochromatosis protein,0.1141,Y,"Cell membrane, Membrane",N,Not confident,none,True,True,0.1098
0.1096,N,0.286,"Apoptosis, Cell cycle, Kinase, Serine/threonine-protein kinase, Transferase",PIM2,Q9P1W9,Serine/threonine-protein kinase pim-2,0.3875,N,NA,N,Not confident,none,False,False,0.1096
0.1095,N,0.21,"Apoptosis, Developmental protein, Kinase, Neurogenesis, Receptor, Transferase, Tyrosine-protein kinase",EPHA7,Q15375,Ephrin type-A receptor 7,0.3882,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.1095
0.10913,N,0.293,"Dioxygenase, Oxidoreductase",ALKBH6,Q3KRA9,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6,0.301,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.10913
0.1087,N,0.211,"Differentiation, Host cell receptor for virus entry, Host-virus interaction, Immunity, Innate immunity, Kinase, Receptor, Transferase, Tyrosine-protein kinase",AXL,P30530,Tyrosine-protein kinase receptor UFO,0.2927,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.1087
0.10803,N,0.124,NA,BTG4,Q9NY30,Protein BTG4,0.3293,N,NA,N,Not confident,none,False,False,0.10803
0.1073,N,0.178,"Biological rhythms, Kinase, Serine/threonine-protein kinase, Transferase",CSNK1E,P49674,Casein kinase I isoform epsilon,0.5576,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.1073
0.10693,N,0.159,"Hydrolase, Sensory transduction, Vision",PDE6C,P51160,"Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha'",0.3582,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.10693
0.1069,N,0.05,Apoptosis,DIABLO,Q9NR28,Diablo IAP-binding mitochondrial protein,0.3625,N,"Cytoplasm, Mitochondrion",N,Not confident,none,False,False,0.1069
0.1062,N,0.304,"Methyltransferase, Transferase, Ubiquinone biosynthesis",COQ3,Q9NZJ6,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",0.3638,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.1062
0.1052,N,0.244,"Developmental protein, Ubl conjugation pathway",ASB1,Q9Y576,Ankyrin repeat and SOCS box protein 1,0.3564,N,NA,N,Not confident,none,False,False,0.1052
0.10516,N,0.25,"Kinase, Serine/threonine-protein kinase, Transferase",SBK1,Q52WX2,Serine/threonine-protein kinase SBK1,0.445,N,Cytoplasm,N,Not confident,none,False,False,0.10516
0.105,N,0.211,"Hydrolase, Lipid metabolism",MTMR7,Q9Y216,Myotubularin-related protein 7,0.3047,N,"Cytoplasm, Membrane",N,Not confident,none,True,False,0.105
0.1029,N,0.136,"Chromatin regulator, Differentiation, Methyltransferase, Transcription, Transcription regulation, Transferase",PRMT7,Q9NVM4,Protein arginine N-methyltransferase 7,0.3271,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.1029
0.10284,N,0.198,NA,ANKRD37,Q7Z713,Ankyrin repeat domain-containing protein 37,0.918,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.10284
0.102,N,0.238,Transport,SLC35F5,Q8WV83,Solute carrier family 35 member F5,0.4,N,Membrane,N,Not confident,none,True,False,0.102
0.1014,N,0.269,"Kinase, Pyridine nucleotide biosynthesis, Transferase",NMRK2,Q9NPI5,Nicotinamide riboside kinase 2,0.3552,N,NA,N,Not confident,none,False,False,0.1014
0.1013,N,0.289,"DNA damage, Hydrolase, Methyltransferase, Transferase",ARMT1,Q9H993,Damage-control phosphatase ARMT1,0.3447,N,NA,N,Not confident,none,False,False,0.1013
0.1008,N,0.098,Cell adhesion,CDH1,P12830,Cadherin-1,0.3289,N,"Cell junction, Cell membrane, Endosome, Golgi apparatus, Membrane",N,Not confident,none,True,True,0.1008
0.10077,N,0.194,"Activator, Developmental protein, Differentiation, DNA-binding, Host-virus interaction, Myogenesis, Repressor, Transcription, Transcription regulation",FOXK1,P85037,Forkhead box protein K1,0.378,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.10077
0.1001,N,0.219,"Kinase, Serine/threonine-protein kinase, Transferase",NEK7,Q8TDX7,Serine/threonine-protein kinase Nek7,0.4136,N,"Cytoplasm, Cytoskeleton, Microtubule, Nucleus",N,Not confident,none,False,False,0.1001
0.0996,N,0.173,"Differentiation, RNA-binding, RNA-mediated gene silencing, Spermatogenesis",TDRKH,Q9Y2W6,Tudor and KH domain-containing protein,0.3137,N,"Cytoplasm, Mitochondrion",N,Not confident,none,False,False,0.0996
0.0993,N,0.296,"Methyltransferase, Transferase, tRNA processing",TRMT5,Q32P41,tRNA (guanine(37)-N1)-methyltransferase,0.3586,N,"Cytoplasm, Mitochondrion, Nucleus",N,Not confident,none,False,False,0.0993
0.0991,N,0.108,Receptor,FOLR3,P41439,Folate receptor gamma,0.1744,Y,Secreted,N,Not confident,none,False,False,0.0991
0.09784,N,0.2,"Cell cycle, Hydrolase, Protein phosphatase",PPM1D,O15297,Protein phosphatase 1D,0.3818,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.09784
0.0978,N,0.21,"Developmental protein, Kinase, Neurogenesis, Receptor, Transferase, Tyrosine-protein kinase",EPHB2,P29323,Ephrin type-B receptor 2,0.5264,N,"Cell membrane, Cell projection, Membrane",N,Not confident,none,True,True,0.0978
0.09766,N,0.196,GTPase activation,ARHGAP1,Q07960,Rho GTPase-activating protein 1,0.3174,N,Cytoplasm,N,Not confident,none,False,False,0.09766
0.0972,N,0.259,NA,ANKRD2,Q9GZV1,Ankyrin repeat domain-containing protein 2,0.316,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.0972
0.09674,N,0.198,Hydrolase,ACP7,Q6ZNF0,Acid phosphatase type 7,0.2947,N,Secreted,N,Not confident,none,False,False,0.09674
0.0966,N,0.203,NA,WDR31,Q8NA23,WD repeat-containing protein 31,0.3489,N,NA,N,Not confident,none,False,False,0.0966
0.0964,N,0.235,"Chromatin regulator, Hydrolase, Repressor, Transcription, Transcription regulation",HDAC7,Q8WUI4,Histone deacetylase 7,0.3044,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.0964
0.096,N,0.199,"Actin-binding, Hearing, Kinase, Motor protein, Myosin, Sensory transduction, Serine/threonine-protein kinase, Transferase, Vision",MYO3A,Q8NEV4,Myosin-IIIa,0.326,N,"Cell projection, Cytoplasm, Cytoskeleton",N,Not confident,none,False,False,0.096
0.0956,N,0.071,NA,IGLL5,B9A064,Immunoglobulin lambda-like polypeptide 5,0.1377,Y,Secreted,N,Not confident,none,False,False,0.0956
0.0955,N,0.235,"Biological rhythms, Chromatin regulator, Host-virus interaction, Hydrolase, Repressor, Transcription, Transcription regulation",HDAC3,O15379,Histone deacetylase 3,0.316,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.0955
0.09546,N,0.186,GTPase activation,TBC1D13,Q9NVG8,TBC1 domain family member 13,0.3154,N,"Cytoplasm, Membrane",N,Not confident,none,True,False,0.09546
0.095,N,0.222,"Lipid biosynthesis, Lipid metabolism, Phospholipid biosynthesis, Phospholipid metabolism, Transferase",CEPT1,Q9Y6K0,Choline/ethanolaminephosphotransferase 1,0.3123,N,"Endoplasmic reticulum, Membrane, Nucleus",N,Not confident,none,True,False,0.095
0.0949,N,0.286,"ER-Golgi transport, GPI-anchor biosynthesis, Hydrolase, Transport",MPPE1,Q53F39,Metallophosphoesterase 1,0.3042,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.0949
0.0947,N,0.292,"Fatty acid metabolism, Ligase, Lipid metabolism",AASDH,Q4L235,Beta-alanine-activating enzyme,0.525,N,NA,N,Not confident,none,False,False,0.0947
0.0941,N,0.186,Cell cycle,CDKN2A,P42771,Cyclin-dependent kinase inhibitor 2A,0.3728,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.0941
0.0939,N,0.124,"Glycosyltransferase, Transferase",B3GALNT2,Q8NCR0,"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 2",0.3147,N,"Endoplasmic reticulum, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.0939
0.0936,N,0.292,NA,LRG1,P02750,Leucine-rich alpha-2-glycoprotein,0.363,N,Secreted,N,Not confident,none,False,False,0.0936
0.0933,N,0.198,Oxidoreductase,HMOX2,P30519,Heme oxygenase 2,0.4314,N,"Endoplasmic reticulum, Membrane, Microsome",N,Not confident,none,True,False,0.0933
0.09314,N,0.231,"Kinase, Transferase, Ubiquinone biosynthesis",COQ8A,Q8NI60,"Atypical kinase COQ8A, mitochondrial",0.319,N,"Membrane, Mitochondrion",N,Not confident,none,True,False,0.09314
0.093,N,0.133,"Cell cycle, Cell division, Mitosis, Transport",GPSM2,P81274,G-protein-signaling modulator 2,0.3267,N,"Cell membrane, Cytoplasm, Cytoskeleton, Membrane",N,Not confident,none,True,True,0.093
0.09296,N,0.216,"Acyltransferase, Cholesterol metabolism, Hydrolase, Lipid metabolism, Steroid metabolism, Sterol metabolism, Transferase",LCAT,P04180,Phosphatidylcholine-sterol acyltransferase,0.2603,N,Secreted,N,Not confident,none,False,False,0.09296
0.0929,N,0.143,Guanine-nucleotide releasing factor,VAV1,P15498,Proto-oncogene vav,0.4534,N,NA,N,Not confident,none,False,False,0.0929
0.0927,N,0.261,"Kinase, Transferase",IP6K3,Q96PC2,Inositol hexakisphosphate kinase 3,0.3481,N,Cytoplasm,N,Not confident,none,False,False,0.0927
0.09247,N,0.243,"Kinase, Serine/threonine-protein kinase, Transferase",SBK2,P0C263,Serine/threonine-protein kinase SBK2,0.4722,N,NA,N,Not confident,none,False,False,0.09247
0.0923,N,0.184,"Immunity, Inflammatory response, Innate immunity, Receptor",TLR2,O60603,Toll-like receptor 2,0.3357,N,"Cytoplasmic vesicle, Membrane",N,Not confident,none,True,False,0.0923
0.0922,N,0.252,NA,LRRC15,Q8TF66,Leucine-rich repeat-containing protein 15,0.3928,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.0922
0.09174,N,0.136,NA,TSTD2,Q5T7W7,Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 2,0.3022,N,NA,N,Not confident,none,False,False,0.09174
0.09143,N,0.23,"Kinase, Serine/threonine-protein kinase, Transferase",STK33,Q9BYT3,Serine/threonine-protein kinase 33,0.3037,N,Cytoplasm,N,Not confident,none,False,False,0.09143
0.0914,N,0.09,"Fertilization, Receptor",IZUMO1R,A6ND01,Sperm-egg fusion protein Juno,0.2421,Y,"Cell membrane, Cell projection, Membrane",N,Not confident,none,True,True,0.0914
0.09106,N,0.153,"Protein transport, Transport",AP4E1,Q9UPM8,AP-4 complex subunit epsilon-1,0.3384,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.09106
0.09045,N,0.207,Ubl conjugation pathway,KLHDC10,Q6PID8,Kelch domain-containing protein 10,0.427,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.09045
0.0904,N,0.237,"Monooxygenase, Oxidoreductase",CYP2F1,P24903,Cytochrome P450 2F1,0.3098,N,"Endoplasmic reticulum, Membrane, Microsome",N,Not confident,none,True,False,0.0904
0.0902,N,0.26,"Ion transport, Transport, Zinc transport",SLC39A3,Q9BRY0,Zinc transporter ZIP3,0.3367,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.0902
0.0901,N,0.25,"Kinase, Serine/threonine-protein kinase, Transferase",PDPK2P,Q6A1A2,Putative 3-phosphoinositide-dependent protein kinase 2,0.37,N,"Cytoplasm, Membrane",N,Not confident,none,True,False,0.0901
0.09,N,0.244,"Aspartyl protease, Hydrolase, Protease",CTSD,P07339,Cathepsin D,0.305,N,"Lysosome, Secreted",N,Not confident,none,False,False,0.09
0.08954,N,0.25,"Transferase, Ubl conjugation pathway",ZNRF1,Q8ND25,E3 ubiquitin-protein ligase ZNRF1,0.4287,N,"Cytoplasmic vesicle, Endosome, Lysosome, Membrane, Synapse",N,Not confident,none,True,False,0.08954
0.08954,N,0.212,Hydrolase,NUDT15,Q9NV35,Nucleotide triphosphate diphosphatase NUDT15,0.34,N,NA,N,Not confident,none,False,False,0.08954
0.0889,N,0.223,Peroxisome biogenesis,PEX3,P56589,Peroxisomal biogenesis factor 3,0.395,N,"Membrane, Peroxisome",N,Not confident,none,True,False,0.0889
0.0884,N,0.216,"Acyltransferase, Lipid biosynthesis, Lipid metabolism, Phospholipid biosynthesis, Phospholipid metabolism, Transferase",AGPAT5,Q9NUQ2,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon,0.4116,N,"Endoplasmic reticulum, Membrane, Mitochondrion, Nucleus",N,Not confident,none,True,False,0.0884
0.0884,N,0.226,"Apoptosis, Kinase, Serine/threonine-protein kinase, Stress response, Transcription, Transcription regulation, Transferase, Tyrosine-protein kinase",MAP2K6,P52564,Dual specificity mitogen-activated protein kinase kinase 6,0.3057,N,"Cytoplasm, Cytoskeleton, Nucleus",N,Not confident,none,False,False,0.0884
0.0882,N,0.242,"Hydrolase, Protein phosphatase",CTDSPL2,Q05D32,CTD small phosphatase-like protein 2,0.4878,N,NA,N,Not confident,none,False,False,0.0882
0.0879,N,0.27,"Apoptosis, Lyase, Neurogenesis, Notch signaling pathway, Unfolded protein response",CHAC1,Q9BUX1,Glutathione-specific gamma-glutamylcyclotransferase 1,0.32,N,"Cytoplasm, Golgi apparatus",N,Not confident,none,False,False,0.0879
0.0878,N,0.295,"Endonuclease, Hydrolase, Nuclease",NOB1,Q9ULX3,RNA-binding protein NOB1,0.382,N,Nucleus,N,Not confident,none,False,False,0.0878
0.0878,N,0.211,"Cell cycle, Kinase, Serine/threonine-protein kinase, Stress response, Transcription, Transcription regulation, Transferase",MAPK13,O15264,Mitogen-activated protein kinase 13,0.3198,N,NA,N,Not confident,none,False,False,0.0878
0.0875,N,0.245,"Fatty acid metabolism, Isomerase, Lipid metabolism, Lyase, Monooxygenase, Oxidoreductase",CYP2S1,Q96SQ9,Cytochrome P450 2S1,0.3264,N,"Endoplasmic reticulum, Membrane, Microsome",N,Not confident,none,True,False,0.0875
0.08746,N,0.245,Ubl conjugation pathway,FBXL15,Q9H469,F-box/LRR-repeat protein 15,0.3223,N,Cytoplasm,N,Not confident,none,False,False,0.08746
0.08704,N,0.221,"Cell cycle, Ligase, Ubl conjugation pathway",UBA3,Q8TBC4,NEDD8-activating enzyme E1 catalytic subunit,0.4167,N,NA,N,Not confident,none,False,False,0.08704
0.087,N,0.129,"Protein transport, Transport",PITPNM1,O00562,Membrane-associated phosphatidylinositol transfer protein 1,0.3264,N,"Cytoplasm, Endoplasmic reticulum, Golgi apparatus, Lipid droplet, Membrane",N,Not confident,none,True,False,0.087
0.087,N,0.219,"Lipid metabolism, Monooxygenase, Oxidoreductase, Steroid metabolism, Sterol metabolism",CYP2C9,P11712,Cytochrome P450 2C9,0.309,N,"Endoplasmic reticulum, Membrane, Microsome",N,Not confident,none,True,False,0.087
0.0868,N,0.14,"Glycosyltransferase, Transferase",FUT10,Q6P4F1,"Alpha-(1,3)-fucosyltransferase 10",0.4546,N,"Endoplasmic reticulum, Golgi apparatus, Lysosome, Membrane",N,Not confident,none,True,False,0.0868
0.08624,N,0.146,NA,LRP2BP,Q9P2M1,LRP2-binding protein,0.353,N,Cytoplasm,N,Not confident,none,False,False,0.08624
0.08606,N,0.184,NA,RASD1,Q9Y272,Dexamethasone-induced Ras-related protein 1,0.3286,N,"Cell membrane, Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,True,0.08606
0.08575,N,0.232,"Cell cycle, Chromatin regulator, Kinase, Serine/threonine-protein kinase, Transferase",HASPIN,Q8TF76,Serine/threonine-protein kinase haspin,0.3052,N,"Chromosome, Cytoplasm, Cytoskeleton, Nucleus",N,Not confident,none,False,False,0.08575
0.0855,N,0.295,NA,RSU1,Q15404,Ras suppressor protein 1,0.4395,N,NA,N,Not confident,none,False,False,0.0855
0.0853,N,0.181,"Kinase, Receptor, Transferase, Tyrosine-protein kinase",EPHA10,Q5JZY3,Ephrin type-A receptor 10,0.5625,N,"Cell membrane, Membrane, Secreted",N,Not confident,none,True,True,0.0853
0.08527,N,0.202,RNA-binding,ELAVL1,Q15717,ELAV-like protein 1,0.3088,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.08527
0.0852,N,0.27,"Biological rhythms, Cell cycle, Hydrolase, Myogenesis, Protease, Thiol protease, Ubl conjugation pathway",USP2,O75604,Ubiquitin carboxyl-terminal hydrolase 2,0.318,N,"Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,False,0.0852
