AF_Score,BG,DCA_Score,Function,Gene Name,Interacting Partner,Protein Name,RF_Score,SP,Subcellular Locality,UP,confident,pdb,is_membrane,is_cell_surface,AF
0.01685,N,0.296,"Antiviral defense, Immunity, Innate immunity, Transcription",CRCP,O75575,DNA-directed RNA polymerase III subunit RPC9,0.3413,N,"Cell membrane, DNA-directed RNA polymerase, Membrane, Nucleus",N,Not confident,none,True,True,0.01685
0.01675,N,0.183,NA,SSR1,P43307,Translocon-associated protein subunit alpha,0.3376,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01675
0.01659,N,0.238,"Amino-acid biosynthesis, Histidine biosynthesis, Hydrolase, Methionine biosynthesis, Multifunctional enzyme, One-carbon metabolism, Oxidoreductase, Purine biosynthesis",MTHFD2L,Q9H903,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2, mitochondrial",0.43,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.01659
0.01659,N,0.225,"Monooxygenase, Oxidoreductase",FMO2,Q99518,Flavin-containing monooxygenase 2,0.3594,N,"Endoplasmic reticulum, Membrane, Microsome",N,Not confident,none,True,False,0.01659
0.01654,N,0.237,"Ion transport, Receptor, Transport",NIPAL4,Q0D2K0,Magnesium transporter NIPA4,0.3262,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01654
0.01631,N,0.213,"Acyltransferase, Lipid biosynthesis, Lipid metabolism, Phospholipid biosynthesis, Phospholipid metabolism, Transferase",MBOAT2,Q6ZWT7,Lysophospholipid acyltransferase 2,0.3894,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01631
0.01631,N,0.225,"Electron transport, Fatty acid biosynthesis, Fatty acid metabolism, Lipid biosynthesis, Lipid metabolism, Oxidoreductase, Transport",FADS3,Q9Y5Q0,Fatty acid desaturase 3,0.3142,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01631
0.01624,N,0.266,"Chaperone, Protein transport, Translocation, Transport",TIMM9,Q9Y5J7,Mitochondrial import inner membrane translocase subunit Tim9,0.4348,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.01624
0.0162,N,0.118,"Cell adhesion, Fertilization",CD9,P21926,CD9 antigen,0.252,N,"Cell membrane, Membrane, Secreted",N,Not confident,none,True,True,0.0162
0.01619,N,0.163,"Lipid biosynthesis, Lipid metabolism, Transferase",AGPS,O00116,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",0.3113,N,"Membrane, Peroxisome",N,Not confident,none,True,False,0.01619
0.01614,Y,0.163,"Hydrolase, Metalloprotease, Protease",MME,P08473,Neprilysin,0.1969,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01614
0.01604,N,0.139,NA,TPBG,Q13641,Trophoblast glycoprotein,0.3142,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01604
0.01598,N,0.201,"Antiport, Transport",SLC35B3,Q9H1N7,Adenosine 3'-phospho 5'-phosphosulfate transporter 2,0.4412,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.01598
0.01585,N,0.188,Endocytosis,SH3GL1,Q99961,Endophilin-A2,0.5767,N,"Cell junction, Cell projection, Cytoplasm, Endosome, Membrane",N,Not confident,none,True,False,0.01585
0.01572,N,0.229,"Aminopeptidase, Cell adhesion, Host-virus interaction, Hydrolase, Protease, Receptor, Serine protease",DPP4,P27487,Dipeptidyl peptidase 4,0.2837,N,"Cell junction, Cell membrane, Cell projection, Membrane, Secreted",N,Not confident,none,True,True,0.01572
0.01563,N,0.171,"Antiport, Transport",SLC44A2,Q8IWA5,Choline transporter-like protein 2,0.3467,N,"Cell membrane, Membrane, Mitochondrion, Mitochondrion outer membrane",N,Not confident,none,True,True,0.01563
0.01561,N,0.236,"Developmental protein, Differentiation, Oogenesis, Receptor",PAQR5,Q9NXK6,Membrane progestin receptor gamma,0.3293,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01561
0.0155,N,0.207,"Antiviral defense, DNA-binding, Host cell receptor for virus entry, Host-virus interaction, Hydrolase, Lipid transport, Nuclease, Receptor, Transport",PLSCR1,O15162,Phospholipid scramblase 1,0.3455,N,"Cell membrane, Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,True,0.0155
0.01544,N,0.244,"Sugar transport, Transport",SLC35D1,Q9NTN3,Nucleotide sugar transporter SLC35D1,0.3113,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01544
0.01537,N,0.186,"Ion transport, Sodium transport, Symport, Transport",SLC13A2,Q13183,Solute carrier family 13 member 2,0.3118,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01537
0.01522,N,0.173,Hydrolase,ALPI,P09923,Intestinal-type alkaline phosphatase,0.5396,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01522
0.01516,N,0.171,Autophagy,CISD2,Q8N5K1,CDGSH iron-sulfur domain-containing protein 2,0.4077,N,"Endoplasmic reticulum, Membrane, Mitochondrion, Mitochondrion outer membrane",N,Not confident,none,True,False,0.01516
0.015,N,0.154,"Ion transport, Transport",CNNM3,Q8NE01,Metal transporter CNNM3,0.3079,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.015
0.014984,N,0.155,"Glycosyltransferase, Lipid metabolism, Steroid metabolism, Transferase",UGT2B15,P54855,UDP-glucuronosyltransferase 2B15,0.2578,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.014984
0.01486,N,0.203,NA,SEPTIN8,Q92599,Septin-8,0.383,N,"Cell projection, Cytoplasm, Cytoplasmic vesicle, Cytoskeleton, Membrane, Synapse",N,Not confident,none,True,False,0.01486
0.01468,N,0.28,"Nucleotidyltransferase, Transferase, tRNA processing",THG1L,Q9NWX6,Probable tRNA(His) guanylyltransferase,0.3738,N,"Cytoplasm, Membrane, Mitochondrion, Mitochondrion outer membrane",N,Not confident,none,True,False,0.01468
0.01467,N,0.259,GPI-anchor biosynthesis,PIGT,Q969N2,GPI transamidase component PIG-T,0.3945,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01467
0.014656,N,0.257,"Chaperone, Protein transport, Translocation, Transport",TIMM8A,O60220,Mitochondrial import inner membrane translocase subunit Tim8 A,0.4133,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.014656
0.01453,N,0.175,"Electron transport, Respiratory chain, Transport",MT-CYB,P00156,Cytochrome b,0.3108,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.01453
0.014465,N,0.166,"Cell cycle, Cell division, Endocytosis, Mitosis, Protein transport, Transport",SNX18,Q96RF0,Sorting nexin-18,0.4316,N,"Cell membrane, Cytoplasmic vesicle, Endosome, Membrane",N,Not confident,none,True,True,0.014465
0.01438,N,0.21,"One-carbon metabolism, Transferase",SHMT2,P34897,"Serine hydroxymethyltransferase, mitochondrial",0.3044,N,"Cytoplasm, Membrane, Mitochondrion, Mitochondrion inner membrane, Mitochondrion nucleoid, Nucleus",N,Not confident,none,True,False,0.01438
0.01437,N,0.237,NA,DDOST,P39656,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,0.3381,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01437
0.01429,N,0.219,"Cholesterol biosynthesis, Cholesterol metabolism, Lipid biosynthesis, Lipid metabolism, Oxidoreductase, Steroid biosynthesis, Steroid metabolism, Sterol biosynthesis, Sterol metabolism",TM7SF2,O76062,Delta(14)-sterol reductase TM7SF2,0.324,N,"Endoplasmic reticulum, Membrane, Microsome",N,Not confident,none,True,False,0.01429
0.014275,N,0.232,Receptor,PAQR4,Q8N4S7,Progestin and adipoQ receptor family member 4,0.341,N,Membrane,N,Not confident,none,True,False,0.014275
0.01426,N,0.254,GPI-anchor biosynthesis,PIGS,Q96S52,GPI transamidase component PIG-S,0.3523,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01426
0.01426,N,0.153,"Calcium channel, Calcium transport, Ion channel, Ion transport, Transport",TRPC3,Q13507,Short transient receptor potential channel 3,0.314,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01426
0.01414,N,0.215,GTPase activation,NPRL2,Q8WTW4,GATOR1 complex protein NPRL2,0.4175,N,"Lysosome, Membrane",N,Not confident,none,True,False,0.01414
0.01414,N,0.201,"Amino-acid transport, Ion transport, Sodium transport, Symport, Transport",SLC38A2,Q96QD8,Sodium-coupled neutral amino acid symporter 2,0.3274,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01414
0.01412,N,0.19,"Ion transport, Sodium transport, Symport, Transport",SLC17A3,O00476,Sodium-dependent phosphate transport protein 4,0.3435,N,"Cell membrane, Endoplasmic reticulum, Membrane",N,Not confident,none,True,True,0.01412
0.01411,N,0.229,"Fatty acid biosynthesis, Fatty acid metabolism, Lipid biosynthesis, Lipid metabolism, Transferase",ELOVL6,Q9H5J4,Very long chain fatty acid elongase 6,0.3008,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01411
0.014084,N,0.194,"Ion channel, Ion transport, Transport",LRRC52,Q8N7C0,Leucine-rich repeat-containing protein 52,0.3186,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.014084
0.01401,N,0.226,"Hydrogen ion transport, Ion transport, Transport",ATP6V0E2,Q8NHE4,V-type proton ATPase subunit e 2,0.3718,N,"Cytoplasmic vesicle, Membrane, Synapse",N,Not confident,none,True,False,0.01401
0.01397,N,0.271,"Lipid metabolism, Oxidoreductase, Steroid metabolism",RDH16,O75452,Retinol dehydrogenase 16,0.309,N,"Endoplasmic reticulum, Membrane, Microsome",N,Not confident,none,True,False,0.01397
0.013824,N,0.252,"Hydrolase, Lipid metabolism",PLPP5,Q8NEB5,Phospholipid phosphatase 5,0.4204,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.013824
0.01371,N,0.124,"Amino-acid transport, Symport, Transport",SLC6A14,Q9UN76,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+),0.3008,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01371
0.01362,N,0.189,"Receptor, Transferase, Ubl conjugation pathway, Wnt signaling pathway",AMFR,Q9UKV5,E3 ubiquitin-protein ligase AMFR,0.3667,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01362
0.01361,N,0.219,"Ion transport, Iron transport, Receptor, Transport",SLC22A17,Q8WUG5,Solute carrier family 22 member 17,0.4924,N,"Cell membrane, Membrane, Vacuole",N,Not confident,none,True,True,0.01361
0.01346,N,0.167,NA,TMEM50A,O95807,Transmembrane protein 50A,0.4697,N,Membrane,N,Not confident,none,True,False,0.01346
0.01341,N,0.214,Receptor,PAQR9,Q6ZVX9,Membrane progestin receptor epsilon,0.3562,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01341
0.0134,N,0.181,Transport,SLC29A4,Q7RTT9,Equilibrative nucleoside transporter 4,0.324,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.0134
0.01326,N,0.151,Apoptosis,CDIP1,Q9H305,Cell death-inducing p53-target protein 1,0.375,N,"Endosome, Lysosome, Membrane",N,Not confident,none,True,False,0.01326
0.01316,N,0.229,"Ion channel, Ion transport, Transport",LRRC38,Q5VT99,Leucine-rich repeat-containing protein 38,0.307,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01316
0.01296,N,0.215,"Acyltransferase, Developmental protein, Transferase",HHAT,Q5VTY9,Protein-cysteine N-palmitoyltransferase HHAT,0.3516,N,"Endoplasmic reticulum, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.01296
0.01294,N,0.215,Transport,SLC22A10,Q63ZE4,Solute carrier family 22 member 10,0.273,N,Membrane,N,Not confident,none,True,False,0.01294
0.01291,N,0.181,Calmodulin-binding,STRN4,Q9NRL3,Striatin-4,0.3013,N,"Cell projection, Cytoplasm, Membrane, Synapse",N,Not confident,none,True,False,0.01291
0.01285,N,0.248,"Acyltransferase, Lipid biosynthesis, Lipid metabolism, Transferase",DGAT2L6,Q6ZPD8,Diacylglycerol O-acyltransferase 2-like protein 6,0.3833,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01285
0.01261,N,0.234,"Ammonia transport, Transport",RHCG,Q9UBD6,Ammonium transporter Rh type C,0.3074,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01261
0.012566,N,0.129,NA,SYNGR3,O43761,Synaptogyrin-3,0.3213,N,"Cytoplasmic vesicle, Membrane, Synapse",N,Not confident,none,True,False,0.012566
0.01252,N,0.261,"Copper transport, Ion transport, Transport",SLC31A1,O15431,High affinity copper uptake protein 1,0.3352,N,"Cell membrane, Endosome, Membrane",N,Not confident,none,True,True,0.01252
0.012474,N,0.218,"Antiport, Transport",SLC25A25,Q6KCM7,Mitochondrial adenyl nucleotide antiporter SLC25A25,0.335,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.012474
0.01242,N,0.259,"Oxidoreductase, Pyrimidine biosynthesis",DHODH,Q02127,"Dihydroorotate dehydrogenase (quinone), mitochondrial",0.3652,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.01242
0.01232,N,0.226,"Catecholamine metabolism, Neurotransmitter degradation, Oxidoreductase",MAOA,P21397,Amine oxidase [flavin-containing] A,0.4556,N,"Membrane, Mitochondrion, Mitochondrion outer membrane",N,Not confident,none,True,False,0.01232
0.01225,N,0.129,"Ion transport, Sodium transport, Symport, Transport",SLC5A5,Q92911,Sodium/iodide cotransporter,0.343,N,"Cell membrane, Cytoplasm, Membrane",N,Not confident,none,True,True,0.01225
0.012184,N,0.136,"Electron transport, Respiratory chain, Transport",NDUFA7,O95182,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,0.4924,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.012184
0.01213,N,0.197,"Adaptive immunity, Developmental protein, Host-virus interaction, Immunity, Kinase, Transferase, Tyrosine-protein kinase",FYN,P06241,Tyrosine-protein kinase Fyn,0.3145,N,"Cell membrane, Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,True,0.01213
0.01191,N,0.279,"Hydrogen ion transport, Ion transport, Transport",ATP6V1F,Q16864,V-type proton ATPase subunit F,0.325,N,"Cytoplasmic vesicle, Membrane, Synapse",N,Not confident,none,True,False,0.01191
0.01172,N,0.098,Transport,SLC19A2,O60779,Thiamine transporter 1,0.3018,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01172
0.01153,Y,0.203,"Apoptosis, Cell cycle, Cell division, DNA damage, DNA repair, DNA-binding, Lyase, Mitosis, Ribonucleoprotein, Ribosomal protein, RNA-binding, Transcription, Transcription regulation, Translation regulation",RPS3,P23396,Small ribosomal subunit protein uS3,0.16,N,"Cytoplasm, Cytoskeleton, Membrane, Mitochondrion, Mitochondrion inner membrane, Nucleus",N,Not confident,none,True,False,0.01153
0.01148,N,0.119,"Neurotransmitter transport, Symport, Transport",SLC6A2,P23975,Sodium-dependent noradrenaline transporter,0.269,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01148
0.01148,N,0.074,"G-protein coupled receptor, Receptor, Transducer",GIPR,P48546,Gastric inhibitory polypeptide receptor,-,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01148
0.01146,N,0.18,Hydrolase,ALPG,P10696,"Alkaline phosphatase, germ cell type",0.4277,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.01146
0.01136,N,0.265,NA,RPN1,P04843,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,0.3445,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01136
0.011284,N,0.131,Transport,SLC52A3,Q9NQ40,"Solute carrier family 52, riboflavin transporter, member 3",0.3562,N,"Cell membrane, Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,True,0.011284
0.01122,N,0.196,"ER-Golgi transport, Protein transport, Transport",CNIH4,Q9P003,Protein cornichon homolog 4,0.368,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01122
0.011215,N,0.164,"Calcium channel, Calcium transport, Ion channel, Ion transport, Transport",TRPC5,Q9UL62,Short transient receptor potential channel 5,0.3357,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.011215
0.01115,N,0.274,"Lipid metabolism, Oxidoreductase, Sensory transduction, Steroid metabolism, Vision",RDH5,Q92781,Retinol dehydrogenase 5,0.473,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01115
0.01087,N,0.211,"Immunity, Innate immunity, Peptide transport, Protein transport, Symport, Transport",SLC15A4,Q8N697,Solute carrier family 15 member 4,0.5205,N,"Endosome, Lysosome, Membrane",N,Not confident,none,True,False,0.01087
0.010864,N,0.231,Chaperone,DNAJA2,O60884,DnaJ homolog subfamily A member 2,0.3965,N,Membrane,N,Not confident,none,True,False,0.010864
0.01073,N,0.262,"Lipid biosynthesis, Lipid metabolism, Oxidoreductase, Steroid biosynthesis",HSD17B12,Q53GQ0,Very-long-chain 3-oxoacyl-CoA reductase,0.3389,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01073
0.01071,N,0.186,"Activator, Angiogenesis, Apoptosis, Autophagy, Developmental protein, Differentiation, DNA-binding, Lipid biosynthesis, Lipid metabolism, Myogenesis, Protein transport, Stress response, Transcription, Transcription regulation, Transport, Unfolded protein response",XBP1,P17861,X-box-binding protein 1,0.512,N,"Cytoplasm, Endoplasmic reticulum, Membrane, Nucleus",N,Not confident,none,True,False,0.01071
0.01067,N,0.135,"Acyltransferase, Lipid metabolism, Transferase",TMEM68,Q96MH6,DGAT1/2-independent enzyme synthesizing storage lipids,0.381,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.01067
0.01064,N,0.169,Angiogenesis,EMC10,Q5UCC4,ER membrane protein complex subunit 10,0.338,N,"Endoplasmic reticulum, Membrane, Secreted",N,Not confident,none,True,False,0.01064
0.010574,N,0.166,"Electron transport, Respiratory chain, Translocase, Transport",MT-CO1,P00395,Cytochrome c oxidase subunit 1,0.3474,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.010574
0.01052,N,0.182,"Hydrolase, Protease",SPPL2A,Q8TCT8,Signal peptide peptidase-like 2A,0.3577,N,"Endosome, Lysosome, Membrane",N,Not confident,none,True,False,0.01052
0.010475,N,0.08,NA,LAMTOR1,Q6IAA8,Ragulator complex protein LAMTOR1,0.2847,N,"Endosome, Lysosome, Membrane",N,Not confident,none,True,False,0.010475
0.010445,N,0.127,NA,ORAI2,Q96SN7,Protein orai-2,0.3162,N,Membrane,N,Not confident,none,True,False,0.010445
0.01039,N,0.19,"Antiport, Transport",SLC26A10P,Q8NG04,Putative solute carrier family 26 member 10P,0.466,N,Membrane,N,Not confident,none,True,False,0.01039
0.01032,N,0.254,NA,SAMM50,Q9Y512,Sorting and assembly machinery component 50 homolog,0.4167,N,"Cytoplasm, Membrane, Mitochondrion, Mitochondrion outer membrane",N,Not confident,none,True,False,0.01032
0.01025,N,0.199,NA,COX4I1,P13073,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",0.519,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.01025
0.0102,N,0.232,"Protein transport, Transport",GOSR2,O14653,Golgi SNAP receptor complex member 2,0.4153,N,"Endoplasmic reticulum, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.0102
0.00992,N,0.233,"Detoxification, Ion transport, Lipid transport, Transport",SLC22A8,Q8TCC7,Organic anion transporter 3,0.3076,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.00992
0.00977,N,0.083,"G-protein coupled receptor, Receptor, Transducer",VIPR1,P32241,Vasoactive intestinal polypeptide receptor 1,0.2617,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.00977
0.00976,N,0.019,NA,TEX101,Q9BY14,Testis-expressed protein 101,0.1254,Y,"Cell membrane, Cytoplasmic vesicle, Membrane, Secreted",N,Not confident,none,True,True,0.00976
0.0097,N,0.139,NA,GPR107,Q5VW38,Protein GPR107,0.525,N,"Cell membrane, Golgi apparatus, Membrane",N,Not confident,none,True,True,0.0097
0.009674,N,0.21,NA,BLOC1S1,P78537,Biogenesis of lysosome-related organelles complex 1 subunit 1,0.3022,N,"Cytoplasm, Lysosome, Membrane, Mitochondrion",N,Not confident,none,True,False,0.009674
0.00959,N,0.257,"Protein transport, Transport",IER3IP1,Q9Y5U9,Immediate early response 3-interacting protein 1,0.3118,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.00959
0.00956,N,0.208,NA,SERINC2,Q96SA4,Serine incorporator 2,0.3628,N,Membrane,N,Not confident,none,True,False,0.00956
0.00955,N,0.239,Transport,SLC35F6,Q8N357,Solute carrier family 35 member F6,0.383,N,"Lysosome, Membrane, Mitochondrion",N,Not confident,none,True,False,0.00955
0.00941,N,0.264,"Lipid metabolism, Oxidoreductase, Sphingolipid metabolism",KDSR,Q06136,3-ketodihydrosphingosine reductase,0.3716,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.00941
0.00941,N,0.243,"Glycosyltransferase, Transferase",ALG9,Q9H6U8,"Alpha-1,2-mannosyltransferase ALG9",0.3684,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.00941
0.00933,N,0.153,"Electron transport, Respiratory chain, Transport",NDUFB8,O95169,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",0.5244,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.00933
0.00925,N,0.187,Transferase,CISD1,Q9NZ45,CDGSH iron-sulfur domain-containing protein 1,0.4368,N,"Membrane, Mitochondrion, Mitochondrion outer membrane",N,Not confident,none,True,False,0.00925
0.00915,N,0.144,"Chloride channel, Hearing, Ion channel, Ion transport, Neurotransmitter transport, Phosphate transport, Sodium transport, Symport, Transport",SLC17A8,Q8NDX2,Vesicular glutamate transporter 3,0.536,N,"Cell membrane, Cytoplasmic vesicle, Membrane, Synapse, Synaptosome",N,Not confident,none,True,True,0.00915
0.009125,N,0.123,"Antiport, Neurotransmitter transport, Transport",SLC6A4,P31645,Sodium-dependent serotonin transporter,0.413,N,"Cell junction, Cell membrane, Cell projection, Endosome, Membrane, Synapse",N,Not confident,none,True,True,0.009125
0.00912,N,0.177,Chaperone,POMP,Q9Y244,Proteasome maturation protein,0.419,N,"Cytoplasm, Endoplasmic reticulum, Membrane, Microsome, Nucleus",N,Not confident,none,True,False,0.00912
0.00911,N,0.124,Notch signaling pathway,APH1A,Q96BI3,Gamma-secretase subunit APH-1A,0.3054,N,"Endoplasmic reticulum, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.00911
0.008934,N,0.205,"Ion transport, Iron transport, Transport",SLC40A1,Q9NP59,Solute carrier family 40 member 1,0.6655,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.008934
0.008896,N,0.273,"Fatty acid metabolism, Lipid metabolism, Receptor",ADIPOR2,Q86V24,Adiponectin receptor protein 2,0.3423,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.008896
0.00884,N,0.267,"Fatty acid metabolism, Lipid metabolism, Receptor",ADIPOR1,Q96A54,Adiponectin receptor protein 1,0.2401,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.00884
0.00883,N,0.199,Receptor,PAQR6,Q6TCH4,Membrane progestin receptor delta,0.487,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.00883
0.00872,N,0.217,"Angiogenesis, Ligase, Transferase",GLUL,P15104,Glutamine synthetase,0.2605,N,"Cell membrane, Cytoplasm, Endoplasmic reticulum, Membrane, Microsome, Mitochondrion",N,Not confident,none,True,True,0.00872
0.00861,N,0.183,NA,TMEM50B,P56557,Transmembrane protein 50B,0.31,N,"Endoplasmic reticulum, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.00861
0.008514,N,0.219,"Antibiotic, Antimicrobial",ROMO1,P60602,Reactive oxygen species modulator 1,0.4387,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.008514
0.00842,N,0.222,"Lipid metabolism, Monooxygenase, Oxidoreductase",FMO5,P49326,Flavin-containing monooxygenase 5,0.4182,N,"Endoplasmic reticulum, Membrane, Microsome",N,Not confident,none,True,False,0.00842
0.00838,N,0.178,"Cell cycle, Cell division, Host-virus interaction, Mitosis, Motor protein, Transport",DYNC1LI1,Q9Y6G9,Cytoplasmic dynein 1 light intermediate chain 1,0.3223,N,"Centromere, Chromosome, Cytoplasm, Cytoskeleton, Dynein, Endosome, Kinetochore, Membrane, Microtubule",N,Not confident,none,True,False,0.00838
0.00816,N,0.273,Transport,SLC29A3,Q9BZD2,Equilibrative nucleoside transporter 3,0.4534,N,"Cell membrane, Endosome, Lysosome, Membrane, Mitochondrion",N,Not confident,none,True,True,0.00816
0.00798,N,0.236,"Host-virus interaction, Unfolded protein response",DERL2,Q9GZP9,Derlin-2,0.3652,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.00798
0.00794,N,0.222,Transport,AQP7,O14520,Aquaporin-7,0.3135,N,"Cell membrane, Cytoplasm, Cytoplasmic vesicle, Lipid droplet, Membrane",N,Not confident,none,True,True,0.00794
0.00792,N,0.198,Transport,SLC49A3,Q6UXD7,Solute carrier family 49 member A3,0.3171,N,Membrane,N,Not confident,none,True,False,0.00792
0.00778,N,0.244,Transport,SLC25A52,Q3SY17,Mitochondrial nicotinamide adenine dinucleotide transporter SLC25A52,0.308,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.00778
0.00772,N,0.004,NA,FAM87A,P0C7U9,Protein FAM87A,0.07043,N,Membrane,N,Not confident,none,True,False,0.00772
0.007587,N,0.16,NA,RNF150,Q9ULK6,RING finger protein 150,0.3428,N,Membrane,N,Not confident,none,True,False,0.007587
0.007553,N,0.249,Transport,SLC35C2,Q9NQQ7,Solute carrier family 35 member C2,0.36,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.007553
0.00749,N,0.238,"Ion transport, Transport",NIPA1,Q7RTP0,Magnesium transporter NIPA1,0.3257,N,"Cell membrane, Endosome, Membrane",N,Not confident,none,True,True,0.00749
0.00745,N,0.25,GPI-anchor biosynthesis,PIGF,Q07326,Phosphatidylinositol-glycan biosynthesis class F protein,0.322,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.00745
0.007427,N,0.238,"Allosteric enzyme, Lipid metabolism, Oxidoreductase",BDH1,Q02338,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",0.5996,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.007427
0.007324,N,0.232,"Blood group antigen, Hydrolase, Neurotransmitter degradation, Serine esterase",ACHE,P22303,Acetylcholinesterase,0.2778,N,"Cell membrane, Membrane, Nucleus, Secreted, Synapse",N,Not confident,none,True,True,0.007324
0.00732,N,0.217,"Electron transport, Respiratory chain, Translocase, Transport",MT-CO2,P00403,Cytochrome c oxidase subunit 2,0.3665,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.00732
0.007282,N,0.093,NA,TMEM181,Q9P2C4,Transmembrane protein 181,0.3052,N,Membrane,N,Not confident,none,True,False,0.007282
0.00728,N,0.265,"Antiport, Ion transport, Transport, Zinc transport",SLC30A3,Q99726,Probable proton-coupled zinc antiporter SLC30A3,0.3948,N,"Cytoplasmic vesicle, Endosome, Lysosome, Membrane, Synapse, Synaptosome",N,Not confident,none,True,False,0.00728
