record_id,use_or_organism,product_name,manufacturer,submission_no,pathway,status_note,fda_link
NAT399,Influenza and Respiratory Viruses,Xpert Flu + RSV Xpress,Cepheid,K151226; K162331; K162331/S001,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K151226
NAT400,Influenza and Respiratory Viruses,Xpert Flu Assay,Cepheid,K103766; K120911; K123191,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K103766
NAT401,Influenza and Respiratory Viruses,XPERT FLU/RSV XC ASSAY,Cepheid,K142045,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K142045
NAT402,Influenza and Respiratory Viruses,"XPERT XPRESS FLU, XPERT NASOPHARYNGEAL SAMPLE COLLECTION KIT, XPERT NASAL SAMPLE COLLECTION KIT, GENEXPERT DX SYSTEMS (GX-I, GX-II, GX-IV, GX-XVI), GENEXPERT INFINITY-48S SYSTEM AND GENEXPERT INFINITY-80 SYSTEM",Cepheid,K181289,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K181289
NAT403,Influenza and Respiratory Viruses,xTAG Respiratory Viral Panel (RVP),"Luminex Molecular Diagnostics, Inc.",K063765; K081483; K091667; K112199; K112781,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K063765
NAT404,Influenza and Respiratory Viruses,xTAG Respiratory Viral Panel Fast (RVP FAST),"Luminex Molecular Diagnostics, Inc.",K103776,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K103776
NAT405,Influenza and Respiratory Viruses,ACCULA FLU A/FLU B TEST,"MESA BIOTECH, INC.",K171641,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K171641
NAT406,Influenza and Respiratory Viruses,"Alere I Influenza A & B 2, Alere I Instrument, Alere I Influenza A & B Control Swab Kit","Alere Scarborough, Inc.",K171792,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K171792
NAT407,Influenza and Respiratory Viruses,FilmArray Respiratory Panel 2.1(RP2.1),"BioFire Diagnostics, LLC",DEN200031,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN200031
NAT408,Influenza and Respiratory Viruses,FilmArray RP2/RP2plus Control Panel,"Maine Molecular Quality Controls, Inc.",K173171,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K173171
NAT409,Influenza and Respiratory Viruses,FILMARRAY RESPIRATORY PANEL 2 PLUS (RP2PLUS),"BIOFIRE DIAGNOSTICS, LLC",DEN170017,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN170017
NAT410,Influenza and Respiratory Viruses,Panther Fusion AdV/HMPV/RV Assay,"Hologic, Inc.",K172629; K231017,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K172629
NAT411,Influenza and Respiratory Viruses,Panther Fusion Paraflu Assay,"Hologic, Inc.",K172282,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K172282
NAT412,Influenza and Respiratory Viruses,"Panther Fusion Flu A/B/RSV Assay, Panther Fusion Universal Fluids Kit, Panther","Hologic, Inc.",K171963,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K171963
NAT413,Influenza and Respiratory Viruses,Solana RSV+HMPV Assay,Quidel Corporation,K171974,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K171974
NAT414,Influenza and Respiratory Viruses,ID NOW Influenza A & B 2,"Alere Scarborough, Inc.",K190204,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K190204
NAT415,Influenza and Respiratory Viruses,ID NOW Influenza A & B 2,"Abbott Diagnostics Scarborough, Inc.",K191534; K220801,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K191534
NAT416,Influenza and Respiratory Viruses,Cobas Influenza A/B Nucleic Acid Test For Use On The Cobas Liat System,"Roche Molecular Systems, Inc",K191729,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K191729
NAT417,Influenza and Respiratory Viruses,COBAS INFLUENZA A/B & RSV NUCLEIC ACID TEST FOR USE ON THE COBAS LIAT SYSTEM,"Roche Molecular Systems, Inc",K210234; K213822,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K210234
NAT418,Influenza and Respiratory Viruses,FluChip-8G Influenza A+B Assay,"InDevR, Inc",K182513,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K182513
NAT419,Influenza and Respiratory Viruses,"Cdc Human Influenza Virus Real-Time Rt-Pcr Diagnostic Panel, Influenza A/B Typing Kit, Cdc Human Influenza Virus Real-Time Rt-Pcr Diagnostic Panel, Influenza A Subtyping Kit, Cdc Human Influenza Virus Real-Time Rt-Pcr, Influenza B Lineage Genotyping Kit, Cdc Human Influenza Virus Real-Time Rt-Pcr,",Centers For Disease Control And Prevention,K190302,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K190302
NAT420,Influenza and Respiratory Viruses,"cobas Influenza A/B Nucleic acid test for use on the cobas Liat System, cobas Influenza A/B & RSV Nucleic acid test for use on the cobas Liat System, cobas Strep A Nucleic acid test for use on the cobas Liat System","Roche Molecular Systems, Inc",K200065,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K200065
NAT421,Influenza and Respiratory Viruses,"Simplexa Flu A/B & RSV Direct Gen II, Simplexa Flu A/B & RSV Positive Control Pack",DiaSorin Molecular LLC,K201505,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K201505
NAT422,"Influenza and Respiratory Viruses Influenza A & B, Strep A, RSV","ALERE I INFLUENZA A & B, ALERE I STREP A, ALERE I RSV, ALERE I INFLUENZA A & B 2","Alere Scarborough, Inc.",K173932,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K173932
NAT423,"Influenza and Respiratory Viruses Influenza A & B, Strep A, RSV","ALERE I INFLUENZA A & B, ALERE I STREP A, ALERE I RSV, ALERE I INFLUENZA A & B 4","Alere Scarborough, Inc.",K173932,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K173932
NAT424,"Influenza and Respiratory Viruses Influenza A & B, Strep A, RSV","ALERE I STREP A 2, ALERE I INSTRUMENT, ALERE I STREP A 2 CONTROL SWAB KIT","Alere Scarborough, Inc.",K173653,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K173653
NAT425,Leishmaniaspecies,SMART Leish,U.S. Army Medical Materiel Development Activity,K081868,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K081868
NAT426,Meningitis/Encephalitis,FilmArray Meningitis/Encephalitis(ME) Panel,BioFire Diagnostics LLC,DEN150013; DEN150013/S001; K160462,510(k); De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN150013
NAT427,Meningitis/Encephalitis,QIAstat-Dx Meningitis/Encephalitis (ME) Panel,Qiagen GmbH,K242256,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K242256
NAT428,Mycobacterium tuberculosis,Xpert MTB/RIF Assay,Cepheid,K131706,历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K131706
NAT429,Mycobacterium tuberculosis,BDProbetec ET Mycobacterium tuberculosis complex culture identification kit,"Becton, Dickinson, & Co.",K000884,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K000884
NAT430,Mycobacterium tuberculosis,Amplified Mycobacterium tuberculosis Direct Test,"Gen-Probe, Inc.",P940034,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P940034
NAT431,Mycobacterium tuberculosis,Amplicor Mycobacterium tuberculosis test,"Roche Molecular Systems, Inc.",P940040,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P940040
NAT432,Mycobacterium tuberculosis,SNAP M.tuberculosis complex,"Syngene, Inc.",K900292,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K900292
NAT433,Mycobacterium tuberculosis,Accuprobe Mycobacterium tuberculosis complex Test,"Gen-Probe, Inc.",K896493,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K896493
NAT434,Mycobacterium tuberculosis,Rapid Diagnostic System for Mycobacterium tuberculosis,"Gen-Probe, Inc.",K871795,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K871795
NAT435,Mycobacterium tuberculosis,Rapid Identification Test for Mycobacterium tuberculosis complex,"Gen-Probe, Inc.",K862614,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K862614
NAT436,Mycobacterium species,Accuprobe Mycobacterium avium complex culture,"Gen-Probe, Inc.",K896494; K897078; K921435,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K896494
NAT437,Mycobacterium species,Accuprobe Mycobacterium kansasii Identification Test,"Gen-Probe, Inc.",K904463,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K904463
NAT438,Mycobacterium species,SNAP Mycobacterium avium complex,"Syngene, Inc.",K900202,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K900202
NAT439,Mycobacterium species,Accuprobe Mycobacterium intracellulare Culture Identification Test,"Gen-Probe, Inc.",K897077,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K897077
NAT440,Mycobacterium species,Accuprobe Mycobacterium gordonae culture identification Test,"Gen-Probe, Inc.",K896492,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K896492
NAT441,Mycobacterium species,Rapid Diagnostic System for Mycobacterium gordonae,"Gen-Probe, Inc.",K890089,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K890089
NAT442,Mycobacterium species,Rapid Diagnostic System for Mycobacteria,"Gen-Probe, Inc.",K864597,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K864597
NAT443,Mycobacterium species,Rapid Identification Test for Mycobacterium avium,"Gen-Probe, Inc.",K862613,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K862613
NAT444,Mycobacterium species,Gen-Probe Mycobacterium Rapid Confirmation System,"Gen-Probe, Inc.",K860782,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K860782
NAT445,Mycoplasma Genitalium,Aptima Mycoplasma Genitalium Assay,"Hologic, Inc.",DEN180047,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN180047
NAT446,Mycoplasma genitalium (MG) and Trichomonas vaginalis (TV),"Cobas TV/MG For Use On Cobas 6800/8800 Systems, Cobas TV/MG Positive Control Kit, Cobas Buffer Negative Control Kit","Roche Molecular Systems, Inc.",K190433,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K190433
NAT447,Mycoplasma pneumoniae,illumigene Mycoplasma Direct DNA Amplification Assay,"Meridian Bioscience, Inc.",K160829,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K160829
NAT448,Mycoplasma pneumoniae,illumigene Mycoplasma DNA Amplification Assay,"Meridian Bioscience, Inc.",K123423; K152800,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K123423
NAT449,Multiplex Panel,BD MAX Vaginal Panel,"Becton, Dickinson, and Company",K243725,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K243725
NAT450,Multiplex Panel,"BD Max Vaginal Panel, BD MAX Instrument",GeneOhm Sciences Canada,DEN160001; DEN160001/S001,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN160001
NAT451,Multiplex Panel,BD MAX Enteric Parasite Panel,"Becton, Dickinson and Company",K220193,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K220193
NAT452,Multiplex Panel,BIOCODE GASTROINTESTINAL PATHOGEN PANEL (GPP),"APPLIED BIOCODE, INC.",K180041; K190585; K242877,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K180041
NAT453,Multiplex Panel,BioFire Blood Culture Identification 2 (BCID2) Panel,"BioFire Diagnostics, LLC",K193519; K243759,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K193519
NAT454,Multiplex Panel,BioFire Joint Infection (JI) Panel,"BioFire Diagnostics, LLC",DEN200066,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN200066
NAT455,Multiplex Panel,FilmArray BCID2 Control Panel M416,"Maine Molecular Quality Controls, Inc.",K200010,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K200010
NAT456,Multiplex Panel,Curetis Unyvero LRT Application,Curetis GmbH,DEN170047,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN170047
NAT457,Multiplex Panel,Unyvero LRT BAL Application,Curetis GmbH,K191967,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K191967
NAT458,Multiplex Panel,ePlex Blood Culture Identification Gram Negative (BCID-GN) Panel,"GenMark Diagnostics, Inc",K213236,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K213236
NAT459,Multiplex Panel,ePlex instrument (multiplex),"GenMark Diagnostics, Inc",K163652; K163652/S001,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K163652
NAT460,Multiplex Panel,FilmArray BCID Panel,"BioFire Defense, LLC",K143171; K160457,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K143171
NAT461,Multiplex Panel,FilmArray NGDS Warrior Panel,"BioFire Defense, LLC",DEN160048; K170883,510(k); De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN160048
NAT462,Multiplex Panel,FilmArray Warrior Control Panel,"Maine Molecular Quality Controls, Inc.",K163522,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K163522
NAT463,Multiplex Panel,NEUMODX GBS ASSAY,"NEUMODX MOLECULAR, INC.",K173725,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K173725
NAT464,Multiplex Panel,PANNAT STEC TEST,"MICRONICS, INC",K173330,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K173330
NAT465,Multiplex Panel,ProGastro SSCS Assay,"Gen-Probe Prodesse, Inc.",K123274,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K123274
NAT466,Multiplex Panel,EntericBio Dx Assay,"Serosep, Ltd.",K182703,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K182703
NAT467,Multiplex Panel,xTAG Gastrointestinal Pathogen Panel (GPP),"Luminex Molecular Diagnostics, Inc.",K121454; K121894,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K121454
NAT468,Multiplex Panel,"BD MAX Extended Enteric Bacterial Panel, BD MAX System",Becton Dickinson and Company,K170308; K214122,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K170308
NAT469,Multiplex Panel,"BD MAX ENTERIC VIRAL PANEL, BD MAX INSTRUMENT",Becton Dickinson and Company,K181427; K220607,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K181427
NAT470,Multiplex Panel,FILMARRAY GASTROINTESTINAL (GI) PANEL MID,BIOFIRE DIAGNOSTICS,K140407; K160459; K230404; K242367; K243885,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K140407
NAT471,Multiplex Panel,"xTAG Gastrointestinal Pathogen Panel (GPP), xTAG Data Analysis Software (TDAS GPP)","Luminex Molecular Diagnostics, Inc.",K191160,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K191160
NAT472,Multiplex Panel,xTAG Gastrointestinal Pathogen Panel (GPP),"Luminex Molecular Diagnostics, Inc.",K191161,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K191161
NAT473,Multiplex Panel,T2Bacteria Panel,"T2 Biosystems, Inc.",K172708; K233184,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K172708
NAT474,Multiplex Panel,T2Biothreat Panel,"T2 Biosystems, Inc.",K231336,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K231336
NAT475,Multiplex Panel,"xTAG Gastrointestinal Pathogen Panel (GPP), xTAG Data Analysis Software (TDAS GPP)","Luminex Molecular Diagnostics, Inc.",K191160,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K191160
NAT476,Multiplex Panel,xTAG Gastrointestinal Pathogen Panel (GPP),"Luminex Molecular Diagnostics, Inc.",K191161,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K191161
NAT477,Multiplex Panel,Great Basin Stool Bacterial Pathogens Panel,"Great Basin Scientific, Inc.",K163571; K163571/S001,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K163571
NAT478,Multiplex Panel,XTAG GASTROINTESTINAL PATHOGEN PANEL (GPP)/XTAG DATA ANALYSIS,LUMINEX MOLECULAR DIAGNOSTICS INC.,K140377; K140647,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K140377
NAT479,Multiplex Panel,VERIGENE ENTERIC PATHOGEN NUCLEIC ACID TEST (EP),"NANOSPHERE, INC",K140083; K142033,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K140083
NAT480,Multiplex Panel,FILMARRAY PNEUMONIA PANEL,"BioFire Diagnostics, LLC",K180966; K212727; K243222,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K180966
NAT481,Multiplex Panel,FILMARRAY PNEUMONIA PANEL PLUS,"BioFire Diagnostics, LLC",K181324; K222601; K243222,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K181324
NAT482,Multiplex Panel,QIAstat-Dx Gastrointestinal Panel 2,Qiagen GmbH,K220062,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K220062
NAT483,Multiplex Panel,QIAstat-Dx GI Panel 2 Mini B&V,Qiagen GmbH,K243813,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K243813
NAT484,Multiplex Panel (Pneumonia) QC Material,FilmArray Pneumonia/Pneumoniaplus Control,"Maine Molecular Quality Controls, Inc. (MMQCI)",K190222,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K190222
NAT485,Non-Variola Orthopoxvirus,NON-VARIOLA ORTHOPOXVIRUS REAL-TIME PCR PRIMER AND PROBE SET,Centers for Disease Control and Prevention,DEN070001; K181205; K221658; K221834; K222558,510(k); De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN070001
NAT486,Non-Variola Orthopoxvirus,NON-VARIOLA ORTHOPOXVIRUS REAL-TIME PCR PRIMER AND PROBE SET,Centers for Disease Control and Prevention,DEN070001,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN070001
NAT487,Non-viral microorganism(s) causing sexually transmitted infections,"Rheonix STI TriPlex Assay, Rheonix EncompassMDx Workstation (Instrument And Software), Rheonix Urine Specimen Collection Kit","Rheonix, Inc",K193081,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K193081
NAT488,Non-viral microorganism(s) causing sexually transmitted infections,Visby Medical Sexual Health,Visby Medical,K200748,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K200748
NAT489,Non-viral microorganism(s) causing sexually transmitted infections,Simple 2 Test,LetsGetChecked Inc.,DEN200070,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN200070
NAT490,Non-viral microorganism(s) causing sexually transmitted infections,simpli-COLLECT STI Test,Abbott Molecular,K243410,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K243410
NAT491,Norovirus,RIDA GENE Nororvirus GI/GII,R-Biopharm AB,K171511,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K171511
NAT492,Norovirus,"XPERT NOROVIRUS GENEXPERT Dx SYSTEMS (GX-I GX-11 GX-IV GX-XVI) GENEXPERT INFINITY-48 SYSTEM, GENEXPERT INFINITY-48S SYSTEM, GENEXPERT INFINITY-80 SYSTEM",CEPHEID,K142501,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K142501
NAT493,Plasmodium,"ID-FISH Plasmodium Genus Test Kit, ID-FISh P. falciparum and P. vivax Combo Test","ID-FISH Technology, Inc.",DEN160025; DEN160025/S001,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN160025
NAT494,Respiratory panel,BIOFIRE SPOTFIRE Respiratory (R) Panel,"BioFire Diagnostics, LLC",K213954,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K213954
NAT495,Respiratory panel,BIOFIRE SPOTFIRE Respiratory (R) Panel Mini,"BioFire Diagnostics, LLC",K230719,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K230719
