marker_id,category_cn,label,tier,n_510k,n_denovo,n_pma,link_status,ex_510k,ex_denovo,ex_pma,clia_analyte_id,n_clia,clia_doc_examples,notes,official_link,source
M0078,血液学与凝血,Alpha-2-antiplasmin,分析物／抗原／病原体标签,18,0,0,已关联历史获准记录（目录／数据库级）,K001645; K020979; K041438,,,224,74,CDC000093; CDC000123; CDC000173; CDC000202; CDC000453,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K001645,catalog_v1
M0079,临床生化,Alpha-2-HS-glycoprotein,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,815,1,CDC000231,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0080,免疫与自身免疫,Alpha-2-macroglobulin,分析物／抗原／病原体标签,8,0,0,已关联历史获准记录（目录／数据库级）,K001647; K051087; K053073,,,216,39,CDC000031; CDC000033; CDC000157; CDC000236; CDC000259,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K001647,catalog_v1
M0081,临床生化,Alpha-amino-n-butyric acid,分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K925093; K943978,,,554,2,K925093; K943978,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K925093,catalog_v1
M0082,临床生化,Alpha-aminoadipic acid,分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K925093,,,555,1,K925093,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K925093,catalog_v1
M0083,临床生化,Alpha-D-galactosidase A (GLA),分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1062,3,CR150398; CR170666; CR190041,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0084,临床生化,Alpha-D-glucosidase (GAA),分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1060,3,CR150398; CR170666; CR190041,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0085,免疫与自身免疫,Alpha-fetoprotein - tumor marker,分析物／抗原／病原体标签,19,0,5,已关联历史获准记录（目录／数据库级）,K020806; K020807; K022603,,P010007; P120008; P820060,80,69,CDC000006; CDC000015; CDC000052; CDC000055; CDC000090,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K020806,catalog_v1
M0086,临床生化,"Alpha-fetoprotein, amniotic fluid",分析物／抗原／病原体标签,3,0,5,已关联历史获准记录（目录／数据库级）,K110605; K940810; K971418,,P010007; P120008; P820060,76,33,CDC000006; CDC000015; CDC000129; CDC000141; CDC000155,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K110605,catalog_v1
M0087,临床生化,"Alpha-fetoprotein, maternal serum",遗传／核酸／分型,3,0,5,已关联历史获准记录（目录／数据库级）,K051087; K940810; K971418,,P010007; P120008; P820060,75,32,CDC000006; CDC000015; CDC000129; CDC000141; CDC000155,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K051087,catalog_v1
M0088,临床生化,Alpha-hydroxybutyrate dehydrogenase (HBDH),分析物／抗原／病原体标签,4,0,0,已关联历史获准记录（目录／数据库级）,K926060; K941050; K941427,,,19,68,CDC000006; CDC000016; CDC000031; CDC000052; CDC000055,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K926060,catalog_v1
M0089,临床生化,Alpha-L-iduronidase (IDUA),分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1059,3,CR150398; CR170666; CR190041,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0090,毒理与治疗药物监测,Amikacin,分析物／抗原／病原体标签,13,0,0,已关联历史获准记录（目录／数据库级）,K011878; K032279; K033884,,,262,112,CDC000006; CDC000016; CDC000030; CDC000052; CDC000090,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K011878,catalog_v1
M0091,临床生化,Amines,分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K040008; K962718,,,416,3,K040008; K962718,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K040008,catalog_v1
M0092,临床生化,Aminoethylcysteine,分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K925093,,,556,1,K925093,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K925093,catalog_v1
M0093,毒理与治疗药物监测,Aminoglycosides,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,708,1,CDC000006,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0094,临床生化,Ammonia,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1098,11,CR180083; CR200029; CR220432; CR230476; CR230648,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0095,临床生化,"Ammonia, plasma/serum",分析物／抗原／病原体标签,52,0,0,已关联历史获准记录（目录／数据库级）,K003196; K010061; K011213,,,10,221,CDC000006; CDC000030; CDC000031; CDC000035; CDC000052,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K003196,catalog_v1
M0096,毒理与治疗药物监测,Amphetamines,分析物／抗原／病原体标签,226,0,0,已关联历史获准记录（目录／数据库级）,K000131; K000400; K000460,,,41,1839,CDC000006; CDC000016; CDC000031; CDC000050; CDC000052,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K000131,catalog_v1
M0097,临床生化,Amylase,分析物／抗原／病原体标签,99,0,0,已关联历史获准记录（目录／数据库级）,K001569; K003721; K010061,,,166,447,CDC000006; CDC000023; CDC000030; CDC000031; CDC000033,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K001569,catalog_v1
M0098,临床生化,"Amylase, pancreatic",分析物／抗原／病原体标签,12,0,0,已关联历史获准记录（目录／数据库级）,K013978; K023049; K023764,,,389,52,CR160056; CR170428; CR180615; CR190226; CR230725,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K013978,catalog_v1
M0099,临床生化,"Amylase, pancreatic isoenzymes (P-amylase)",分析物／抗原／病原体标签,4,0,0,已关联历史获准记录（目录／数据库级）,K921661; K950958; K951595,,,320,24,CDC000291; CDC000292; CDC000407; E990029; K921661,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K921661,catalog_v1
M0100,免疫与自身免疫,Anaplastic lymphoma kinase gene,遗传／核酸／分型,2,0,10,已关联历史获准记录（目录／数据库级）,K122554; K130775,,P110012; P110012/S020; P110012/S022,970,9,CR140555; CR140563; CR160129; CR180224; CR230829,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K122554,catalog_v1
M0101,内分泌与生殖,Androstanediol glucuronide (3 alpha-diol G),分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,754,1,CDC000091,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0102,内分泌与生殖,Androstenedione,分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K954755; K963002,,,508,27,CDC000090; CDC000091; CDC000141; CR190428; CR190567,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K954755,catalog_v1
M0103,临床生化,Angiotensin converting enzyme (ACE),分析物／抗原／病原体标签,3,0,0,已关联历史获准记录（目录／数据库级）,K041657; K854245; K942497,,,332,67,CDC000006; CDC000031; CDC000052; CDC000104; CDC000105,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K041657,catalog_v1
M0104,内分泌与生殖,Angiotensin I,分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K940004,,,613,2,CDC000098; K940004,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K940004,catalog_v1
M0105,内分泌与生殖,Angiotensin II,分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K954299,,,653,1,K954299,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K954299,catalog_v1
M0106,临床生化,Anserine,分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K925093; K943978,,,557,2,K925093; K943978,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K925093,catalog_v1
M0107,输血与免疫血液学,Anti-A and Anti-B Titer (IgM or IgG),抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,1194,18,CR190397; CR200300; CR220084; CR220433,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0108,免疫与自身免疫,Anti-acetylcholine receptor antibodies,抗体／免疫反应性,4,0,0,已关联历史获准记录（目录／数据库级）,K042248; K051144; K080523,,,497,4,K042248; K051144; K080523; K091468,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K042248,catalog_v1
M0109,免疫与自身免疫,Anti-actin antibodies,抗体／免疫反应性,2,0,0,已关联历史获准记录（目录／数据库级）,K021648; K072967,,,412,2,K021648; K072967,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K021648,catalog_v1
M0110,免疫与自身免疫,Anti-adrenal antibodies,抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,817,1,CDC000237,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0111,免疫与自身免疫,Anti-arbovirus antibodies,抗体／免疫反应性,2,0,0,已关联历史获准记录（目录／数据库级）,K913617; K913618,,,539,6,CR170007; K913617; K913618,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K913617,catalog_v1
M0112,免疫与自身免疫,Anti-B2 glycoprotein I (apolipoprotein H) (B2 GPI),抗体／免疫反应性,42,0,0,已关联历史获准记录（目录／数据库级）,K013077; K013079; K013080,,,379,100,CR140173; CR150490; CR160564; CR180352; CR190070,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K013077,catalog_v1
M0113,免疫与自身免疫,Anti-Babesia sp. antibodies,抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,1099,1,CR180189,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0114,免疫与自身免疫,Anti-cardiac muscle antibodies,抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,816,1,CDC000237,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0115,免疫与自身免疫,Anti-cardiolipin antibodies,抗体／免疫反应性,73,0,0,已关联历史获准记录（目录／数据库级）,K001574; K001981; K003069,,,206,154,CDC000022; CDC000041; CDC000049; CDC000117; CDC000137,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K001574,catalog_v1
M0116,免疫与自身免疫,Anti-centromere antibodies,抗体／免疫反应性,20,0,0,已关联历史获准记录（目录／数据库级）,K000489; K003959; K011244,,,112,34,CR140494; CR150287; CR180560; CR200360; CR210423,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K000489,catalog_v1
M0117,免疫与自身免疫,Anti-chromatin antibodies,抗体／免疫反应性,5,0,0,已关联历史获准记录（目录／数据库级）,K040160; K040291; K041658,,,481,5,K040160; K040291; K041658; K043341; K982603,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K040160,catalog_v1
M0118,免疫与自身免疫,Anti-citrullinated cyclic peptide (Anti-CCP),抗体／免疫反应性,19,0,0,已关联历史获准记录（目录／数据库级）,K020414; K021516; K023285,,,393,44,CR140547; CR150574; CR160474; CR170219; CR180299,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K020414,catalog_v1
M0119,输血与免疫血液学,Anti-cytomegalovirus (CMV) antibody,抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,1136,4,CR200609; CR220401; CR230746,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0120,免疫与自身免疫,Anti-desmoglein (DSG) antibodies,抗体／免疫反应性,2,0,0,已关联历史获准记录（目录／数据库级）,K000336; K091969,,,254,4,K000336; K091969,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K000336,catalog_v1
M0121,免疫与自身免疫,Anti-DNA antibodies,遗传／核酸／分型,51,0,0,已关联历史获准记录（目录／数据库级）,K000477; K001900; K011068,,,110,118,CDC000021; CDC000022; CDC000033; CDC000041; CDC000044,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K000477,catalog_v1
M0122,免疫与自身免疫,Anti-DNP antibodies,抗体／免疫反应性,1,0,0,已关联历史获准记录（目录／数据库级）,K872910,,,521,12,CDC000018; CDC000041; CDC000092; CDC000094; CDC000112,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K872910,catalog_v1
