pma_no,product_name,generic_name,product_code,classification_def,decision_date,decision_code,n_records,status_note,approval_order_excerpt,fda_link
P090028,VITROS IMMUNODIAGNOSTIC PRODUCTS HBEAG REAGENT PACK/PRODUCTS HBEAG CALIBRATOR/PRODUCTS HBE CONTROLS,"Test, Hepatitis B (B Antigen, B Surface Antigen, Be Antigen)",LOM,In vitro diagnostic device intended for aid in the diagnosis of chronic or acute HBV infection. HBV surface antigen (HbsAg) is also used for screening of HBV infection in pregnant women to identify neonates who are at risk of acquiring hepatitis B during perinatal period.,2011-05-11,APRL,18,历史记录；未核实当前销售状态,"APPROVAL FOR THE VITROS IMMUNODIAGNOSTIC PRODUCTS HBEAG REAGENT PACK, CALIBRATOR AND CONTROLS.  THIS DEVICE IS INDICATED FOR: VITROS IMMUNODIAGNOSTIC PRODUCTS HBEAG REAGENT PACK  FOR THE IN VITRO QUALITATIVE DETECTION OF HEPATITIS B E ANTIGEN (HBEAG) IN HUMAN ADULT AND PEDIATRIC (2 TO 21 YEARS OLD) SERUM FROM INDIVIDUALS WHO HAVE SYMPTOMS OF HEPATITIS OR WHO MAY BE AT RISK FOR HEPATITIS B VIRUS (HBV) INFECTION USING THE VITROS ECI/ECIQ IMMUNODIAGNOSTIC SYSTEM.  TEST RESULTS, IN CONJUNCTION WITH OTHER SEROLOGICAL AND CLINICAL INFORMATION, MAY BE USED FOR THE LABORATORY DIAGNOSIS OF INDIVIDUALS WITH ACUTE OR CHRONIC HEPATITIS B, OR RECOVERY FROM HEPATITIS B INFECTION.  VITROS IMMUNODIAGNOSTIC PRODUCTS HBEAG CALIBRATOR FOR USE IN THE CALIBRATION OF THE VITROS ECI/ECIQ IMMUNODIAGNOSTIC SYSTEMS FOR THE IN VITRO QUALITATIVE DETECTION OF HEPATITIS B E ANTIGEN (HBEAG) IN HUMAN ADULT AND PEDIATRIC (2 TO 21 YEARS OLD) SERUM FROM INDIVIDUALS WHO HAVE SYMPTOMS OF HEPATITIS OR WHO MAY BE AT RISK FO〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P090028
P100001,VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBE REAGENT PACK/ANTI-HBE CALIBRATOR/ANTI HBE CONTROLS,Qualitative and Quantitative Hepatitis B Virus Antibody assays,SEI,In vitro diagnostic devices intended for use in the detection of antibodies to HBV. These devices are intended to aid in the diagnosis of HBV infection in persons with signs and symptoms of hepatitis and in persons at risk for HBV infection. Anti-HBs assay results may be used as an aid in the determination of susceptibility to HBV infection in individuals prior to or following HBV vaccination or when vaccination status is unknown.,2011-07-20,APRL,18,历史记录；未核实当前销售状态,"APPROVAL FOR THE VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBE REAGENT PACK, CALIBRATOR AND CONTROLS. THIS DEVICE IS INDICATED FOR: VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBE REAGENT PACK FOR THE IN VITRO QUALITATIVE DETECTION OF ANTIBODIES TO HEPATITIS B E ANTIGEN (ANTI-HBE) IN HUMAN ADULT AND PEDIATRIC (2 TO 21 YEARS OLD) SERUM FROM INDIVIDUALS WHO HAVE SYMPTOMS OF CHRONIC HEPATITIS AND THOSE WHO HAVE RECOVERED FROM HBV INFECTION, USING THE VITROS ECI/ECIQ IMMUNODIAGNOSTIC SYSTEMS. FURTHER ASSESSMENT OF HBV INFECTION (BIOCHEMICAL, SEROLOGICAL AND/OR NUCLEIC ACID TESTING) IS REQUIRED TO DEFINE THE SPECIFIC DISEASE STATE.  VITROS ANTI-HBE TEST PERFORMANCE HAS NOT BEEN ESTABLISHED FOR THE MONITORING OF HBV  DISEASE OR THERAPY.  VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBE CALIBRATOR FOR USE IN THE CALIBRATION OF THE VITROS ECI/ECIQ IMMUNODIAGNOSTIC SYSTEMS WHEN USED WITH THE VITROS ANTI-HBE TEST FOR THE IN VITRO QUALITATIVE DETECTION OF ANTIBODIES TO HEPATITIS B E ANTIGEN (ANTI-HBE).  VITROS IM〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P100001
P100017,"ABBOTT REALTIME HCV, ABBOTT REALTIME HCV AMPLIFICATION REAGENT KIT, ABBOTT REALTIME HVC CONTROL KIT, ABBOTT REALTIME HCV","Assay, hybridization and/or nucleic acid amplification for detection of hepatitis c rna,hepatitis c virus",MZP,,2011-05-17,APRL,24,历史记录；未核实当前销售状态,"THE APPROVAL OF REALTIME HCV, ABBOTT REALTIME HCV AMPLIFICATION REAGENT KIT, ABBOTT REALTIME HCV CONTROL KIT, ABBOTT REALTIME HCV CALIBRATOR KIT, AND OPTIONAL UNG URACIL-N-GLYCOSYLASE (UNG) FOR USE IN CONJUNCTION WITH ABBOTT REALTIME HCV.  THIS DEVICE IS INDICATED FOR: ABBOTT REALTIME HCV AMPLIFICATION REAGENT KIT, THE ABBOTT REAL TIME HCV ASSAY IS AN IN VITRO REVERSE TRANSCRIPTION- POLYMERASE CHAIN REACTION (RT-PCR) ASSAY FOR USE WITH THE ABBOTT MSAMPLE PREPARATION SYSTEM REAGENTS AND WITH THE ABBOTT M2000SP AND M2000RY4 INSTRUMENTS FOR THE QUANTITATION OF HEPATITIS C VIRAL (HCV) RNA IN HUMAN SERUM OR PLASMA (EDTA) FROM HCV-INFECTED INDIVIDUALS.  SPECIMENS CONTAINING HCV GENOTYPES 1-6 HAVE BEEN VALIDATED FOR QUANTITATION IN THE ASSAY.  THE ABBOTT REALTIME HCV ASSAY IS INTENDED FOR USE AS AN AID IN THE MANAGEMENT OF HCV-INFECTED PATIENTS UNDERGOING ANTIVIRAL THERAPY.  THE ASSAY MEASURES HCV RNA LEVELS AT BASELINE AND DURING TREATMENT AND CAN BE UTILIZED TO PREDICT SUSTAINED AND NON- SU〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P100017
P100020,COBAS HPV TEST,"KIT, DNA DETECTION, HUMAN PAPILLOMAVIRUS",MAQ,,2011-04-19,APPR,65,历史记录；未核实当前销售状态,"APPROVAL FOR THE COBAS HPV TEST.  COBAS HPV TEST INDICATIONS FOR USE:  THE COBAS HPV TEST IS A QUALITATIVE IN VITRO TEST FOR THE DETECTION OF HUMAN PAPILLOMAVIRUS (HPV) IN PATIENT SPECIMENS.  THE TEST UTILIZES AMPLIFICATION OF TARGET DNA BY THE POLYMERASE CHAIN REACTION (PCR) AND NUCLEIC ACID HYBRIDIZATION FOR THE DETECTION OF 14 HIGH-RISK (HR) HPV TYPES IN A SINGLE ANALYSIS.  THE TEST SPECIFICALLY IDENTIFIES TYPES HPV 16 AND HPV 18 WHILE CONCURRENTLY DETECTING THE REST OF THE REST OF THE HIGH RISK TYPES (31, 33, 35, 39, 45, 51, 52, 56, 58, 59, 66 AND 68).  THE COBAS HPV TEST IS INDICATED:  1) TO SCREEN PATIENTS 21 YEARS AND OLDER WITH ASC-US (ATYPICAL SQUAMOUS CELLS OF UNDETERMINED SIGNIFICANCE) CERVICAL CYTOLOGY TEST RESULTS TO DETERMINE THE NEED FOR REFERRAL TO COLPOSCOPY; AND  2) TO BE USED IN PATIENTS 21 YEARS AND OLDER WITH ASC-US CERVICAL CYTOLOGY RESULTS, TO ASSESS THE PRESENCE OR ABSENCE OF HIGH-RISK HPV GENOTYPES 16 AND 18.  THIS INFORMATION, TOGETHER WITH THE PHYSICIAN¿S ASS〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P100020
P100024,HER2 CISH PHARMDX KIT,"Chromogenic In Situ Hybridization, Nucleic Acid Amplification, Her2/Neu Gene, Breast Cancer",NYQ,"This device is intended to detect her2 gene amplification in formalin-fixed, paraffin-embedded breast carcinoma tissue sections using chromogenic in situ hybridization and brightfield microscopy.  Indicated as an aid in the assessment of patients for whom herceptin. (trastuzumab) treatment is being considered. Interpretation of test results must be made within the context of the patients clinical history by a qualified pathologist.",2011-11-30,APWD,14,存在原始PMA撤回记录,"APPROVAL FOR THE HER2 CISH PHARMDX KIT. THIS DEVICE IS INDICATED TOR;HER2 CISH PHARMDX KIT IS INTENDED FOR DUAL-COLOR CHROMOGENIC VISUALIZATION OF SIGNALS ACHIEVED WITH DIRECTLY LABELED IN SITU HYBRIDIZATION PROBES TARGETING THE HER2 GENE AND CENTROMERIC REGION OF CHROMOSOME 17. THE KIT IS DESIGNED TO QUANTITATIVELY DETERMINE HER2 GENE STATUS IN FORMALIN-FIXED, PARAFFIN-EMBEDDED BREAST CANCER TISSUE SPECIMENS. RED AND BLUE CHROMOGENIC SIGNALS ARE GENERATED ON THE SAME TISSUE SECTION FOR EVALUATION UNDER BRIGHT FIELD MICROSCOPY. THE CISH PROCEDURE IS AUTOMATED USING DAKO AUTOSLAINERINSTRUMENTS. HER2 CISH  PHARMDX KIT IS INDICATED AS AN AID IN THE ASSESSMENT OF PATIENTS FOR WHOM HERCEPTIN (TRASTUZUMAB) TREATMENT IS BEING CONSIDERED.  RESULTS FROM THE HER2 CISH PHARMDX KIT ARE INTENDED FOR USE AS AN ADJUNCT TO THE CLINICOPATHOLOGIC INFORMATIONCURRENTLY USED FOR ESTIMATING PROGNOSIS IN STAGE II, NODE-POSITIVE BREAST CANCER PATIENTS.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P100024
P100025,"BREATHTEK UBT FOR H. PYLORI KIT AND PEDIATRIC UREA HYDROLYSIS RATE CALCULATION APPLICATION (PUHR-CA), VERSION 1.0","Test, urea adult and pediatric (breath),",OZA,Intended for use in the qualitative detection of urease associated with h. Pylori in the human stomach and is indicated as an aid in the initial diagnosis and post-treatment monitoring of h. Pylori infection in adults and pediatric patients. The test may be used for monitoring treatment if used at 4 weeks following completion of therapy.,2012-02-22,APWD,15,存在原始PMA撤回记录,"APPROVAL FOR THE BREATHTEK UBT FOR H. PYLORI KIT (BREATHTEK UBT KIT) AND PEDIATRIC UREA HYDROLYSIS RATE CALCULATION APPLICATION (PUHR-CA), VERSION 1.0. THE BREATHTEK UBT KIT IS CURRENTLY CLEARED FOR USE INADULT PATIENTS UNDER 510(K) PREMARKET NOTIFICATION, K014225, AND THE PRANACTIN-CITRIC IS APPROVED UNDER NDA 20-586/S-004. THIS DEVICE IS INDICATED FOR: THE BREATHTEK UBT FOR H PYLORI KIT (BREATHTEK UBT KIT) IS INTENDED FOR USE IN THE QUALITATIVE DETECTION OF UREASE ASSOCIATED WITH H. PYLORI IN THE HUMAN STOMACH AND IS INDICATED AS AN AID IN THE INITIAL DIAGNOSIS AND POST-TREATMENT MONITORING OF H. PYLORI INFECTION IN ADULTS, AND PEDIATRIC PATIENTS 3 TO 17 YEARS OLD. THE TEST MAY BE USED FORMONITORING TREATMENT IF USED AT 4 WEEKS FOLLOWING COMPLETION OF THERAPY.  FOR THESE PURPOSES, THE SYSTEM UTILIZES AN INFRARED SPECTROPHOTOMETER FOR THE MEASUREMENT OF THE RATIO OF 13CO2 TO 12CO2 IN BREATH SAMPLES, IN CLINICAL LABORATORIES AND POINT-OF-CARE SETTINGS. THE PEDIATRIC UREA HYDROLYSIS RAT〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P100025
P100027,INFORM HER2 DUAL ISH DNA PROBE COCKTAIL,"Chromogenic In Situ Hybridization, Nucleic Acid Amplification, Her2/Neu Gene, Breast Cancer",NYQ,"This device is intended to detect her2 gene amplification in formalin-fixed, paraffin-embedded breast carcinoma tissue sections using chromogenic in situ hybridization and brightfield microscopy.  Indicated as an aid in the assessment of patients for whom herceptin. (trastuzumab) treatment is being considered. Interpretation of test results must be made within the context of the patients clinical history by a qualified pathologist.",2011-06-14,APWD,41,存在原始PMA撤回记录,"APPROVAL FOR THE INFORM HER2 DUAL ISH DNA PROBE COCKTAIL. THIS DEVICE IS INDICATED FOR:THE INFORM HER2 DUAL ISH DNA PROBE COCKTAIL IS INTENDED FOR USE IN DETERMINING HER2 GENE STATUS BY ENUMERATION OF THE RATIO OF THE HER2 GENE TO CHROMOSOME 17. THE HER2 AND CHROMOSOME 17 PROBES ARE DETECTED USING TWO COLOR CHROMOGENIC IN SITU HYBRIDIZATION (ISH) IN FORMALIN-FIXED. PARAFFIN-EMBEDDED HUMAN BREAST CANCER TISSUE SPECIMENS FOLLOWING STAINING ON VENTANA BENCHMARK XT AUTOMATED SLIDE STAINERS (USING NEXES SOFTWARE), BY LIGHT MICROSCOPY. THE INFORM HER2 DUAL ISH DNA PROBE COCKTAIL IS INDICATED AS AN AID IN THE ASSESSMENT OF PATIENTS FOR WHOM I-HERPCEPTIN (TRASTUZUMAB) TREATMENT IS BEING CONSIDERED.THIS PRODUCT SHOULD BE INTERPRETED BY A QUALIFIED READER IN CONJUNCTION WITH HISTOLOGICAL EXAMINATION,  RELEVANT CLINICAL INFORMATION, AND PROPER CONTROLS.THIS REAGENT IS INTENDED FOR IN VITRO DIAGNOSTIC (IVD) USE.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P100027
P100031,ELECSYS ANTI-HBC IMMUNOASSAY & ELECSYS PRECICONTROL ANTI-HBC,Qualitative and Quantitative Hepatitis B Virus Antibody assays,SEI,In vitro diagnostic devices intended for use in the detection of antibodies to HBV. These devices are intended to aid in the diagnosis of HBV infection in persons with signs and symptoms of hepatitis and in persons at risk for HBV infection. Anti-HBs assay results may be used as an aid in the determination of susceptibility to HBV infection in individuals prior to or following HBV vaccination or when vaccination status is unknown.,2011-06-22,APRL,32,历史记录；未核实当前销售状态,"APPROVAL FOR THE ELECSYS ANTI-HBC IMMUNOASSAY & ELECSYS PRECICONTROL ANTI-HBC FOR USE ON THE MODULAR ANALYTICS E170 IMMUNOASSAY ANALYZER. THIS DEVICE IS INDICATED FOR THE IN VITRO QUALITATIVE DETERMINATION OF TOTAL ANTIBODIES TO HEPATITIS B CORE ANTIGEN (ANTI-HBC) IN HUMAN SERUM AND PLASMA (LITHIUM-HEPARIN, SODIUM-CITRATE, K2-EDTA) IN ADULT PATIENTS WITH THE SYMPTOMS OF HEPATITIS OR WHO MAY BE AT RISK FOR HEPATITIS B (HBV) INFECTION. THE DETECTION OF TOTAL ANTI-HBC IS INDICATIVE OF A LABORATORY DIAGNOSIS FOR HBV INFECTION. FURTHER HBV SEROLOGICAL MARKER TESTING IS REQUIRED TO DEFINE THE SPECIFIC DISEASE STATE. THE ELECSYS ANTI-HBC IMMUNOASSAY'S PERFORMANCE HAS NOT BEEN ESTABLISHED FOR THE MONITORING HBV DISEASE OR THERAPY. THE ELECTRO- CHEMILUMINESCENCE IMMUNOASSAY ""ECLIA"" IS INTENDED FOR USE ON THE MODULAR ANALYTICS EI70 IMMUNOASSAY ANALYZER. THE ELECSYS PRECI-CONTROL ANTI-HBC IS USED FOR QUALITY CONTROL OF THE ELECSYS ANTI-HBC IMMUNOASSAY ON THE MODULAR ANALYTICS E170 IMMUNOASSAY ANA〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P100031
P100032,"ELECSYS ANTI-HBC IMMUNOASSAY, ELECSYS PRECICONTROL ANTI-HBC FOR USE ON THE ELECSYS 2010 IMMUNOASSAY ANALYZER",Qualitative and Quantitative Hepatitis B Virus Antibody assays,SEI,In vitro diagnostic devices intended for use in the detection of antibodies to HBV. These devices are intended to aid in the diagnosis of HBV infection in persons with signs and symptoms of hepatitis and in persons at risk for HBV infection. Anti-HBs assay results may be used as an aid in the determination of susceptibility to HBV infection in individuals prior to or following HBV vaccination or when vaccination status is unknown.,2011-06-27,APRL,23,历史记录；未核实当前销售状态,"APPROVAL FOR THE ELECSYS ANTI-HBC IMMUNOASSAY & ELECSYS PRECICONTROL ANTI-HBC FOR USE ON THE ELECSYS 2010 IMMUNOASSAY ANALYZER. THIS DEVICE IS INDICATED FOR THE IN VITRO QUALITATIVE DETERMINATION OF TOTAL ANTIBODIES TO HEPATITIS B CORE ANTIGEN (ANTI-HBC) IN HUMAN SERUM AND PLASMA (LITHIUM-HEPARIN, SODIUM-CITRATE, K2-EDTA) IN ADULT PATIENTS WITH THE SYMPTOMS OF HEPATITIS OR WHO MAY BE AT RISK FOR HEPATITIS B (HBV) INFECTION. THE DETECTION OF TOTAL ANTI-HBC IS INDICATIVE OF A LABORATORY DIAGNOSIS FOR HBV INFECTION. FURTHER HBV SEROLOGICAL MARKER TESTING IS REQUIRED TO DEFINE THE SPECIFIC DISEASE STATE. THE ELECSYS ANTI-HBC IMMUNOASSAY'S PERFORMANCE HAS NOT BEEN ESTABLISHED FOR THE MONITORING OF HBV DISEASE OR THERAPY. THE ELECTROCHEMILUMI-NESCENCE IMMUNOASSAY ECLIA IS INTENDED FOR USE ON THE ELECSYS 2010 IMMUNOASSAY ANALYZER. THE ELECSYS PRECICONTROL ANTI-HBC IS USED FOR QUALITY CONTROL OF THE ELECSYS ANTI-HBC IMMUNOASSAY ON THE ELECSYS 2010 IMMUNOASSAY ANALYZER.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P100032
P100033,PROGENSA PCA3 ASSAY,Prostrate cancer genes nucleic acid amplification test system,OYM,An in vitro nucleic acid amplification test that measures the concentration of prostate cancer genes.,2012-02-13,APWD,13,存在原始PMA撤回记录,"APPROVAL FOR THE PROGENSA PCA3 ASSAY.  THIS DEVICE IS INDICATED FOR:  PROGENSA PCA3 ASSAY IS AN IN VITRO NUCLEIC ACID AMPLIFICATION TEST.  THE ASSAY MEASURES THE CONCENTRATION OF PROSTATE CANCER GENE 3 (PCA3) AND PROSTATE-SPECIFIC ANTIGEN (PSA) RNA (RNA) MOLECULES AND CALCULATES THE RATIO OF PCA3 RNA MOLECULES TO PSA RNA MOLECULES (PCA3 SCORE) IN POST DIGITAL RECTAL EXAM (DRE) FIRST CATCH MALE URINE SPECIMENS.  THE PROGENSA PCA3 ASSAY IS INDICATED FOR USE IN CONJUNCTION WITH OTHER PATIENT INFORMATION TO AID IN THE DECISION FOR REPEAT BIOPSY IN MEN 50 YEARS OF AGE OR OLDER WHO HAVE HAD ONE OR MORE PREVIOUS NEGATIVE PROSTATE BIOPSIES AND FOR WHOM A REPEAT BIOPSY WOULD BE RECOMMENDED BY A UROLOGIST BASED ON CURRENT STANDARD OF CARE, BEFORE CONSIDERATION OF PROGENSA PCA3 ASSAY RESULTS.A PCA3 SCORE <25 IS ASSOCIATED WITH A DECREASED LIKELIHOOD OF A POSITIVE BIOPSY.  PROSTATIC BIOPSY IS REQUIRED FOR DIAGNOSIS OF CANCER.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P100033
P100039,ADVIA CENTAUR ANTI-HBS2 (AHBS2) ASSAY AND QAULITY CONTROL MATERIAL,Qualitative and Quantitative Hepatitis B Virus Antibody assays,SEI,In vitro diagnostic devices intended for use in the detection of antibodies to HBV. These devices are intended to aid in the diagnosis of HBV infection in persons with signs and symptoms of hepatitis and in persons at risk for HBV infection. Anti-HBs assay results may be used as an aid in the determination of susceptibility to HBV infection in individuals prior to or following HBV vaccination or when vaccination status is unknown.,2012-01-20,APRL,18,历史记录；未核实当前销售状态,"APPROVAL FOR ADVIA CENTAUR ANTI-HBS2 (AHBS2) ASSAY AND ADVIA CENTAUR ANTI-HBS2 (AHBS2) QUALITY CONTROL MATERIAL FOR USE ON THE ADVIA CENTAUR AND ADVIA CENTAUR XP SYSTEMS.  THIS DEVICE IS INDICATED FOR:  ADVIA CENTAUR ANTI-HBS2 (AHBS2) ASSAY,  THE ADVIA CENTAUR ANTI-HB2 ASSAY IS AN IN VITRO DIAGNOSTIC IMMUNOASSAY FOR THE QUALITATIVE AND QUANTITATIVE DETERMINATION OF TOTAL ANTIBODIES TO HEPATITIS B SURFACE ANTIGEN IN HUMAN ADULT, ADOLESCENT, AND PEDIATRIC SERUM OF PLASMA (EDTA, LITHIUM-HEPARINIZED, OR SODIUM-HEPARINIZED) AND NEONATAL SAMPLES USING THE ADVIA CENTAUR AND ADVIA CENTAUR XP SYSTEMS.  THE ASSAY RESULTS MAY BE USED AS AN AID IN THE DETERMINATION OF SUSCEPTIBILITY TO HEPATITIS B VIRUS (HBV) INFECTION IN INDIVIDUALS PRIOR TO OR FOLLOWING HBV VACCINATION OR WHERE VACCINATION STATUS IS UNKNOWN.  ASSAY RESULTS MAY BE USED WITH OTHER HBV SEROLOGICAL MARKERS FOR THE LABORATORY DIAGNOSIS OF HBV DISEASE ASSOCIATED WITH HBV INFECTION.  A REACTIVE ASSAY RESULT WILL ALLOW A DIFFERENTIAL DI〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P100039
P100042,APTIMA HPV ASSAY,"Kit, rna detection, human papillomavirus",OYB,For the detection of human papillomavirus RNA to aid in assessing risk of cancer.,2011-10-28,APPR,39,历史记录；未核实当前销售状态,"APPROVAL FOR THE APTIMA HPV ASSAY.APTIMA HPV ASSAY INDICATIONS FOR USE:THE APTIMA HPV ASSAY IS AN IN VITRO NUCLEIC ACID AMPLIFICATION TEST FOR THE QUALITATIVE DETECTIONOFE6/E7 VIRAL MESSENGER RNA (MRNA) FROM 14 HIGH-RISK TYPES OF HUMAN PAPILLOMAVIRUS (HPV) IN CERVICAL SPECIMENS. THE HIGH-RISK HPV TYPES DETECTED BY THE ASSAY INCLUDE: 16, 18,31,33,35, 39,45,51,52,56,58,59,66, AND 68. THE APTIMA HPV ASSAY DOES NOT DISCRIMINATE BETWEEN THE14 HIGH-RISK TYPES. CERVICAL SPECIMENS IN THINPREP PAP TEST VIALS CONTAINING PRESERVCYT SOLUTIONAND COLLECTED WITH BROOM-TYPE OR CYTOBRUSH/ SPATULA COLLECTION DEVICES* MAY BE TESTED WITH THEAPTIMA HPV ASSAY. THE ASSAY IS USED WITH THE TIGRIS DTS SYSTEM.  THE USE OF THE TEST IS INDICATED:I. TO SCREEN PATIENTS 21 YEARS AND OLDER WITH ATYPICAL SQUAMOUS CELLS OF UNDETERMINED SIGNIFICANCE (ASC-US) CERVICAL CYTOLOGY RESULTS TO DETERMINE THE NEED FOR REFERRAL TO COLPOSCOPY. THE RESULTS OF THIS TEST ARE NOT INTENDED TO PREVENT WOMEN FROM PROCEEDING TOCOLPOSCOPY. 〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P100042
P110012,"VYSIS ALK BREAK APART FISH PROBE KIT, VYSIS PARAFFIN PRETREATMENT IV & POST HYBRIDIZATION WASH BUFFER KIT PROBECHEK ALK","Fluorescence In Situ Hybridization, Anaplastic Lymphoma Kinase, Gene Rearrangement",OWE,"Anaplastic lymphoma kinase (ALK) fluorescence in situ hybridization (FISH) kit is to detect rearrangements involving the ALK gene in formalin-fixed, paraffin-embedded (FFPE) non-small cell lung cancer (NSCLC) tissue specimens. It is indicated to aid in the selection of patients for treatment with specific FDA approved therapeutic drugs.",2011-08-26,APPR,24,历史记录；未核实当前销售状态,APPROVAL FOR THE VYSIS ALK BREAK APART FISH PROBE KIT; VYSIS PARAFFIN PRETREATMENT IV & POST HYBRIDIZATION WASH BUFFER KIT; PROBECHEK ALK NEGATIVE CONTROL SLIDES; AND PROBECHEK ALK POSITIVE CONTROL SLIDES. THIS DEVICE IS INDICATED FOR:  THE VYSIS ALK BREAK APART FISH PROBE KIT IS A QUALITATIVE TEST TO DETECT REARRANGEMENTS INVOLVING THE ALK GENE VIA FLUORESCENCE IN SITU HYBRIDIZATION (FISH) IN FORMALIN-FIXED PARAFFIN -EMBEDDED (FFPE) NON-SMALL CELL LUNG CANCER (NSCLC) TISSUE SPECIMENS TO AID IN IDENTIFYING THOSE PATIENTS ELIGIBLE FOR TREATMENT WITH XALKORI CRIZOTINIB).  THE TEST IS FOR PRESCRIPTION USE ONLY. THE VYSIS PARAFFIN PRETREATMENT IV & POST HYBRIDIZATION WASH BUFFER KIT IS USED TO PREPARE PARAFFIN-EMBEDDED LUNG CANCER TISSUE SECTIONS FIXED ON POSITIVELY CHARGED SLIDES FOR USE IN FLUORESCENCE IN SITU HYBRIDIZATION (FISH) WITH VYSIS DNA FISH PROBES.THE PROBECHEK ALK NEGATIVE CONTROL SLIDES ARE INTENDED FOR USE AS AN ASSAY CONTROL FOR APPROPRIATE HYBRIDIZATION CONDITIONS DURING R〔节选〕,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P110012
P110015,GASTRIC EMPTYING BREATH TEST (GEBT),Gastric Emptying Breath Test,PGE,Gastric emptying breath tests are intended for use in the measurement of the rate of gastric emptying of solids and as an aid in the diagnosis of delayed gastric emptying (gastroparesis) in adult humans who are symptomatic for gastoparesis.The test system typically utilizes a Mass Spectrometer for the measurement of the ratio of 13CO2 to 12CO2 in breath samples following the ingestion of a 13C-labeled test meal.,2015-04-06,APPR,11,历史记录；未核实当前销售状态,"APPROVAL  FOR THE GASTRIC EMPTYING BREATH TEST (GEBT). THIS DEVICE, TO BE USED WITH THE GEBT TEST MEAL, IS INTENDED FOR USE IN THE MEASUREMENT OF THE RATE OF GASTRIC EMPTYING OF SOLIDS AND AS AN AID IN THE DIAGNOSIS OF DELAYED GASTRIC EMPTYING (GASTROPARESIS) IN ADULT HUMANS WHO ARE SYMPTOMATIC FOR GASTOPARESIS. FOR THESE PURPOSES, THE TEST SYSTEM UTILIZES A GAS ISOTOPE RATIO MASS SPECTROMETER (GIRMS) FOR THE MEASUREMENT OF THE RATIO OF 13CO2 TO 12CO2 IN BREATH SAMPLES. THE GEBT PROCEDURE SHOULD BE ADMINISTERED UNDER SUPERVISION OF A HEALTH CARE PROFESSIONAL ALTHOUGH NO SPECIALIZED FACILITIES OR SPECIALLY LICENSED PERSONNEL ARE REQUIRED.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P110015
P110020,COBAS 4800 BRAF V600 MUTATION TEST,Somatic gene mutation detection system,OWD,The somatic gene mutation detection system is an in vitro diagnostic nucleic acid amplification and real-time detection system for the identification of genetic mutations in DNA extracted from human tumor tissues.,2011-08-17,APPR,45,历史记录；未核实当前销售状态,"APPROVAL FOR THE COBAS 4800 BRAF V600 MUTATION TEST.  THIS DEVICE IS INDICATED FOR:  THE COBAS 4800 BRAF V600 MUTATION TEST IS AN IN VITRO DIAGNOSTIC DEVICE INTENDED FOR THE QUALITATIVE DETECTION OF THE BRAF V600E MUTATION IN DNA EXTRACTED FROM FORMALIN-FIXED, PARAFFIN-EMBEDDED HUMAN MELANOMA TISSUE.  THE COBAS 4800 BRAF V600 MUTATION TEST IS A REAL-TIME PCR TEST ON THE COBAS 4800 SYSTEM, AND IS INTENDED TO BE USED AS AN AID IN SELECTING MELANOMA PATIENTS WHOSE TUMORS CARRY THE BRAF V600E MUTATION FOR TREATMENT WITH VEMURAFENIB.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P110020
