gene,uniprot,protein_name,ensembl_gene,surface_evidence,cspa_confirmed,topology,topology_class,n_tm,ecd_length,max_ecd_segment,cyto_length,has_signal_peptide,accessible_sites,almen_class,uniprot_subcellular,ml_score
ADCY3,O60266,Adenylate cyclase type 3,ENSG00000138031,machine_learning,False,CY:1-77;TM:78-100;NC:101-105;TM:106-126;CY:127-137;TM:138-157;NC:158-168;TM:169-195;CY:196-225;TM:226-247;NC:248-383;TM:384-402;CY:403-632;TM:633-653;NC:654-663;TM:664-687;CY:688-707;TM:708-732;NC:733-752;TM:753-771;CY:772-776;TM:777-795;NC:796-838;TM:839-856;CY:857-1144,multi-pass (12 TM),12,225,136,661,False,5.0,Enzymes,Membrane (Multi-pass membrane protein),0.8902
ADCY5,O95622,Adenylate cyclase type 5,ENSG00000173175,machine_learning,False,CY:1-196;TM:197-216;NC:217-239;TM:240-259;CY:260-269;TM:270-292;NC:293-297;TM:298-319;CY:320-327;TM:328-347;NC:348-378;TM:379-399;CY:400-763;TM:764-786;NC:787-791;TM:792-813;CY:814-833;TM:834-854;NC:855-908;TM:909-927;CY:928-933;TM:934-955;NC:956-983;TM:984-1004;CY:1005-1261,multi-pass (12 TM),12,146,54,861,False,0.0,Enzymes,"Cell projection, cilium;Membrane (Multi-pass membrane protein)",0.7844
ADCY6,O43306,Adenylate cyclase type 6,ENSG00000174233,machine_learning,False,CY:1-151;TM:152-172;NC:173-177;TM:178-198;CY:199-209;TM:210-230;NC:231-235;TM:236-253;CY:254-259;TM:260-278;NC:279-288;TM:289-308;CY:309-668;TM:669-692;NC:693-697;TM:698-721;CY:722-741;TM:742-762;NC:763-814;TM:815-833;CY:834-839;TM:840-859;NC:860-892;TM:893-912;CY:913-1168,multi-pass (12 TM),12,110,52,810,False,2.0,Enzymes,"Cell projection, cilium;Membrane (Multi-pass membrane protein)",0.6507
ADCY7,P51828,Adenylate cyclase type 7,ENSG00000121281,machine_learning,False,CY:1-33;TM:34-54;NC:55-63;TM:64-85;CY:86-91;TM:92-116;NC:117-121;TM:122-140;CY:141-146;TM:147-169;NC:170-175;TM:176-196;CY:197-595;TM:596-614;NC:615-619;TM:620-641;CY:642-665;TM:666-689;NC:690-718;TM:719-738;CY:739-744;TM:745-762;NC:763-799;TM:800-819;CY:820-1080,multi-pass (12 TM),12,91,37,735,False,0.0,Enzymes,Membrane (Multi-pass membrane protein),0.7066
ADCY9,O60503,Adenylate cyclase type 9,ENSG00000162104,machine_learning,False,CY:1-117;TM:118-136;NC:137-141;TM:142-164;CY:165-172;TM:173-195;NC:196-217;TM:218-235;CY:236-241;TM:242-261;NC:262-280;TM:281-301;CY:302-787;TM:788-809;NC:810-820;TM:821-843;CY:844-862;TM:863-884;NC:885-891;TM:892-911;CY:912-921;TM:922-939;NC:940-976;TM:977-996;CY:997-1353,multi-pass (12 TM),12,101,37,1003,False,3.0,Enzymes,Membrane (Multi-pass membrane protein),0.6786
ADCYAP1R1,P41586,Pituitary adenylate cyclase-activating polypeptide type I receptor,ENSG00000078549,experimental,False,SP:1-23;NC:24-154;TM:155-176;CY:177-187;TM:188-209;NC:210-230;TM:231-254;CY:255-265;TM:266-287;NC:288-306;TM:307-332;CY:333-350;TM:351-371;NC:372-382;TM:383-404;CY:405-468,multi-pass (7 TM),7,182,131,104,True,9.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9263
ADIPOR2,Q86V24,Adiponectin receptor protein 2,ENSG00000006831,machine_learning,False,CY:1-148;TM:149-168;NC:169-182;TM:183-206;CY:207-217;TM:218-237;NC:238-246;TM:247-267;CY:268-277;TM:278-298;NC:299-309;TM:310-330;CY:331-349;TM:350-366;NC:367-386,multi-pass (7 TM),7,54,20,188,False,1.0,Receptors,Membrane (Multi-pass membrane protein),0.6287
ADORA1,P30542,Adenosine receptor A1,ENSG00000163485,experimental,True,NC:1-11;TM:12-33;CY:34-44;TM:45-69;NC:70-80;TM:81-103;CY:104-123;TM:124-145;NC:146-182;TM:183-206;CY:207-234;TM:235-256;NC:257-267;TM:268-290;CY:291-326,multi-pass (7 TM),7,70,37,95,False,5.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9512
ADORA2A,P29274,Adenosine receptor A2a,ENSG00000128271,machine_learning,False,NC:1-6;TM:7-32;CY:33-42;TM:43-66;NC:67-77;TM:78-100;CY:101-120;TM:121-142;NC:143-177;TM:178-202;CY:203-233;TM:234-257;NC:258-268;TM:269-290;CY:291-412,multi-pass (7 TM),7,63,35,183,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8663
ADORA2B,P29275,Adenosine receptor A2b,ENSG00000170425,experimental,False,NC:1-11;TM:12-33;CY:34-43;TM:44-67;NC:68-78;TM:79-101;CY:102-121;TM:122-143;NC:144-182;TM:183-209;CY:210-230;TM:231-250;NC:251-269;TM:270-292;CY:293-332,multi-pass (7 TM),7,80,39,91,False,4.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9787
ADORA3,P33765,Adenosine receptor A3,ENSG00000121933,machine_learning,False,NC:1-15;TM:16-37;CY:38-47;TM:48-73;NC:74-81;TM:82-106;CY:107-126;TM:127-148;NC:149-177;TM:178-203;CY:204-231;TM:232-256;NC:257-261;TM:262-284;CY:285-318,multi-pass (7 TM),7,57,29,92,False,6.0,,Cell membrane (Multi-pass membrane protein),0.8882
ADRA1A,P35348,Alpha-1A adrenergic receptor,ENSG00000120907,machine_learning,False,NC:1-26;TM:27-52;CY:53-63;TM:64-86;NC:87-100;TM:101-122;CY:123-142;TM:143-164;NC:165-183;TM:184-209;CY:210-272;TM:273-295;NC:296-309;TM:310-328;CY:329-466,multi-pass (7 TM),7,73,26,232,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein);Nucleus membrane (Multi-pass membrane protein),0.9301
ADRA1B,P35368,Alpha-1B adrenergic receptor,ENSG00000170214,experimental,False,NC:1-44;TM:45-71;CY:72-81;TM:82-105;NC:106-119;TM:120-141;CY:142-161;TM:162-182;NC:183-201;TM:202-226;CY:227-294;TM:295-316;NC:317-328;TM:329-349;CY:350-520,multi-pass (7 TM),7,89,44,269,False,6.0,Receptors,Cell membrane (Multi-pass membrane protein);Nucleus membrane (Multi-pass membrane protein),0.9213
ADRA1D,P25100,Alpha-1D adrenergic receptor,ENSG00000171873,experimental,False,NC:1-98;TM:99-122;CY:123-132;TM:133-152;NC:153-171;TM:172-192;CY:193-212;TM:213-234;NC:235-253;TM:254-278;CY:279-348;TM:349-370;NC:371-385;TM:386-404;CY:405-572,multi-pass (7 TM),7,151,98,268,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8571
ADRA2A,P08913,Alpha-2A adrenergic receptor,ENSG00000150594,experimental,True,NC:1-32;TM:33-58;CY:59-69;TM:70-90;NC:91-107;TM:108-129;CY:130-149;TM:150-170;NC:171-194;TM:195-217;CY:218-371;TM:372-392;NC:393-409;TM:410-429;CY:430-450,multi-pass (7 TM),7,90,32,206,False,7.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9626
ADRA2B,P18089,Alpha-2B adrenergic receptor,,machine_learning,False,NC:1-12;TM:13-37;CY:38-48;TM:49-68;NC:69-87;TM:88-108;CY:109-128;TM:129-150;NC:151-169;TM:170-196;CY:197-365;TM:366-387;NC:388-405;TM:406-426;CY:427-447,multi-pass (7 TM),7,68,19,221,False,4.0,Receptors,Cell membrane (Multi-pass membrane protein),0.7106
ADRA2C,P18825,Alpha-2C adrenergic receptor,ENSG00000184160,experimental,True,NC:1-49;TM:50-76;CY:77-87;TM:88-108;NC:109-124;TM:125-147;CY:148-167;TM:168-188;NC:189-208;TM:209-231;CY:232-379;TM:380-401;NC:402-420;TM:421-440;CY:441-462,multi-pass (7 TM),7,104,49,201,False,7.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8411
ADRB1,P08588,Beta-1 adrenergic receptor,ENSG00000043591,machine_learning,False,NC:1-59;TM:60-83;CY:84-94;TM:95-121;NC:122-132;TM:133-154;CY:155-174;TM:175-198;NC:199-223;TM:224-247;CY:248-323;TM:324-346;NC:347-357;TM:358-378;CY:379-477,multi-pass (7 TM),7,106,59,206,False,5.0,Receptors,Cell membrane (Multi-pass membrane protein);Early endosome,0.9401
ADRB2,P07550,Beta-2 adrenergic receptor,ENSG00000169252,machine_learning,False,NC:1-31;TM:32-58;CY:59-69;TM:70-96;NC:97-107;TM:108-129;CY:130-149;TM:150-170;NC:171-197;TM:198-220;CY:221-273;TM:274-295;NC:296-306;TM:307-327;CY:328-413,multi-pass (7 TM),7,80,31,170,False,4.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9441
ADRB3,P13945,Beta-3 adrenergic receptor,ENSG00000188778,machine_learning,False,NC:1-37;TM:38-63;CY:64-72;TM:73-92;NC:93-111;TM:112-133;CY:134-153;TM:154-174;NC:175-210;TM:211-230;CY:231-289;TM:290-311;NC:312-326;TM:327-347;CY:348-408,multi-pass (7 TM),7,107,37,149,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9301
AGER,Q15109,Advanced glycosylation end product-specific receptor,ENSG00000204305;ENSG00000206320;ENSG00000229058;ENSG00000230514;ENSG00000231268;ENSG00000237405;ENSG00000234729,machine_learning,False,SP:1-22;NC:23-340;TM:341-363;CY:364-404,type I,1,318,318,41,True,6.0,Receptors,Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Secreted,0.8762
AGTR1,P30556,Type-1 angiotensin II receptor,ENSG00000144891,experimental,True,NC:1-32;TM:33-56;CY:57-64;TM:65-87;NC:88-103;TM:104-124;CY:125-142;TM:143-165;NC:166-199;TM:200-218;CY:219-237;TM:238-259;NC:260-281;TM:282-302;CY:303-359,multi-pass (7 TM),7,104,34,102,False,7.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9487
AGTR2,P50052,Type-2 angiotensin II receptor,ENSG00000180772,experimental,True,NC:1-48;TM:49-70;CY:71-81;TM:82-102;NC:103-119;TM:120-140;CY:141-159;TM:160-181;NC:182-210;TM:211-234;CY:235-253;TM:254-275;NC:276-297;TM:298-321;CY:322-363,multi-pass (7 TM),7,116,48,91,False,8.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9771
AJAP1,Q9UKB5,Adherens junction-associated protein 1,ENSG00000196581,experimental,False,NC:1-279;TM:280-303;CY:304-411,type I,1,279,279,108,False,3.0,Unclassified,"Apical cell membrane (Single-pass type III membrane protein);Basolateral cell membrane (Single-pass type III membrane protein);Cell junction, adherens junction",0.2652
ALCAM,Q13740,CD166 antigen,ENSG00000170017,machine_learning,True,SP:1-27;NC:28-527;TM:528-550;CY:551-583,type I,1,500,500,33,True,26.0,Unclassified,Membrane (Single-pass type I membrane protein);Secreted,0.9441
ALK,Q9UM73,ALK tyrosine kinase receptor,ENSG00000171094,experimental,False,SP:1-20;NC:21-1034;TM:1035-1059;CY:1060-1620,type I,1,1014,1014,561,True,38.0,Unclassified,Cell membrane (Single-pass type I membrane protein),0.9804
ALPI,P09923,Intestinal-type alkaline phosphatase,ENSG00000163295,experimental,False,SP:1-19;NC:20-528,no TM (GPI/peripheral),0,509,509,0,True,13.0,,"Cell membrane (Lipid-anchor, GPI-anchor)",0.6846
ALPL,P05186,"Alkaline phosphatase, tissue-nonspecific isozyme",ENSG00000162551,experimental,True,SP:1-17;NC:18-524,no TM (GPI/peripheral),0,507,507,0,True,17.0,,"Cell membrane (Lipid-anchor, GPI-anchor)",0.7246
ALPP,P05187,"Alkaline phosphatase, placental type",ENSG00000163283,experimental,False,SP:1-22;NC:23-535,no TM (GPI/peripheral),0,513,513,0,True,2.0,,"Cell membrane (Lipid-anchor, GPI-anchor)",0.6148
ALPPL2,P10696,"Alkaline phosphatase, placental-like",ENSG00000163286,experimental,False,SP:1-19;NC:20-532,no TM (GPI/peripheral),0,513,513,0,True,4.0,,"Cell membrane (Lipid-anchor, GPI-anchor)",0.6228
AMHR2,Q16671,Anti-Muellerian hormone type-2 receptor,ENSG00000135409,machine_learning,False,SP:1-16;NC:17-144;TM:145-170;CY:171-573,type I,1,128,128,403,True,2.0,Receptors,Membrane (Single-pass type I membrane protein),0.9062
AMICA1,Q86YT9,Junctional adhesion molecule-like,ENSG00000160593,experimental,True,SP:1-19;NC:20-274;TM:275-296;CY:297-394,type I,1,255,255,98,True,9.0,Miscellaneous,Cell junction;Cell membrane (Single-pass type I membrane protein),0.8555
AMIGO1,Q86WK6,Amphoterin-induced protein 1,ENSG00000181754,experimental,True,SP:1-27;NC:28-372;TM:373-393;CY:394-493,type I,1,345,345,100,True,18.0,Miscellaneous,"Cell membrane (Single-pass type I membrane protein);Cell projection, axon",0.8514
AMIGO2,Q86SJ2,Amphoterin-induced protein 2,ENSG00000139211,experimental,True,SP:1-21;NC:22-397;TM:398-419;CY:420-522,type I,1,376,376,103,True,15.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein);Nucleus,0.8563
AMIGO3,Q86WK7,Amphoterin-induced protein 3,ENSG00000176020,machine_learning,False,SP:1-19;NC:20-382;TM:383-403;CY:404-504,type I,1,363,363,101,True,12.0,Miscellaneous,Membrane (Single-pass type I membrane protein),0.7665
AMN,Q9BXJ7,Protein amnionless,ENSG00000166126,machine_learning,False,SP:1-19;NC:20-358;TM:359-383;CY:384-453,type I,1,339,339,70,True,5.0,Unclassified,Membrane (Single-pass type I membrane protein),0.7665
ANKH,Q9HCJ1,Progressive ankylosis protein homolog,ENSG00000154122,machine_learning,False,CY:1-85;TM:86-107;NC:108-130;TM:131-152;CY:153-158;TM:159-180;NC:181-190;TM:191-213;CY:214-326;TM:327-346;NC:347-351;TM:352-377;CY:378-397;TM:398-421;NC:422-432;TM:433-452;CY:453-492,multi-pass (8 TM),8,49,23,264,False,2.0,Unclassified,Membrane (Multi-pass membrane protein),0.6088
ANO1,Q5XXA6,Anoctamin-1,ENSG00000131620,machine_learning,False,CY:1-329;TM:330-355;NC:356-407;TM:408-427;CY:428-515;TM:516-542;NC:543-561;TM:562-586;CY:587-605;TM:606-627;NC:628-732;TM:733-755;CY:756-795;TM:796-816;NC:817-882;TM:883-903;CY:904-986,multi-pass (8 TM),8,242,105,559,False,9.0,Miscellaneous,Cell membrane (Multi-pass membrane protein);Cytoplasm,0.7964
ANO2,Q9NQ90,Anoctamin-2,ENSG00000047617,machine_learning,False,CY:1-361;TM:362-387;NC:388-439;TM:440-457;CY:458-534;TM:535-560;NC:561-579;TM:580-603;CY:604-622;TM:623-644;NC:645-749;TM:750-773;CY:774-799;TM:800-824;NC:825-904;TM:905-927;CY:928-1003,multi-pass (8 TM),8,256,105,559,False,7.0,Miscellaneous,Cell membrane (Multi-pass membrane protein),0.8164
ANO3,Q9BYT9,Anoctamin-3,ENSG00000134343,machine_learning,False,CY:1-398;TM:399-422;NC:423-470;TM:471-490;CY:491-546;TM:547-571;NC:572-590;TM:591-613;CY:614-640;TM:641-663;NC:664-758;TM:759-782;CY:783-808;TM:809-833;NC:834-910;TM:911-935;CY:936-981,multi-pass (8 TM),8,239,95,553,False,13.0,Miscellaneous,Cell membrane (Multi-pass membrane protein),0.7944
ANO5,Q75V66,Anoctamin-5,ENSG00000171714,experimental,True,CY:1-300;TM:301-324;NC:325-382;TM:383-401;CY:402-457;TM:458-485;NC:486-511;TM:512-533;CY:534-555;TM:556-578;NC:579-678;TM:679-701;CY:702-732;TM:733-753;NC:754-830;TM:831-854;CY:855-913,multi-pass (8 TM),8,261,100,468,False,12.0,Miscellaneous,Cell membrane;Endoplasmic reticulum membrane (Multi-pass membrane protein),0.6965
ANO6,Q4KMQ2,Anoctamin-6,ENSG00000177119,experimental,True,CY:1-295;TM:296-318;NC:319-375;TM:376-395;CY:396-452;TM:453-477;NC:478-509;TM:510-530;CY:531-553;TM:554-572;NC:573-669;TM:670-693;CY:694-726;TM:727-747;NC:748-824;TM:825-846;CY:847-910,multi-pass (8 TM),8,263,97,472,False,19.0,Miscellaneous,Cell membrane (Multi-pass membrane protein),0.8263
ANO7,Q6IWH7,Anoctamin-7,ENSG00000146205,machine_learning,False,CY:1-353;TM:354-376;NC:377-422;TM:423-441;CY:442-497;TM:498-524;NC:525-547;TM:548-570;CY:571-587;TM:588-609;NC:610-712;TM:713-737;CY:738-761;TM:762-786;NC:787-842;TM:843-864;CY:865-933,multi-pass (8 TM),8,228,103,519,False,6.0,Miscellaneous,"Cell junction;Cell membrane (Multi-pass membrane protein);Endoplasmic reticulum;Cytoplasm, cytosol",0.8044
ANO9,A1A5B4,Anoctamin-9,ENSG00000185101,experimental,True,CY:1-195;TM:196-217;NC:218-266;TM:267-285;CY:286-330;TM:331-354;NC:355-373;TM:374-394;CY:395-421;TM:422-444;NC:445-547;TM:548-571;CY:572-599;TM:600-621;NC:622-698;TM:699-724;CY:725-782,multi-pass (8 TM),8,248,103,353,False,11.0,Miscellaneous,Cell membrane (Multi-pass membrane protein),0.7689
ANPEP,P15144,Aminopeptidase N,ENSG00000166825,experimental,True,CY:1-11;TM:12-33;NC:34-967,type II,1,934,934,11,False,47.0,Enzymes,"Cell membrane (Single-pass type II membrane protein);Cytoplasm, cytosol",0.6296
ANTXR1,Q9H6X2,Anthrax toxin receptor 1,ENSG00000169604,experimental,True,SP:1-27;NC:28-321;TM:322-343;CY:344-564,type I,1,294,294,221,True,10.0,Unclassified,"Cell membrane (Single-pass type I membrane protein);Cell projection, filopodium membrane (Single-pass type I membrane protein);Cell projection, lamellipodium membrane (Single-pass type I membrane protein)",0.8824
ANTXR2,P58335,Anthrax toxin receptor 2,ENSG00000163297,machine_learning,False,SP:1-33;NC:34-317;TM:318-341;CY:342-489,type I,1,284,284,148,True,8.0,Unclassified,Cell membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein);Secreted,0.9042
ANTXRL,A6NF34,Anthrax toxin receptor-like,ENSG00000274209,machine_learning,False,SP:1-27;NC:28-353;TM:354-374;CY:375-631,type I,1,326,326,257,True,12.0,Unclassified,Membrane (Single-pass type I membrane protein),0.6766
AOC3,Q16853,Membrane primary amine oxidase,ENSG00000131471,experimental,False,CY:1-6;TM:7-27;NC:28-763,type II,1,736,736,6,False,32.0,,Cell membrane (Single-pass type II membrane protein),0.5825
APCDD1,Q8J025,Protein APCDD1,ENSG00000154856,experimental,True,SP:1-26;NC:27-492;TM:493-512;CY:513-514,type I,1,466,466,2,True,21.0,Unclassified,Cell membrane (Single-pass type I membrane protein),0.6196
APLNR,P35414,Apelin receptor,ENSG00000134817,experimental,True,NC:1-31;TM:32-54;CY:55-65;TM:66-86;NC:87-105;TM:106-125;CY:126-144;TM:145-166;NC:167-201;TM:202-225;CY:226-245;TM:246-266;NC:267-285;TM:286-311;CY:312-380,multi-pass (7 TM),7,104,35,119,False,7.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9274
APLP1,P51693,Amyloid-like protein 1,ENSG00000105290,experimental,True,SP:1-35;NC:36-581;TM:582-603;CY:604-650,type I,1,546,546,47,True,12.0,Unclassified,Cell membrane (Single-pass type I membrane protein);Cytoplasm,0.6979
APLP2,Q06481,Amyloid-like protein 2,ENSG00000084234,experimental,True,SP:1-31;NC:32-692;TM:693-716;CY:717-763,type I,1,661,661,47,True,20.0,Unclassified,Cell membrane (Single-pass type I membrane protein);Nucleus,0.5053
APP,P05067,Amyloid beta A4 protein,ENSG00000142192,machine_learning,False,SP:1-17;NC:18-700;TM:701-723;CY:724-770,type I,1,683,683,47,True,19.0,Unclassified,"Membrane (Single-pass type I membrane protein);Membrane, clathrin-coated pit",0.8144
AQP1,P29972,Aquaporin-1,ENSG00000240583,machine_learning,False,CY:1-7;TM:8-36;NC:37-48;TM:49-66;CY:67-70;IM:71-76;IM:77-84;CY:85-94;TM:95-115;NC:116-136;TM:137-155;CY:156-166;TM:167-183;NC:184-186;IM:187-192;IM:193-200;NC:201-207;TM:208-228;CY:229-269,multi-pass (6 TM),6,43,21,73,False,4.0,Transporters,Cell membrane (Multi-pass membrane protein),0.6347
AQP10,Q96PS8,Aquaporin-10,ENSG00000143595,machine_learning,False,CY:1-23;TM:24-44;NC:45-54;TM:55-76;CY:77-99;TM:100-122;NC:123-159;TM:160-178;CY:179-189;TM:190-213;NC:214-301,multi-pass (5 TM),5,135,88,57,False,1.0,Transporters,Membrane (Multi-pass membrane protein),0.6407
AQP2,P41181,Aquaporin-2,ENSG00000167580,machine_learning,False,CY:1-11;TM:12-34;NC:35-39;TM:40-60;CY:61-85;TM:86-106;NC:107-126;TM:127-148;CY:149-159;TM:160-179;NC:180-201;TM:202-224;CY:225-271,multi-pass (6 TM),6,47,22,94,False,1.0,Transporters,"Apical cell membrane (Multi-pass membrane protein);Basolateral cell membrane (Multi-pass membrane protein);Cytoplasmic vesicle membrane (Multi- pass membrane protein);Golgi apparatus, trans-Golgi network membrane (Multi-pass membrane protein)",0.6108
AQP4,P55087,Aquaporin-4,ENSG00000171885,machine_learning,False,CY:1-33;TM:34-58;NC:59-69;TM:70-89;CY:90-115;TM:116-136;NC:137-155;TM:156-177;CY:178-187;TM:188-209;NC:210-230;TM:231-252;CY:253-323,multi-pass (6 TM),6,51,21,140,False,0.0,Transporters,Membrane (Multi-pass membrane protein),0.7445
AQP5,P55064,Aquaporin-5,ENSG00000161798,machine_learning,False,CY:1-8;TM:9-30;NC:31-40;TM:41-61;CY:62-86;TM:87-109;NC:110-128;TM:129-149;CY:150-160;TM:161-180;NC:181-203;TM:204-226;CY:227-265,multi-pass (6 TM),6,52,23,83,False,1.0,Transporters,Membrane (Multi-pass membrane protein),0.7365
AQP8,O94778,Aquaporin-8,ENSG00000103375,machine_learning,False,CY:1-34;TM:35-57;NC:58-79;TM:80-102;CY:103-109;TM:110-131;NC:132-153;TM:154-177;CY:178-184;TM:185-205;NC:206-227;TM:228-249;CY:250-261,multi-pass (6 TM),6,66,22,60,False,1.0,Transporters,Membrane (Multi-pass membrane protein),0.8064
AQP9,O43315,Aquaporin-9,ENSG00000103569,machine_learning,False,CY:1-28;TM:29-48;NC:49-53;TM:54-75;CY:76-104;TM:105-125;NC:126-159;TM:160-180;CY:181-191;TM:192-210;NC:211-242;TM:243-265;CY:266-295,multi-pass (6 TM),6,71,34,98,False,1.0,Transporters,Membrane (Multi-pass membrane protein),0.7345
AREG,P15514,Amphiregulin,ENSG00000109321,machine_learning,True,SP:1-24;NC:25-198;TM:199-221;CY:222-252,type I,1,174,174,31,True,6.0,Unclassified,Membrane (Single-pass membrane protein),0.8922
ART1,P52961,GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1,ENSG00000129744,experimental,False,SP:1-24;NC:25-327,no TM (GPI/peripheral),0,303,303,0,True,8.0,Enzymes,"Sarcoplasmic reticulum membrane (Lipid- anchor, GPI-anchor)",0.6667
ART3,Q13508,Ecto-ADP-ribosyltransferase 3,ENSG00000156219,experimental,False,SP:1-26;NC:27-389,no TM (GPI/peripheral),0,363,363,0,True,10.0,Enzymes,"Cell membrane (Lipid-anchor, GPI-anchor)",0.497
ART4,Q93070,Ecto-ADP-ribosyltransferase 4,ENSG00000111339,experimental,False,SP:1-46;NC:47-314,no TM (GPI/peripheral),0,268,268,0,True,17.0,,"Cell membrane (Lipid-anchor, GPI-anchor)",0.7166
ASGR1,P07306,Asialoglycoprotein receptor 1,ENSG00000141505,machine_learning,False,CY:1-40;TM:41-61;NC:62-291,type II,1,230,230,40,False,16.0,Receptors,Membrane (Single-pass type II membrane protein);Secreted,0.6786
ASGR2,P07307,Asialoglycoprotein receptor 2,ENSG00000161944,machine_learning,False,CY:1-55;TM:56-79;NC:80-311,type II,1,232,232,55,False,14.0,Receptors,Membrane (Single-pass type II membrane protein),0.7445
ASIC1,P78348,Acid-sensing ion channel 1,ENSG00000110881,experimental,True,CY:1-43;TM:44-67;NC:68-438;TM:439-458;CY:459-528,multi-pass (2 TM),2,371,371,113,False,14.0,Unclassified,Cell membrane (Multi- pass membrane protein),0.5278
ASIC4,Q96FT7,Acid-sensing ion channel 4,ENSG00000072182,machine_learning,False,CY:1-195;TM:196-217;NC:218-552;TM:553-573;CY:574-647,multi-pass (2 TM),2,335,335,269,False,17.0,,Membrane (Multi-pass membrane protein),0.6507
