ensembl_gene,ot_symbol,ab_tractability_bucket,ab_druggability,ot_surface_localisation,ot_locations,ot_is_essential,ot_n_drugs,ot_drugs,ot_max_clinical_stage
ENSG00000064989,CALCRL,Approved Drug,1.0,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane,False,12,RIMEGEPANT; ERENUMAB; ATOGEPANT; DAVALINTIDE; BI-44370; UBROGEPANT,PHASE_3
ENSG00000065325,GLP2R,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein; HPA_main:Plasma membrane,False,3,FE 203799; TEDUGLUTIDE; ELSIGLUTIDE,PHASE_3
ENSG00000065361,ERBB3,Advanced Clinical,0.9,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Secreted; HPA_main:Plasma membrane; HPA_additional:Actin filaments; HPA_extracellular_location:Predicted to be secreted,False,17,PATRITUMAB DERUXTECAN; AV-203; DULIGOTUZUMAB; VANDETANIB; ZENOCUTUZUMAB; POZIOTINIB,PHASE_3
ENSG00000066056,TIE1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000066230,SLC9A3,UniProt loc high conf,0.7,True,uniprot:Apical cell membrane ; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Recycling endosome membrane ; Multi-pass membrane protein; uniprot:Early endosome membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane,False,4,TENAPANOR; TENAPANOR HYDROCHLORIDE; SQUALAMINE; SQUALAMINE LACTATE,PHASE_3
ENSG00000066294,CD84,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Plasma membrane; HPA_additional:Vesicles,False,0,,
ENSG00000066405,CLDN18,Advanced Clinical,0.9,True,"uniprot:Cell junction, tight junction; uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cell junction, tight junction; uniprot:Cell junction, tight junction; uniprot:Lateral cell membrane; HPA_main:Cell Junctions",False,1,ZOLBETUXIMAB,APPROVAL
ENSG00000066468,FGFR2,Advanced Clinical,0.9,True,uniprot:Cell membrane; Single-pass type I membrane protein; uniprot:Golgi apparatus; uniprot:Cytoplasmic vesicle; uniprot:Cell membrane; Single-pass type I membrane protein; uniprot:Cell membrane; Single-pass type I membrane protein; uniprot:Secreted,False,27,ROGARATINIB; HMPL-453; NINTEDANIB ESYLATE; PEMIGATINIB; FGFR INHIBITOR DEBIO 1347; LUCITANIB,PHASE_3
ENSG00000067113,PLPP1,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Apical cell membrane ; Multi-pass membrane protein; uniprot:Membrane raft ; Multi-pass membrane protein; uniprot:Membrane, caveola ; Multi-pass membrane protein; HPA_main:Plasma membrane",False,0,,
ENSG00000067141,NEO1,GO CC high conf,0.65,True,uniprot:Cell membrane; Single-pass type I membrane protein; HPA_main:Nucleoplasm; HPA_main:Plasma membrane; HPA_additional:Golgi apparatus,False,0,,
ENSG00000067182,TNFRSF1A,Phase 1 Clinical,0.8,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Golgi apparatus membrane ; Single-pass type I membrane protein; uniprot:Secreted; uniprot:Secreted,False,1,GSK-1995057,PHASE_1
ENSG00000067842,ATP2B3,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Presynaptic cell membrane ; Multi-pass membrane protein; HPA_main:Nucleoplasm; HPA_main:Plasma membrane,False,0,,
ENSG00000068001,HYAL2,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Lipid-anchor, GPI-anchor",False,0,,
ENSG00000068078,FGFR3,Phase 1 Clinical,0.8,True,uniprot:Cell membrane; Single-pass type I membrane protein; uniprot:Cytoplasmic vesicle; uniprot:Endoplasmic reticulum; uniprot:Cell membrane ; Single- pass type I membrane protein; uniprot:Secreted; uniprot:Cell membrane ; Single- pass type I membrane protein,False,25,FEXAGRATINIB; NINTEDANIB ESYLATE; HMPL-453; PAZOPANIB; XL-999; INFIGRATINIB PHOSPHATE,PHASE_3
ENSG00000069122,ADGRF5,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000069188,SDK2,GO CC high conf,0.65,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Synapse,False,0,,
ENSG00000069206,ADAM7,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000069431,ABCC9,GO CC high conf,0.65,True,uniprot:Membrane ; Multi-pass membrane protein; HPA_main:Nucleoplasm; HPA_main:Plasma membrane,False,2,PINACIDIL; MINOXIDIL,APPROVAL
ENSG00000069493,CLEC2D,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type II membrane protein; uniprot:Endoplasmic reticulum; uniprot:Endoplasmic reticulum; HPA_main:Golgi apparatus,False,0,,
ENSG00000069696,DRD4,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Centrosome,False,33,TRIFLUOPERAZINE HYDROCHLORIDE; LEVOMEPROMAZINE; SARIZOTAN; THIORIDAZINE; AMOXAPINE; PERGOLIDE MESYLATE,PHASE_3
ENSG00000069702,TGFBR3,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Secreted; uniprot:Secreted, extracellular space, extracellular matrix; HPA_main:Cytosol; HPA_extracellular_location:Predicted to be secreted",False,0,,
ENSG00000069849,ATP1B3,GO CC high conf,0.65,True,uniprot:Apical cell membrane ; Single-pass type II membrane protein; uniprot:Basolateral cell membrane ; Single-pass type II membrane protein; uniprot:Melanosome; HPA_main:Plasma membrane,False,6,LANATOSIDE C; DESLANOSIDE; DIGOXIN; ISTAROXIME; ACETYLDIGITOXIN; DIGITOXIN,PHASE_2_3
ENSG00000070019,GUCY2C,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Endoplasmic reticulum membrane ; Single- pass type I membrane protein; HPA_main:Vesicles,False,4,PLECANATIDE; DOLCANATIDE; LINACLOTIDE; INDUSATUMAB VEDOTIN,PHASE_2
ENSG00000070214,SLC44A1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Mitochondrion outer membrane ; Multi-pass membrane protein; HPA_main:Mitochondria; HPA_additional:Nucleoplasm,False,0,,
ENSG00000070413,DGCR2,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane; Single-pass type I membrane protein,False,0,,
ENSG00000070886,EPHA8,GO CC high conf,0.65,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cell projection; uniprot:Early endosome membrane,False,1,VANDETANIB,APPROVAL
ENSG00000070915,SLC12A3,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Apical cell membrane ; Multi-pass membrane protein,False,13,TRICHLORMETHIAZIDE; CHLOROTHIAZIDE; BENZTHIAZIDE; CHLORTHALIDONE; INDAPAMIDE; CYCLOTHIAZIDE,APPROVAL
ENSG00000071991,CDH19,GO CC high conf,0.65,True,uniprot:Cell membrane; Single-pass type I membrane protein,False,0,,
ENSG00000072041,SLC6A15,GO CC high conf,0.65,False,uniprot:Membrane ; Multi- pass membrane protein; HPA_main:Nucleoli; HPA_additional:Vesicles,False,0,,
ENSG00000072071,ADGRL1,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cell projection, axon; uniprot:Cell projection, growth cone; uniprot:Synapse; uniprot:Presynaptic cell membrane; uniprot:Synapse, synaptosome",False,0,,
ENSG00000072182,ASIC4,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Golgi apparatus,False,0,,
ENSG00000072657,TRHDE,GO CC high conf,0.65,False,uniprot:Membrane; Single-pass type II membrane protein,False,0,,
ENSG00000072694,FCGR2B,Advanced Clinical,0.9,True,uniprot:Cell membrane; Single-pass type I membrane protein,False,1,OBEXELIMAB,PHASE_3
ENSG00000072858,SIDT1,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Multi-pass membrane protein,False,0,,
ENSG00000073008,PVR,GO CC high conf,0.65,True,uniprot:Cell membrane; Single-pass type I membrane protein; uniprot:Cell membrane; Single-pass type I membrane protein; uniprot:Secreted; uniprot:Secreted; HPA_main:Nucleoplasm; HPA_main:Plasma membrane,False,0,,
ENSG00000073060,SCARB1,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Membrane, caveola ; Multi-pass membrane protein; HPA_main:Vesicles; HPA_additional:Lysosomes; HPA_additional:Rods & Rings",False,0,,
ENSG00000073150,PANX2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Golgi apparatus membrane ; Multi-pass membrane protein; uniprot:Endoplasmic reticulum membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane,False,0,,
ENSG00000073670,ADAM11,GO CC high conf,0.65,True,"uniprot:Presynaptic cell membrane ; Single-pass type I membrane protein; uniprot:Perikaryon; uniprot:Cell projection, axon",False,0,,
ENSG00000073734,ABCB11,UniProt loc high conf,0.7,True,uniprot:Apical cell membrane ; Multi-pass membrane protein; uniprot:Recycling endosome membrane ; Multi-pass membrane protein; uniprot:Endosome; uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Cytosol; HPA_main:Nucleoplasm,False,0,,
ENSG00000074181,NOTCH3,Advanced Clinical,0.9,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Nucleus; HPA_main:Nucleoplasm; HPA_main:Plasma membrane,False,1,TAREXTUMAB,PHASE_2
ENSG00000074276,CDHR2,UniProt loc high conf,0.7,True,"uniprot:Apical cell membrane ; Single-pass type I membrane protein; uniprot:Cell projection, microvillus membrane ; Single-pass type I membrane protein; uniprot:Cell junction",False,0,,
ENSG00000074410,CA12,UniProt loc high conf,0.7,True,uniprot:Membrane; Single-pass type I membrane protein; uniprot:Cell membrane,False,5,ETHOXZOLAMIDE; SULTHIAME; DICHLORPHENAMIDE; ACETAZOLAMIDE; ACETAZOLAMIDE SODIUM,APPROVAL
ENSG00000074803,SLC12A1,UniProt loc high conf,0.7,True,uniprot:Apical cell membrane ; Multi-pass membrane protein; HPA_main:Vesicles; HPA_additional:Nucleoplasm,False,5,ETHACRYNIC ACID; TORSEMIDE; ETHACRYNATE SODIUM; BUMETANIDE; FUROSEMIDE,APPROVAL
ENSG00000075073,TACR2,GO CC high conf,0.65,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane,False,3,IBODUTANT; NEPADUTANT; SAREDUTANT,PHASE_3
ENSG00000075275,CELSR1,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Nucleoplasm,False,0,,
ENSG00000075429,CACNG5,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Multi-pass membrane protein; uniprot:Postsynaptic density membrane,False,10,IMAGABALIN; PREGABALIN; PHLOROGLUCINOL; SULOCTIDIL; TERODILINE HYDROCHLORIDE; GABAPENTIN,PHASE_3
ENSG00000075461,CACNG4,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Vesicles,False,10,BEPRIDIL; TERODILINE HYDROCHLORIDE; GABAPENTIN ENACARBIL; ATAGABALIN; SULOCTIDIL; GABAPENTIN,PHASE_3
ENSG00000076351,SLC46A1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Apical cell membrane ; Multi-pass membrane protein; uniprot:Basolateral cell membrane ; Multi-pass membrane protein; uniprot:Endosome membrane ; Multi-pass membrane protein; uniprot:Cytoplasm; HPA_main:Cytosol,False,0,,
ENSG00000076356,PLXNA2,GO CC high conf,0.65,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000076662,ICAM3,Advanced Clinical,0.9,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Mitochondria; HPA_additional:Nuclear membrane; HPA_additional:Nucleoplasm,False,1,ICM3,UNKNOWN
ENSG00000076706,MCAM,Phase 1 Clinical,0.8,True,uniprot:Membrane; Single-pass type I membrane protein; HPA_main:Plasma membrane,False,1,ABX-MA1,PHASE_1
ENSG00000076716,GPC4,GO CC high conf,0.65,True,"uniprot:Cell membrane ; Lipid-anchor, GPI- anchor ; Extracellular side; uniprot:Secreted, extracellular space; HPA_main:Plasma membrane; HPA_additional:Nucleoplasm",False,0,,
ENSG00000077147,TM9SF3,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Multi-pass membrane protein; HPA_main:Vesicles; HPA_additional:Golgi apparatus,False,0,,
ENSG00000077238,IL4R,Approved Drug,1.0,True,uniprot:Cell membrane; Single-pass type I membrane protein; uniprot:Secreted; HPA_main:Plasma membrane; HPA_additional:Centriolar satellite; HPA_additional:Nucleoplasm; HPA_extracellular_location:Predicted to be secreted,False,2,CINTREDEKIN BESUDOTOX; DUPILUMAB,PHASE_3
ENSG00000077782,FGFR1,GO CC high conf,0.65,True,"uniprot:Cell membrane; Single-pass type I membrane protein; uniprot:Nucleus; uniprot:Cytoplasm, cytosol; uniprot:Cytoplasmic vesicle; HPA_main:Cytokinetic bridge; HPA_main:Microtubules",False,26,TG100-801; E-7090; NINTEDANIB ESYLATE; PAZOPANIB; FGFR INHIBITOR DEBIO 1347; INFIGRATINIB,PHASE_3
ENSG00000077943,ITGA8,UniProt loc high conf,0.7,True,uniprot:Membrane ; Single- pass type I membrane protein; uniprot:Cell membrane; HPA_main:Plasma membrane,False,0,,
ENSG00000078098,FAP,Advanced Clinical,0.9,True,"uniprot:Cell surface; uniprot:Cell membrane ; Single-pass type II membrane protein; uniprot:Cell projection, lamellipodium membrane ; Single-pass type II membrane protein; uniprot:Cell projection, invadopodium membrane ; Single-pass type II membrane protein; uniprot:Cell projection, ruffle membrane ; Single-pass type II membrane protein; uniprot:Membrane ; Single- pass type II membrane protein",False,3,SIMLUKAFUSP ALFA; F19 131I; SIBROTUZUMAB,PHASE_3
ENSG00000078295,ADCY2,UniProt loc high conf,0.7,True,uniprot:Membrane ; Multi- pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cytoplasm; HPA_main:Golgi apparatus; HPA_main:Vesicles; HPA_additional:Nuclear membrane,False,0,,
ENSG00000078549,ADCYAP1R1,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein; HPA_main:Vesicles,False,0,,
ENSG00000078589,P2RY10,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000079112,CDH17,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Cell Junctions; HPA_additional:Nucleoplasm,False,0,,
ENSG00000079215,SLC1A3,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Nucleoli; HPA_main:Vesicles,False,0,,
ENSG00000079385,CEACAM1,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Lateral cell membrane; uniprot:Apical cell membrane; uniprot:Basal cell membrane; uniprot:Cell junction; uniprot:Cell junction, adherens junction",False,0,,
ENSG00000080224,EPHA6,GO CC high conf,0.65,False,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Mid piece,False,1,VANDETANIB,APPROVAL
ENSG00000080293,SCTR,GO CC high conf,0.65,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Basolateral cell membrane ; Multi-pass membrane protein,False,1,SECRETIN,APPROVAL
ENSG00000080493,SLC4A4,UniProt loc high conf,0.7,True,uniprot:Basolateral cell membrane ; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Cytosol,False,0,,
ENSG00000080644,CHRNA3,UniProt loc high conf,0.7,True,uniprot:Synaptic cell membrane ; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Endoplasmic reticulum; uniprot:Golgi apparatus; HPA_main:Nuclear speckles; HPA_main:Plasma membrane,False,8,PENTOLINIUM; MECAMYLAMINE HYDROCHLORIDE; LARAZOTIDE; TRIMETHAPHAN; MECAMYLAMINE; LARAZOTIDE ACETATE,PHASE_3
ENSG00000080815,PSEN1,UniProt loc high conf,0.7,True,"uniprot:Endoplasmic reticulum; uniprot:Endoplasmic reticulum membrane ; Multi-pass membrane protein; uniprot:Golgi apparatus membrane ; Multi-pass membrane protein; uniprot:Cytoplasmic granule; uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cell projection, growth cone",False,7,SEMAGACESTAT; AVAGACESTAT; TARENFLURBIL; RG-4733; NIROGACESTAT; NIROGACESTAT HYDROBROMIDE,PHASE_3
ENSG00000080822,CLDND1,UniProt loc high conf,0.7,True,"uniprot:Cell junction, tight junction; uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Nucleoplasm; HPA_additional:Cytosol; HPA_additional:Nucleoli",False,0,,
ENSG00000080854,IGSF9B,UniProt loc med conf,0.55,True,"uniprot:Postsynaptic cell membrane ; Single-pass type I membrane protein; uniprot:Postsynaptic density; uniprot:Cell projection, axon; HPA_main:Cell Junctions; HPA_main:Golgi apparatus",False,0,,
ENSG00000081138,CDH7,GO CC high conf,0.65,True,uniprot:Cell membrane; Single-pass type I membrane protein,False,0,,
ENSG00000081148,IMPG2,UniProt loc high conf,0.7,False,"uniprot:Photoreceptor outer segment membrane ; Single-pass type I membrane protein; uniprot:Photoreceptor inner segment membrane ; Single-pass type I membrane protein; uniprot:Secreted, extracellular space, extracellular matrix, interphotoreceptor matrix",False,0,,
ENSG00000081479,LRP2,UniProt loc high conf,0.7,True,"uniprot:Apical cell membrane ; Single-pass type I membrane protein; uniprot:Endosome lumen; uniprot:Membrane, coated pit; uniprot:Cell projection, dendrite; uniprot:Cell projection, axon; HPA_main:Cell Junctions",False,0,,
ENSG00000081818,PCDHB4,GO CC high conf,0.65,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Plasma membrane; HPA_additional:Nuclear membrane,False,0,,
ENSG00000081842,PCDHA6,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single- pass type I membrane protein; uniprot:Secreted; HPA_main:Vesicles; HPA_extracellular_location:Predicted to be secreted,False,0,,
ENSG00000081853,PCDHGA2,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Plasma membrane; HPA_main:Vesicles; HPA_additional:Cytosol; HPA_additional:Focal adhesion sites; HPA_additional:Nucleoli,False,0,,
ENSG00000081985,IL12RB2,GO CC high conf,0.65,True,uniprot:Membrane; Single-pass type I membrane protein; HPA_main:Plasma membrane,False,0,,
ENSG00000082556,OPRK1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Cytosol; HPA_additional:Nucleoplasm,False,38,DIFELIKEFALIN; DEZOCINE; HYDROCODONE BITARTRATE; DEXTROMORAMIDE; ANILERIDINE HYDROCHLORIDE; SAMIDORPHAN L-MALATE,PHASE_3
ENSG00000082684,SEMA5B,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type III membrane protein; HPA_main:Cytosol,False,0,,
ENSG00000082781,ITGB5,GO CC high conf,0.65,True,uniprot:Cell membrane; Single-pass type I membrane protein; HPA_main:Mitochondria; HPA_main:Plasma membrane,False,3,CILENGITIDE; INTETUMUMAB; ABITUZUMAB,PHASE_3
ENSG00000083457,ITGAE,GO CC high conf,0.65,False,uniprot:Membrane; Single-pass type I membrane protein,False,0,,
ENSG00000083857,FAT1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Nucleus,False,0,,
ENSG00000084234,APLP2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Nucleus; HPA_main:Golgi apparatus; HPA_main:Vesicles,False,0,,
ENSG00000084453,SLCO1A2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Basal cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane,False,0,,
ENSG00000084628,NKAIN1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000085063,CD59,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Lipid-anchor, GPI-anchor; uniprot:Secreted; HPA_main:Golgi apparatus; HPA_main:Vesicles",False,0,,
ENSG00000085117,CD82,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cytoplasmic vesicle, phagosome; HPA_main:Vesicles",False,0,,
ENSG00000085514,PILRA,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single- pass type I membrane protein; uniprot:Cell membrane ; Single- pass type I membrane protein; uniprot:Secreted; uniprot:Secreted,False,0,,
ENSG00000085552,IGSF9,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Synapse,False,0,,
