ensembl_id,symbol,baseline_K562,baseline_RPE1,baseline_HepG2,baseline_Jurkat,response_sd_K562,response_sd_RPE1,response_sd_HepG2,response_sd_Jurkat,shared_response_fraction
ENSG00000039123,MTREX,0.6825,0.4001,0.2986,0.5433,0.0639,0.0794,0.0624,0.0833,0.3105
ENSG00000039319,ZFYVE16,0.3337,0.3307,0.3565,0.3122,0.0518,0.0742,0.0714,0.0727,0.3043
ENSG00000039650,PNKP,0.2547,0.3212,0.1810,0.4338,0.0462,0.0698,0.0530,0.0760,0.3427
ENSG00000040275,SPDL1,0.5094,0.6066,0.2407,0.4219,0.0614,0.1511,0.0763,0.0831,0.2229
ENSG00000040341,STAU2,0.3716,0.2085,0.1513,0.3952,0.0531,0.0518,0.0467,0.1008,0.2889
ENSG00000040633,PHF23,0.3870,0.3651,0.2347,0.3106,0.0507,0.0752,0.0594,0.0664,0.3229
ENSG00000041357,PSMA4,1.6890,1.1968,1.1449,1.9137,0.0612,0.1246,0.0981,0.1017,0.4518
ENSG00000041802,LSG1,0.3635,0.2891,0.2307,0.4117,0.0560,0.0722,0.0618,0.0756,0.3744
ENSG00000041988,THAP3,0.1316,0.1389,0.1914,0.1687,0.0396,0.0503,0.0590,0.0560,0.3844
ENSG00000042088,TDP1,0.1161,0.1602,0.1005,0.2286,0.0305,0.0514,0.0382,0.0547,0.2807
ENSG00000042429,MED17,0.2662,0.2500,0.2298,0.3422,0.0483,0.0649,0.0663,0.0726,0.3651
ENSG00000042753,AP2S1,1.2679,2.0563,1.3423,1.4484,0.0942,0.1079,0.0913,0.0909,0.5057
ENSG00000043093,DCUN1D1,0.4151,0.2747,0.2079,0.3936,0.0507,0.0593,0.0527,0.0691,0.2719
ENSG00000043514,TRIT1,0.4028,0.1423,0.0828,0.2647,0.0616,0.0492,0.0386,0.0649,0.3439
ENSG00000044115,CTNNA1,0.3417,0.9674,0.8670,0.4349,0.0535,0.0910,0.0863,0.0775,0.3296
ENSG00000044574,HSPA5,1.5588,2.2802,2.2874,1.5703,0.1763,0.3108,0.1895,0.2259,0.5507
ENSG00000046604,DSG2,0.4746,0.7014,0.5283,0.2904,0.0555,0.1072,0.0930,0.0673,0.3187
ENSG00000046647,GEMIN8,0.0967,0.0824,0.0879,0.1272,0.0268,0.0399,0.0348,0.0438,0.2722
ENSG00000046651,OFD1,0.2837,0.2433,0.1984,0.1513,0.0495,0.0627,0.0560,0.0524,0.3339
ENSG00000047188,YTHDC2,0.2658,0.2169,0.2234,0.3182,0.0441,0.0630,0.0610,0.0649,0.3393
ENSG00000047249,ATP6V1H,0.3576,0.3837,0.2707,0.3649,0.0516,0.0847,0.0735,0.0750,0.4159
ENSG00000047315,POLR2B,0.7739,0.5717,0.4942,0.8863,0.0574,0.0916,0.0735,0.0805,0.3075
ENSG00000047410,TPR,1.5033,1.2944,1.0172,1.1698,0.0829,0.1585,0.1106,0.0930,0.3771
ENSG00000047579,DTNBP1,0.4009,0.1711,0.1782,0.3952,0.0616,0.0497,0.0522,0.0833,0.3184
ENSG00000047621,C12orf4,0.0998,0.2284,0.0639,0.1493,0.0296,0.0586,0.0292,0.0536,0.2539
ENSG00000047849,MAP4,0.7749,1.2475,0.8446,0.6561,0.0663,0.1302,0.0964,0.0835,0.3557
ENSG00000047932,GOPC,0.3802,0.4571,0.4835,0.5717,0.0561,0.0845,0.0754,0.0814,0.3516
ENSG00000048140,TSPAN17,0.1255,0.2111,0.1133,0.0893,0.0342,0.0556,0.0518,0.0423,0.3353
ENSG00000048162,NOP16,0.7483,0.3650,0.4834,0.5863,0.0903,0.0796,0.0870,0.0912,0.3854
ENSG00000048392,RRM2B,0.1121,0.1403,0.1958,0.1023,0.0317,0.1330,0.1288,0.0407,0.3354
ENSG00000048405,ZNF800,0.3670,0.2620,0.1747,0.4891,0.0484,0.0572,0.0504,0.0784,0.3065
ENSG00000048471,SNX29,0.0767,0.0981,0.0536,0.1230,0.0274,0.0577,0.0330,0.0461,0.2977
ENSG00000048544,MRPS10,0.6426,0.6618,0.6597,0.6592,0.1112,0.0879,0.1044,0.1089,0.4232
ENSG00000048649,RSF1,0.7264,0.6367,0.5163,0.5531,0.0763,0.1101,0.0854,0.1001,0.4042
ENSG00000048707,VPS13D,0.1480,0.1667,0.1527,0.1418,0.0363,0.0514,0.0502,0.0466,0.3037
ENSG00000048828,FAM120A,0.4105,0.6745,0.5082,0.6885,0.0495,0.0842,0.0731,0.0784,0.3426
ENSG00000048991,R3HDM1,0.4467,0.3446,0.3312,0.6214,0.0646,0.0726,0.0662,0.0879,0.3517
ENSG00000049167,ERCC8,0.1421,0.0877,0.1240,0.1410,0.0344,0.0365,0.0400,0.0481,0.2704
ENSG00000049245,VAMP3,0.2307,0.5320,0.7640,0.1600,0.0423,0.0831,0.0831,0.0499,0.3336
ENSG00000049449,RCN1,0.1341,0.8609,0.7935,0.2928,0.0393,0.1108,0.1137,0.0664,0.3447
ENSG00000049541,RFC2,0.6251,0.4687,0.3492,0.5839,0.0708,0.1367,0.0845,0.0887,0.2759
ENSG00000049618,ARID1B,0.5902,0.4064,0.5526,0.6524,0.0602,0.0706,0.0807,0.0783,0.3059
ENSG00000049656,CLPTM1L,0.8582,0.6150,0.5825,1.1868,0.0640,0.0832,0.0766,0.1032,0.3368
ENSG00000049860,HEXB,0.2253,0.5723,0.3356,0.2581,0.0465,0.0889,0.0712,0.0597,0.2712
ENSG00000049883,PTCD2,0.1852,0.0938,0.0857,0.1140,0.0410,0.0383,0.0335,0.0417,0.3008
ENSG00000050130,JKAMP,0.1622,0.3802,0.2639,0.3293,0.0342,0.0872,0.0600,0.0612,0.2835
ENSG00000050344,NFE2L3,0.1377,0.1055,0.3515,0.1981,0.0415,0.0468,0.1047,0.0583,0.2701
ENSG00000050393,MCUR1,0.6931,0.5496,0.5758,0.8285,0.0605,0.1013,0.0819,0.0810,0.2994
ENSG00000050405,LIMA1,0.1351,0.8647,0.5108,0.3497,0.0451,0.1582,0.1158,0.0817,0.3449
ENSG00000050426,LETMD1,0.3307,0.1301,0.3849,0.2084,0.0608,0.0655,0.0929,0.0739,0.4540
ENSG00000050748,MAPK9,0.2499,0.2972,0.2898,0.3890,0.0491,0.0659,0.0639,0.0725,0.3031
ENSG00000051108,HERPUD1,0.2596,0.3996,0.8193,0.2571,0.0883,0.2112,0.1529,0.0975,0.4783
ENSG00000051128,HOMER3,0.0822,0.7735,0.3207,0.2594,0.0527,0.1047,0.0844,0.0739,0.2659
ENSG00000051180,RAD51,0.1870,0.1735,0.1322,0.2685,0.0422,0.0639,0.0521,0.0627,0.2390
ENSG00000051341,POLQ,0.2500,0.1797,0.0963,0.2870,0.0453,0.0701,0.0458,0.0703,0.2795
ENSG00000051382,PIK3CB,0.3668,0.1975,0.1731,0.1690,0.0583,0.0519,0.0515,0.0519,0.3071
ENSG00000051596,THOC3,0.4662,0.1250,0.3418,0.4100,0.0513,0.0452,0.0807,0.0696,0.3154
ENSG00000051620,HEBP2,0.6943,1.0134,0.9719,0.8163,0.0640,0.0975,0.0880,0.0854,0.3835
ENSG00000051825,MPHOSPH9,0.4035,0.3145,0.3332,0.5467,0.0515,0.0817,0.0720,0.0834,0.2987
ENSG00000052126,PLEKHA5,0.3451,0.5780,0.1488,0.2019,0.0533,0.0912,0.0492,0.0596,0.2815
ENSG00000052723,SIKE1,0.4833,0.2501,0.2665,0.6026,0.0590,0.0641,0.0627,0.0827,0.3598
ENSG00000052749,RRP12,0.2721,0.2330,0.2708,0.2771,0.0473,0.0832,0.0658,0.0624,0.3010
ENSG00000052795,FNIP2,0.3447,0.2930,0.2189,0.2498,0.0721,0.0930,0.0601,0.0590,0.2490
ENSG00000052802,MSMO1,0.3249,0.1999,0.5877,0.4548,0.0714,0.1073,0.1509,0.1288,0.4128
ENSG00000052841,TTC17,0.2869,0.2525,0.1982,0.2919,0.0662,0.0794,0.0644,0.0713,0.4336
ENSG00000053254,FOXN3,0.1537,0.0704,0.3341,0.4668,0.0391,0.0400,0.0810,0.0762,0.3150
ENSG00000053371,AKR7A2,0.4877,0.6721,1.2429,0.9277,0.0756,0.1013,0.1309,0.1029,0.4428
ENSG00000053372,MRTO4,1.1356,0.7936,1.1215,0.8759,0.0893,0.1364,0.1280,0.0967,0.3891
ENSG00000053501,USE1,0.2627,0.2569,0.2271,0.5502,0.0543,0.0656,0.0606,0.0850,0.4063
ENSG00000053770,AP5M1,0.2223,0.1249,0.1656,0.2829,0.0398,0.0504,0.0523,0.0697,0.3135
ENSG00000053900,ANAPC4,0.2299,0.1307,0.1206,0.2316,0.0449,0.0429,0.0404,0.0574,0.2926
ENSG00000054116,TRAPPC3,0.9484,0.6418,0.6900,0.7826,0.0661,0.0796,0.0763,0.0752,0.3441
ENSG00000054118,THRAP3,1.3160,1.1664,1.0025,1.4590,0.0675,0.1418,0.1000,0.0749,0.3378
ENSG00000054148,PHPT1,1.1442,1.2618,1.4332,0.9039,0.0993,0.2728,0.1776,0.1069,0.3971
ENSG00000054267,ARID4B,0.6575,0.5371,0.4648,0.8187,0.0729,0.1046,0.0872,0.1102,0.4257
ENSG00000054277,OPN3,0.0785,0.2426,0.1248,0.1309,0.0418,0.1066,0.0511,0.0488,0.2997
ENSG00000054282,SDCCAG8,0.2460,0.5079,0.1254,0.2807,0.0580,0.0935,0.0568,0.0782,0.4212
ENSG00000054523,KIF1B,0.2857,0.4453,0.6899,0.1933,0.0505,0.1055,0.1106,0.0551,0.3595
ENSG00000054611,TBC1D22A,0.1621,0.1701,0.3038,0.2162,0.0362,0.0518,0.0714,0.0544,0.3131
ENSG00000055044,NOP58,1.0296,0.6479,0.7470,1.1518,0.0951,0.1233,0.1090,0.1004,0.3276
ENSG00000055070,SZRD1,0.5239,0.5789,0.6959,0.4483,0.0610,0.0817,0.0956,0.0732,0.3811
ENSG00000055130,CUL1,0.5519,0.4153,0.3640,0.3983,0.0624,0.0760,0.0655,0.0749,0.3128
ENSG00000055147,FAM114A2,0.1303,0.1937,0.1049,0.2290,0.0355,0.0524,0.0402,0.0623,0.3380
ENSG00000055208,TAB2,0.2213,0.2878,0.2394,0.1738,0.0515,0.0688,0.0590,0.0543,0.3414
ENSG00000055211,GINM1,0.1817,0.4708,0.3255,0.2686,0.0409,0.0882,0.0713,0.0599,0.3398
ENSG00000055332,EIF2AK2,0.4118,0.7449,0.4559,0.4434,0.0592,0.0882,0.0748,0.0743,0.3139
ENSG00000055483,USP36,0.2843,0.1666,0.2701,0.2678,0.0486,0.0609,0.0660,0.0648,0.3253
ENSG00000055609,KMT2C,0.6542,0.3451,0.2707,0.5137,0.0669,0.0746,0.0689,0.0802,0.3380
ENSG00000055917,PUM2,0.3287,0.2266,0.3836,0.3818,0.0459,0.0558,0.0699,0.0680,0.2910
ENSG00000055950,MRPL43,0.4098,1.0627,0.8787,0.7103,0.0508,0.0818,0.0829,0.0752,0.3646
ENSG00000056050,HPF1,0.3571,0.5026,0.1990,0.8271,0.0557,0.0969,0.0543,0.1103,0.2403
ENSG00000056097,ZFR,0.9410,0.6929,0.8388,0.6761,0.0837,0.1023,0.1076,0.0873,0.5183
ENSG00000056586,RC3H2,0.2104,0.2624,0.1909,0.2614,0.0431,0.0617,0.0547,0.0673,0.3131
ENSG00000057019,DCBLD2,0.1457,2.1099,0.8261,0.1230,0.0387,0.1357,0.2489,0.0404,0.2310
ENSG00000057252,SOAT1,0.2281,0.3181,0.2047,0.2328,0.0418,0.0756,0.0561,0.0577,0.2602
ENSG00000057608,GDI2,1.2362,1.2987,1.5647,1.2577,0.0592,0.1405,0.0727,0.0815,0.3119
ENSG00000057663,ATG5,0.4701,0.3682,0.2708,0.3727,0.0542,0.0691,0.0608,0.0747,0.3299
ENSG00000057757,PITHD1,0.7871,0.4594,0.7213,0.5208,0.1034,0.1031,0.1089,0.0947,0.3657
ENSG00000057935,MTA3,0.2805,0.2335,0.2151,0.2924,0.0486,0.0603,0.0658,0.0670,0.3537
ENSG00000058056,USP13,0.1600,0.2564,0.2430,0.2480,0.0372,0.0774,0.0600,0.0612,0.2724
ENSG00000058063,ATP11B,0.5298,0.2394,0.0729,0.3664,0.0649,0.0587,0.0351,0.0738,0.3060
ENSG00000058262,SEC61A1,0.4575,0.6437,0.6639,0.3731,0.0530,0.1058,0.0830,0.0703,0.3335
ENSG00000058272,PPP1R12A,0.6499,0.8694,0.6394,0.8384,0.0687,0.1001,0.0766,0.1138,0.3372
ENSG00000058600,POLR3E,0.3695,0.1197,0.3157,0.2632,0.0479,0.0430,0.0677,0.0606,0.3023
ENSG00000058729,RIOK2,0.4639,0.2885,0.1959,0.7105,0.0569,0.0710,0.0592,0.0923,0.3276
ENSG00000058799,YIPF1,0.1273,0.0996,0.1245,0.1293,0.0363,0.0432,0.0438,0.0476,0.3037
ENSG00000058804,NDC1,0.3857,0.1980,0.1985,0.2273,0.0517,0.0633,0.0564,0.0550,0.3056
ENSG00000059122,FLYWCH1,0.0796,0.0988,0.0844,0.0884,0.0256,0.0498,0.0470,0.0371,0.3113
ENSG00000059145,UNKL,0.2268,0.1152,0.1125,0.1659,0.0488,0.0558,0.0481,0.0608,0.4183
ENSG00000059573,ALDH18A1,0.1704,0.3795,0.5567,0.3304,0.0382,0.0753,0.0894,0.0653,0.3392
ENSG00000059588,TARBP1,0.3139,0.1255,0.1410,0.3578,0.0534,0.0428,0.0463,0.0702,0.3109
ENSG00000059691,GATB,0.2126,0.1720,0.2396,0.2492,0.0418,0.0483,0.0538,0.0602,0.2832
ENSG00000059758,CDK17,0.1459,0.3260,0.1359,0.1230,0.0341,0.0807,0.0505,0.0464,0.2488
ENSG00000059769,DNAJC25,0.1739,0.1547,0.1176,0.1217,0.0415,0.0743,0.0487,0.0486,0.4011
ENSG00000060138,YBX3,1.1116,1.2461,0.9194,1.6359,0.0765,0.1991,0.1200,0.1234,0.2645
ENSG00000060237,WNK1,0.4781,0.9136,0.5929,0.7162,0.0665,0.1081,0.0804,0.0982,0.3406
ENSG00000060339,CCAR1,1.0479,0.9308,0.8286,0.9772,0.0756,0.1005,0.0911,0.1026,0.3686
ENSG00000060491,OGFR,0.1975,0.2195,0.3513,0.4260,0.0405,0.0555,0.0675,0.0713,0.2913
ENSG00000060688,SNRNP40,1.0358,0.4567,0.5199,0.8625,0.0739,0.0922,0.0839,0.0856,0.3352
ENSG00000060749,QSER1,0.5947,0.5239,0.4072,0.4645,0.0548,0.1043,0.0765,0.0763,0.2623
ENSG00000060762,MPC1,0.5123,0.2641,0.6073,0.6146,0.0844,0.0951,0.1420,0.0888,0.4387
ENSG00000060971,ACAA1,0.4144,0.3092,1.0301,0.6305,0.0570,0.0723,0.1375,0.0878,0.3771
ENSG00000060982,BCAT1,0.9202,0.7524,0.2371,0.6158,0.0899,0.1215,0.0838,0.1121,0.4766
ENSG00000061273,HDAC7,0.2187,0.2594,0.1604,0.2711,0.0464,0.0639,0.0483,0.0733,0.2948
ENSG00000061794,MRPS35,0.7545,0.7893,0.7429,0.7332,0.0813,0.1063,0.0898,0.0936,0.4475
ENSG00000061936,SFSWAP,0.5720,0.3829,0.5398,0.6110,0.0602,0.0759,0.0762,0.0803,0.3570
ENSG00000061987,MON2,0.1825,0.1850,0.1976,0.1722,0.0404,0.0576,0.0618,0.0521,0.3218
ENSG00000062194,GPBP1,0.7852,0.4872,0.5092,0.7692,0.0658,0.0828,0.0823,0.0892,0.3892
ENSG00000062485,CS,0.5487,0.3840,0.7632,0.3702,0.0518,0.0748,0.0926,0.0643,0.3344
ENSG00000062582,MRPS24,1.3144,1.1877,1.1609,1.3810,0.0711,0.0914,0.0881,0.0903,0.4078
ENSG00000062650,WAPL,0.5160,0.7181,0.6740,0.7567,0.0530,0.0986,0.0791,0.0815,0.2744
ENSG00000062716,VMP1,0.5527,1.0055,0.9277,0.3502,0.0825,0.1267,0.1311,0.0674,0.3823
ENSG00000062725,APPBP2,0.1617,0.2583,0.2151,0.2516,0.0441,0.0641,0.0681,0.0598,0.3397
ENSG00000062822,POLD1,0.3814,0.1500,0.2006,0.4324,0.0540,0.0516,0.0598,0.0749,0.3576
ENSG00000063046,EIF4B,1.6200,1.4052,1.7707,1.3740,0.1166,0.1731,0.1679,0.1283,0.6379
ENSG00000063177,RPL18,3.4743,3.2287,3.1247,3.4219,0.0835,0.1363,0.1078,0.1123,0.6556
ENSG00000063241,ISOC2,0.9465,0.5384,0.9772,0.6082,0.0923,0.1060,0.1053,0.0884,0.3956
ENSG00000063244,U2AF2,0.4843,0.3619,0.3128,0.4981,0.0533,0.0718,0.0620,0.0688,0.3253
ENSG00000063245,EPN1,0.5167,0.5715,0.4494,0.4777,0.0536,0.0743,0.0709,0.0722,0.2752
ENSG00000063322,MED29,0.1894,0.2683,0.2068,0.2836,0.0441,0.0641,0.0567,0.0642,0.3464
ENSG00000063854,HAGH,0.2203,0.4536,0.6015,0.8121,0.0611,0.0939,0.1240,0.0845,0.4818
ENSG00000063978,RNF4,0.2385,0.3138,0.2378,0.3603,0.0420,0.0644,0.0563,0.0649,0.2653
ENSG00000064102,INTS13,0.4106,0.4521,0.2140,0.5604,0.0668,0.0828,0.0547,0.0919,0.3778
ENSG00000064115,TM7SF3,0.2049,0.6111,0.5892,1.2799,0.0478,0.1210,0.1090,0.1246,0.2589
ENSG00000064199,SPA17,0.1151,0.2772,0.1142,0.1503,0.0327,0.0676,0.0434,0.0496,0.2693
ENSG00000064313,TAF2,0.2826,0.2070,0.1429,0.3101,0.0446,0.0547,0.0444,0.0640,0.2947
ENSG00000064393,HIPK2,0.4912,0.6928,0.5617,0.2677,0.0688,0.0975,0.0854,0.0654,0.3084
ENSG00000064419,TNPO3,0.6136,0.3244,0.2850,0.4947,0.0573,0.0675,0.0577,0.0753,0.3033
ENSG00000064490,RFXANK,0.5419,0.3464,0.3019,0.5567,0.0811,0.0765,0.0663,0.0811,0.4074
ENSG00000064545,TMEM161A,0.3067,0.1564,0.2350,0.2971,0.0476,0.0548,0.0588,0.0615,0.3281
ENSG00000064601,CTSA,0.2739,0.5935,1.0646,0.1966,0.0464,0.1076,0.1447,0.0535,0.3166
ENSG00000064607,SUGP2,0.5715,0.3551,0.3290,0.6585,0.0663,0.0713,0.0636,0.0914,0.3634
ENSG00000064651,SLC12A2,0.2164,0.1840,0.0944,0.3470,0.0430,0.0556,0.0423,0.0694,0.3084
ENSG00000064652,SNX24,0.0741,0.2417,0.2210,0.0981,0.0268,0.0743,0.0685,0.0417,0.3209
ENSG00000064666,CNN2,0.2878,0.8620,0.8367,0.5430,0.0679,0.1296,0.1057,0.1091,0.3549
ENSG00000064703,DDX20,0.2687,0.1688,0.1391,0.3387,0.0473,0.0497,0.0479,0.0634,0.2879
ENSG00000064726,BTBD1,0.3792,0.2963,0.2162,0.3675,0.0491,0.0674,0.0558,0.0683,0.3083
ENSG00000064933,PMS1,0.3047,0.2203,0.2443,0.3276,0.0512,0.0610,0.0583,0.0638,0.3179
ENSG00000064961,HMG20B,0.2793,0.4917,0.3290,0.4448,0.0460,0.0847,0.0658,0.0751,0.3184
ENSG00000064995,TAF11,0.7888,0.2751,0.4931,0.4445,0.0653,0.0637,0.0742,0.0667,0.3200
ENSG00000064999,ANKS1A,0.1791,0.0845,0.1702,0.1272,0.0375,0.0380,0.0487,0.0455,0.2691
ENSG00000065000,AP3D1,0.6336,0.6304,0.5876,0.5148,0.0687,0.0918,0.0921,0.0744,0.4123
ENSG00000065054,SLC9A3R2,0.1478,0.6454,0.6132,0.0881,0.0453,0.1094,0.0896,0.0403,0.3142
ENSG00000065057,NTHL1,0.4941,0.3631,0.5542,0.6975,0.0746,0.0859,0.0986,0.0913,0.4783
ENSG00000065060,UHRF1BP1,0.2802,0.0886,0.2158,0.1599,0.0480,0.0365,0.0591,0.0517,0.2905
ENSG00000065135,GNAI3,0.7357,0.7983,0.4891,0.6495,0.0633,0.0977,0.0805,0.0791,0.2965
ENSG00000065150,IPO5,1.4370,1.0296,0.9043,1.0146,0.0880,0.1360,0.1104,0.0960,0.4161
ENSG00000065154,OAT,0.4112,0.7525,0.5146,0.2466,0.0864,0.0924,0.0922,0.0607,0.3303
ENSG00000065183,WDR3,0.4770,0.2947,0.2865,0.6211,0.0617,0.0703,0.0632,0.0892,0.3543
ENSG00000065243,PKN2,0.2874,0.5256,0.4238,0.3641,0.0487,0.0798,0.0703,0.0722,0.2655
ENSG00000065268,WDR18,0.7580,0.4573,0.5670,0.6832,0.0859,0.0930,0.1000,0.0948,0.4968
ENSG00000065308,TRAM2,0.1730,0.7143,0.4697,0.1760,0.0391,0.1113,0.0801,0.0520,0.2919
ENSG00000065328,MCM10,0.5372,0.2853,0.3291,0.6908,0.0643,0.1105,0.1135,0.0955,0.3409
ENSG00000065427,KARS,0.7530,0.5480,0.6454,0.8760,0.0627,0.0781,0.0760,0.0774,0.3250
ENSG00000065457,ADAT1,0.1412,0.1697,0.1078,0.3130,0.0392,0.0500,0.0399,0.0652,0.2787
ENSG00000065518,NDUFB4,0.9922,1.0839,0.8626,1.4117,0.0683,0.1135,0.0914,0.0919,0.4653
ENSG00000065526,SPEN,0.8377,0.5402,0.7165,0.9789,0.0714,0.0865,0.0940,0.0914,0.3294
ENSG00000065548,ZC3H15,1.2342,1.0584,1.1878,1.1542,0.0785,0.1099,0.1058,0.0981,0.4726
ENSG00000065559,MAP2K4,0.1553,0.2188,0.2663,0.1859,0.0369,0.0556,0.0658,0.0537,0.3107
ENSG00000065600,PACC1,0.1244,0.0855,0.0593,0.2419,0.0333,0.0392,0.0327,0.0614,0.2936
ENSG00000065613,SLK,0.4317,0.8018,0.4627,0.5097,0.0573,0.1120,0.0779,0.0749,0.2731
ENSG00000065615,CYB5R4,0.2565,0.1139,0.1087,0.2960,0.0479,0.0422,0.0423,0.0659,0.2959
ENSG00000065802,ASB1,0.2084,0.3108,0.1711,0.1891,0.0383,0.0769,0.0484,0.0513,0.2687
ENSG00000065882,TBC1D1,0.1959,0.4724,0.2474,0.5196,0.0417,0.0868,0.0618,0.0767,0.3299
ENSG00000065883,CDK13,0.4262,0.4267,0.3218,0.5590,0.0559,0.0754,0.0658,0.0839,0.3384
ENSG00000065911,MTHFD2,0.9092,0.5245,0.8607,0.9029,0.1196,0.1573,0.2013,0.1641,0.6354
ENSG00000065978,YBX1,3.7585,2.9176,2.6425,3.3517,0.0850,0.1145,0.1189,0.0971,0.5591
ENSG00000066027,PPP2R5A,0.3397,0.1397,0.2179,0.2971,0.0539,0.0453,0.0607,0.0723,0.3392
ENSG00000066044,ELAVL1,0.7697,0.6037,0.6608,0.9213,0.0560,0.0887,0.0806,0.0747,0.2945
ENSG00000066084,DIP2B,0.2047,0.1356,0.3286,0.1778,0.0391,0.0469,0.0654,0.0514,0.2674
ENSG00000066117,SMARCD1,0.5467,0.3662,0.4508,0.5882,0.0599,0.0685,0.0717,0.0789,0.2972
ENSG00000066135,KDM4A,0.1552,0.1386,0.1493,0.1824,0.0400,0.0477,0.0558,0.0558,0.3278
ENSG00000066136,NFYC,0.4586,0.2507,0.2976,0.5348,0.0586,0.0568,0.0620,0.0704,0.3068
ENSG00000066279,ASPM,0.9981,1.2843,0.6275,1.2829,0.1049,0.3940,0.1964,0.1794,0.2573
ENSG00000066322,ELOVL1,0.3364,0.6612,0.3788,0.2037,0.0500,0.0860,0.0816,0.0588,0.2904
ENSG00000066379,ZNRD1,0.7651,0.2059,0.4139,1.0469,0.0720,0.0553,0.0769,0.0952,0.3486
ENSG00000066422,ZBTB11,0.4671,0.1488,0.1610,0.4397,0.0526,0.0524,0.0513,0.0743,0.2833
ENSG00000066427,ATXN3,0.1029,0.1555,0.1258,0.3867,0.0299,0.0502,0.0509,0.0676,0.2806
ENSG00000066455,GOLGA5,0.0968,0.2750,0.1697,0.1773,0.0297,0.0757,0.0596,0.0555,0.3291
ENSG00000066557,LRRC40,0.2268,0.1796,0.1767,0.2275,0.0419,0.0517,0.0462,0.0551,0.2495
ENSG00000066583,ISOC1,0.4589,0.1022,0.3731,0.3154,0.0544,0.0377,0.0738,0.0674,0.3223
ENSG00000066651,TRMT11,0.3260,0.2469,0.3274,0.1330,0.0501,0.0601,0.0704,0.0436,0.3052
ENSG00000066654,THUMPD1,0.7296,0.3786,0.4667,0.5634,0.0747,0.0755,0.0764,0.0812,0.2878
ENSG00000066697,MSANTD3,0.2154,0.7660,0.2124,0.2800,0.0393,0.0979,0.0652,0.0615,0.2627
ENSG00000066777,ARFGEF1,0.3463,0.3840,0.2381,0.5112,0.0615,0.0734,0.0645,0.0775,0.3675
ENSG00000066855,MTFR1,0.2138,0.1893,0.2581,0.1952,0.0401,0.0518,0.0570,0.0536,0.2739
ENSG00000066926,FECH,0.1042,0.1150,0.0904,0.2399,0.0335,0.0440,0.0362,0.0571,0.2815
ENSG00000066933,MYO9A,0.1926,0.2441,0.1182,0.2307,0.0422,0.0610,0.0465,0.0628,0.2873
ENSG00000067057,PFKP,0.2050,1.1081,0.1337,0.8811,0.0469,0.1561,0.0544,0.1100,0.3116
ENSG00000067064,IDI1,0.6892,0.2147,0.9946,0.8410,0.0831,0.0989,0.1952,0.1399,0.4385
ENSG00000067066,SP100,0.1332,0.8156,0.0575,0.3701,0.0448,0.1009,0.0545,0.0806,0.3685
ENSG00000067082,KLF6,0.1901,0.5781,1.0516,0.1223,0.0880,0.1574,0.1960,0.0541,0.2787
ENSG00000067167,TRAM1,0.4440,0.8323,1.0073,0.7406,0.0626,0.1311,0.1170,0.0875,0.3971
ENSG00000067182,TNFRSF1A,0.2189,0.9695,0.4411,0.3073,0.0497,0.1044,0.0744,0.0666,0.2976
ENSG00000067225,PKM,1.5525,2.7939,1.9748,2.0681,0.1067,0.1223,0.1232,0.1198,0.3144
ENSG00000067248,DHX29,0.6397,0.6907,0.3070,0.6178,0.0586,0.0840,0.0641,0.0790,0.3582
ENSG00000067334,DNTTIP2,0.7211,0.6949,0.4066,0.8671,0.0637,0.1119,0.0867,0.0878,0.3802
ENSG00000067365,METTL22,0.1319,0.1485,0.1643,0.2554,0.0340,0.0501,0.0515,0.0607,0.3206
ENSG00000067369,TP53BP1,0.2100,0.4043,0.1531,0.3490,0.0423,0.0826,0.0499,0.0680,0.2939
ENSG00000067533,RRP15,0.6139,0.3518,0.2652,0.4328,0.0703,0.0716,0.0627,0.0721,0.3326
ENSG00000067560,RHOA,1.4112,1.6451,1.2214,1.3238,0.0540,0.0973,0.0776,0.0772,0.3328
ENSG00000067596,DHX8,0.1976,0.1898,0.1935,0.2788,0.0401,0.0496,0.0512,0.0592,0.2692
ENSG00000067704,IARS2,0.7907,0.6281,0.7134,0.6844,0.0727,0.0798,0.0863,0.0808,0.4259
ENSG00000067829,IDH3G,0.2568,0.4654,0.2866,0.5856,0.0474,0.0753,0.0648,0.0762,0.3616
ENSG00000067836,ROGDI,0.0855,0.1476,0.2711,0.0988,0.0355,0.0569,0.0655,0.0436,0.3556
ENSG00000067900,ROCK1,0.5020,0.8160,0.5532,1.0769,0.0596,0.0914,0.0774,0.0924,0.3594
ENSG00000067955,CBFB,0.3743,0.2623,0.2956,0.3939,0.0521,0.0642,0.0653,0.0778,0.2750
ENSG00000068001,HYAL2,0.2715,0.3461,0.5993,0.2676,0.0482,0.0786,0.0944,0.0621,0.3693
ENSG00000068028,RASSF1,0.2593,0.1322,0.1273,0.1585,0.0754,0.0765,0.0731,0.0708,0.5045
ENSG00000068079,IFI35,0.0961,0.1178,0.2056,0.1076,0.0373,0.0470,0.0612,0.0461,0.3411
ENSG00000068097,HEATR6,0.1035,0.1145,0.1003,0.1415,0.0309,0.0397,0.0385,0.0438,0.2654
ENSG00000068120,COASY,0.3320,0.2665,0.8656,0.2604,0.0469,0.0633,0.0944,0.0605,0.3133
