cell_line,knockdown,n_cells,effect_l2,relative_effect,n_de_genes,on_target_residual,mean_cross_line_r
K562,DSN1,245,4.5272,1.1029,729,0.1259,0.3213
K562,DTL,136,5.1732,1.2602,583,0.4342,0.2398
K562,DTYMK,121,4.1369,1.0078,127,0.3027,0.1747
K562,DUT,49,6.1761,1.5045,243,0.0578,0.1693
K562,DYNC1H1,291,3.0638,0.7463,124,0.2502,0.0897
K562,DYNC1I2,300,2.9274,0.7131,74,0.3214,0.2357
K562,DYNLL1,71,4.5097,1.0986,42,0.1870,0.2834
K562,DYNLRB1,141,2.6017,0.6338,4,0.5419,0.1397
K562,E2F6,150,2.6488,0.6453,2,0.1164,0.0089
K562,E4F1,134,4.4832,1.0921,274,0.0882,0.3077
K562,EARS2,192,2.6421,0.6436,11,,0.1646
K562,EBNA1BP2,82,5.8423,1.4232,409,0.1395,0.2598
K562,ECD,72,5.9166,1.4413,412,0.1533,0.2471
K562,ECT2,55,5.0748,1.2362,67,0.1797,0.0610
K562,EDC4,166,2.7124,0.6607,7,0.2497,0.1318
K562,EEF1A1,37,5.7344,1.3969,29,0.4834,0.0663
K562,EEF1B2,32,5.7292,1.3956,4,0.2035,0.1031
K562,EEF1G,175,4.7916,1.1673,333,0.0654,0.4473
K562,EEF2,160,4.0327,0.9824,214,0.4805,0.3357
K562,EFTUD2,127,5.2895,1.2885,563,0.6519,0.3754
K562,EGLN2,181,1.9063,0.4644,2,0.5497,0.0179
K562,EIF1,95,3.8932,0.9484,12,0.1784,0.2825
K562,EIF1AD,33,5.4614,1.3304,9,0.1681,0.0856
K562,EIF1AX,134,5.0536,1.2311,417,0.3430,0.2712
K562,EIF2B1,178,4.3735,1.0654,370,0.0918,0.5015
K562,EIF2B2,319,6.8498,1.6686,1869,0.2355,0.6225
K562,EIF2B3,104,7.6281,1.8582,1254,0.0621,0.5629
K562,EIF2B4,324,6.8998,1.6808,1894,0.2831,0.5493
K562,EIF2B5,461,6.4924,1.5816,1956,0.2528,0.5883
K562,EIF2S1,243,10.4200,2.5383,2970,0.1863,0.5167
K562,EIF2S2,120,4.4485,1.0837,214,0.4377,0.3321
K562,EIF2S3,57,10.2131,2.4879,1543,0.2128,0.3733
K562,EIF3A,379,7.2241,1.7598,2457,0.3325,0.5385
K562,EIF3B,34,9.0284,2.1993,739,0.3563,0.4667
K562,EIF3CL,44,6.3836,1.5551,212,,0.4964
K562,EIF3D,186,7.6435,1.8620,1830,0.2146,0.5603
K562,EIF3E,232,6.3050,1.5359,1412,0.2939,0.4626
K562,EIF3F,67,5.0419,1.2282,114,0.3526,0.3247
K562,EIF3G,67,7.0418,1.7154,743,0.2081,0.3059
K562,EIF3H,369,4.9344,1.2020,1070,0.1073,0.3127
K562,EIF3I,61,6.2945,1.5334,357,0.3276,0.4881
K562,EIF3J,82,4.4595,1.0864,57,0.0727,0.3298
K562,EIF3L,57,5.1638,1.2579,48,0.0606,0.2734
K562,EIF3M,246,5.6669,1.3805,1153,0.1863,0.5704
K562,EIF4A1,46,5.4008,1.3156,30,0.2773,0.3402
K562,EIF4A3,7,13.1061,3.1927,77,0.9362,0.2254
K562,EIF4B,41,5.3220,1.2965,4,0.1137,0.3121
K562,EIF4E,357,6.4169,1.5632,1768,0.0728,0.5817
K562,EIF4G1,372,5.0244,1.2240,1074,0.2369,0.4703
K562,EIF4G2,171,3.2063,0.7811,67,0.3739,0.3915
K562,EIF5,88,3.2583,0.7937,7,0.4428,0.1491
K562,EIF5A,140,4.7085,1.1470,388,0.3662,0.3221
K562,EIF6,129,5.3758,1.3096,599,0.1289,0.2752
K562,ELAC2,85,3.5815,0.8725,6,0.0786,0.1709
K562,ELL,83,4.1726,1.0165,25,0.1932,0.2774
K562,ELOVL1,176,2.5640,0.6246,3,0.0512,0.0630
K562,ELP2,189,2.6308,0.6409,5,0.2019,0.1839
K562,ELP3,119,3.5396,0.8623,31,0.0664,0.4114
K562,ELP5,177,3.1210,0.7603,49,0.1662,0.3974
K562,ELP6,83,3.4896,0.8501,1,0.2210,0.1278
K562,EMC1,83,3.4875,0.8496,5,0.0606,0.0476
K562,EMC3,98,2.2778,0.5549,1,0.3405,0.0704
K562,EMC4,55,4.3810,1.0672,2,0.0375,0.0897
K562,EMC7,193,2.4394,0.5943,1,0.1258,0.1102
K562,ENO1,70,4.5786,1.1154,31,0.0888,0.2198
K562,EP400,82,9.7718,2.3805,1621,0.0862,0.3046
K562,EPRS,79,5.6330,1.3722,339,0.1028,0.4054
K562,ERAL1,116,3.0750,0.7491,11,0.1340,0.0466
K562,ERCC2,117,4.9533,1.2066,411,0.0345,0.3488
K562,ERCC3,163,3.5116,0.8554,98,0.0687,0.1646
K562,ERH,86,5.6240,1.3700,428,0.5962,0.2864
K562,ERVW-1,88,2.3555,0.5738,1,,0.0110
K562,ESF1,74,4.6708,1.1378,145,0.2804,0.2108
K562,ESPL1,120,3.5784,0.8717,29,,0.2949
K562,ESPN,210,1.6082,0.3918,1,,0.0202
K562,ETF1,52,7.7602,1.8904,710,0.1896,0.4521
K562,EWSR1,48,4.6298,1.1278,7,0.3105,0.0767
K562,EXOC1,182,2.3870,0.5815,1,0.1256,0.1204
K562,EXOC2,88,3.4662,0.8444,2,0.0842,0.0376
K562,EXOC3,247,2.1004,0.5117,1,1.0000,0.0646
K562,EXOC4,108,3.2394,0.7891,4,0.0247,0.1222
K562,EXOC5,110,3.3833,0.8242,24,0.1945,0.1569
K562,EXOC7,32,7.2205,1.7589,212,0.0000,0.2902
K562,EXOC8,18,6.9289,1.6879,2,,0.0213
K562,EXOSC1,77,3.7423,0.9116,11,0.2007,0.0551
K562,EXOSC10,92,4.0918,0.9968,87,0.2248,0.0477
K562,EXOSC2,226,8.0136,1.9522,1742,0.1681,0.4825
K562,EXOSC3,53,8.9844,2.1886,863,0.2331,0.4401
K562,EXOSC4,102,8.3663,2.0381,1321,0.2044,0.5032
K562,EXOSC5,41,8.8662,2.1598,670,0.1085,0.4601
K562,EXOSC6,75,7.1561,1.7433,681,0.2634,0.1772
K562,EXOSC7,113,4.4929,1.0945,118,0.2172,0.3749
K562,EXOSC8,126,7.2636,1.7694,955,0.1187,0.4639
K562,EXOSC9,40,8.9523,2.1808,744,0.3043,0.4405
K562,F8A1,28,6.1348,1.4945,7,,0.0060
K562,FAF2,165,2.5877,0.6304,6,0.0479,0.1221
K562,FAM133B,25,6.6669,1.6241,21,0.2194,0.0596
K562,FAM136A,50,8.1928,1.9958,1005,0.2647,0.2449
K562,FAM207A,103,3.2234,0.7852,2,0.2026,0.0441
K562,FAM229A,137,2.8275,0.6888,2,,0.0073
K562,FAM32A,396,4.8420,1.1795,1342,0.2714,0.4428
K562,FAM50A,38,10.4403,2.5433,1430,0.0000,0.4385
K562,FAM72D,120,2.9104,0.7090,0,,0.0160
K562,FARS2,40,4.8759,1.1878,3,0.0741,0.0887
K562,FARSA,138,6.3295,1.5419,1047,0.0761,0.5223
K562,FARSB,97,6.8106,1.6591,930,0.0976,0.4117
K562,FASTKD5,187,3.5468,0.8640,26,0.0949,0.3258
K562,FAU,48,7.7455,1.8868,742,0.4329,0.4746
K562,FBL,132,8.9922,2.1905,2386,0.0614,0.3867
K562,FBLIM1,133,2.8232,0.6877,1,,0.0270
K562,FBXO5,326,2.3246,0.5663,23,0.3694,0.0466
K562,FCF1,231,7.2932,1.7766,2254,0.1720,0.2741
K562,FDPS,10,10.3098,2.5115,31,0.0708,0.0601
K562,FDXR,140,2.7634,0.6732,1,0.0776,0.0046
K562,FEN1,141,2.8850,0.7028,2,0.0986,0.1465
K562,FGFR1OP,119,3.1883,0.7767,3,0.1009,0.0928
K562,FIP1L1,21,9.3224,2.2710,332,0.2854,0.2289
K562,FNBP4,160,3.0911,0.7530,24,0.1359,0.2021
K562,FNTA,80,4.9711,1.2110,109,0.1765,0.2888
K562,FNTB,102,2.9791,0.7257,1,,0.0506
K562,FOLR3,152,2.5500,0.6212,7,,0.1298
K562,FOXD4,94,3.3301,0.8112,3,,-0.0145
K562,FOXL2,164,2.4597,0.5992,0,,0.0132
K562,FRG2,51,4.2156,1.0269,0,,-0.0069
K562,FTSJ3,207,5.1316,1.2501,650,0.5213,0.3833
K562,FXN,174,2.6625,0.6486,5,0.0532,0.1137
K562,GAB2,674,5.1194,1.2471,1399,,0.0269
K562,GABPA,110,3.4556,0.8418,4,0.5008,0.2350
K562,GAK,167,2.4768,0.6034,1,0.5989,0.0516
K562,GAPDH,92,2.5992,0.6332,1,0.4224,0.0834
K562,GAR1,146,3.2338,0.7878,23,0.1576,0.1430
K562,GARS,256,2.6643,0.6490,27,0.3724,0.3002
K562,GATA1,108,14.2554,3.4727,3518,,0.0043
K562,GBF1,161,6.1333,1.4941,994,0.1679,0.4284
K562,GCOM1,62,3.8409,0.9356,0,,0.0203
K562,GEMIN4,81,4.5132,1.0994,47,0.0000,0.3507
K562,GEMIN5,133,5.0650,1.2339,429,0.0540,0.4861
K562,GEMIN6,84,3.3517,0.8165,2,0.2687,0.1290
K562,GEMIN7,136,2.6727,0.6511,2,0.1076,0.0606
K562,GEMIN8,86,3.4059,0.8297,1,,0.1381
K562,GET1,73,3.8607,0.9405,0,0.4539,0.0385
K562,GET3,121,2.9761,0.7250,2,0.1830,0.0689
K562,GFER,222,3.4232,0.8339,129,0.1751,0.1865
K562,GFM1,240,3.6186,0.8815,207,0.0484,0.3621
K562,GGPS1,167,2.4037,0.5856,1,0.1420,0.0444
K562,GINS1,186,7.6670,1.8677,1761,0.0848,0.4880
K562,GINS2,148,5.6949,1.3873,830,0.0830,0.4126
K562,GINS3,100,4.5316,1.1039,164,,0.2611
K562,GINS4,60,6.4400,1.5688,392,0.0792,0.4271
K562,GIT2,107,3.8174,0.9299,43,0.7741,0.2113
K562,GJA3,73,3.5732,0.8705,1,,0.0075
K562,GLE1,57,5.3935,1.3139,91,0.1883,0.2701
K562,GLI4,156,2.4672,0.6010,0,0.3110,-0.0049
K562,GLMN,79,3.7805,0.9210,7,0.0784,0.1001
K562,GLRX3,136,2.9374,0.7156,10,0.1585,0.0799
K562,GLRX5,99,3.4137,0.8316,4,0.0822,0.0975
K562,GMPPB,164,2.8174,0.6863,16,,0.1291
K562,GMPS,123,3.6969,0.9006,35,0.1822,0.1021
K562,GNB1L,76,3.5473,0.8641,1,,0.0919
K562,GNL2,351,5.7688,1.4053,1535,0.1319,0.3192
K562,GNL3,38,6.3951,1.5579,106,0.2261,0.2804
K562,GNL3L,69,4.9653,1.2096,134,0.0605,0.2092
K562,GNPNAT1,112,3.1139,0.7586,4,0.1180,0.1070
K562,GOLGA6L1,197,2.2321,0.5438,0,,0.0022
K562,GOLT1B,279,2.8567,0.6959,37,0.1533,0.0721
K562,GON4L,118,2.1445,0.5224,0,0.5413,0.1387
K562,GOSR2,84,3.4598,0.8428,1,0.1989,0.1668
K562,GPKOW,107,5.1025,1.2430,333,0.2144,0.4133
K562,GPN1,86,7.5007,1.8272,1303,0.2576,0.3369
K562,GPN2,44,7.5697,1.8440,562,0.2950,0.3487
K562,GPN3,276,7.4005,1.8028,2482,0.1617,0.5112
K562,GPR61,112,2.9131,0.7096,2,,-0.0085
K562,GPS1,431,3.1954,0.7784,297,0.2338,0.2138
K562,GRB2,84,3.0447,0.7417,3,0.8118,0.0993
K562,GRPEL1,123,5.1582,1.2566,499,0.2829,0.4578
K562,GRSF1,172,3.2493,0.7915,34,0.1768,0.1626
K562,GRWD1,189,2.4263,0.5910,2,0.1601,0.0137
K562,GSDMA,110,2.8850,0.7028,0,,0.0523
K562,GSPT1,108,7.6007,1.8516,1316,0.1912,0.5433
K562,GTF2A1,113,5.5542,1.3530,583,0.2569,0.3654
K562,GTF2A2,173,4.8478,1.1809,424,0.1065,0.3304
K562,GTF2B,35,6.8954,1.6797,180,0.0447,0.1792
K562,GTF2E1,181,3.9777,0.9690,282,0.1574,0.2427
K562,GTF2E2,70,5.3526,1.3039,222,0.0296,0.4954
K562,GTF2F1,41,5.1917,1.2647,13,0.1098,0.0863
K562,GTF2F2,59,6.6247,1.6138,467,0.1150,0.4243
K562,GTF2H1,434,5.3061,1.2926,1696,0.2216,0.4098
K562,GTF2H2,156,2.7721,0.6753,2,0.1535,0.1367
K562,GTF2H2C,126,3.1148,0.7588,4,,0.1186
K562,GTF2H3,76,4.4076,1.0737,42,0.0998,0.1207
K562,GTF2H4,115,4.1411,1.0088,127,0.2065,0.2991
K562,GTF3A,88,3.8479,0.9374,10,0.0684,0.2030
K562,GTF3C1,160,2.9032,0.7072,10,0.0832,0.1106
K562,GTF3C2,114,3.3453,0.8149,10,0.0726,0.1192
K562,GTF3C3,132,3.6358,0.8857,39,0.0389,0.0729
K562,GTF3C4,129,2.7894,0.6795,1,0.6004,0.2165
K562,GTF3C5,166,2.5463,0.6203,1,0.1386,0.0551
K562,GTF3C6,243,2.3227,0.5658,2,0.1117,0.1067
K562,GTPBP4,71,5.2664,1.2829,175,0.3028,0.1785
K562,GUCD1,279,4.2963,1.0466,702,0.6762,0.5139
K562,GUK1,118,2.9843,0.7270,1,0.2190,0.0931
K562,H2AFX,139,2.6593,0.6478,1,0.1879,0.0395
K562,H2AFZ,106,3.9159,0.9539,9,0.1274,0.3395
K562,H3F3A,237,2.3273,0.5669,2,0.3341,0.1805
K562,HAMP,33,5.4295,1.3227,1,,0.0537
K562,HAPLN2,121,2.8336,0.6903,1,,0.0048
K562,HARS,289,8.3388,2.0314,2359,0.1808,0.5843
K562,HARS2,62,5.1979,1.2662,119,,0.2523
K562,HAUS1,53,4.7671,1.1613,29,0.1447,0.0383
K562,HAUS3,164,2.5643,0.6247,2,0.2303,0.0586
K562,HAUS4,189,3.7630,0.9167,168,0.0487,0.1647
K562,HAUS5,160,3.1912,0.7774,25,,0.1122
K562,HAUS6,33,6.5826,1.6035,135,0.1812,0.1168
K562,HAUS7,120,2.0086,0.4893,0,,0.0175
K562,HAUS8,122,3.2234,0.7852,1,0.2558,0.1093
K562,HBS1L,143,8.1287,1.9802,1829,0.2140,0.3299
K562,HCFC1,55,6.2067,1.5120,264,0.7783,0.2060
K562,HCRTR1,116,2.8319,0.6899,0,,-0.0054
K562,HDAC3,60,4.6164,1.1246,22,0.2155,0.1575
K562,HDAC7,171,5.7135,1.3918,917,0.3657,0.2273
K562,HEATR1,234,7.6986,1.8754,2432,0.0843,0.2637
K562,HECTD1,130,2.8861,0.7031,1,0.1423,0.0810
K562,HGS,99,5.9706,1.4544,603,0.0639,0.3264
K562,HINFP,160,5.2097,1.2691,700,,0.2340
K562,HIRA,170,1.9671,0.4792,5,0.5053,0.1462
K562,HIST1H2AB,97,3.1942,0.7781,1,,0.0012
K562,HIST1H2AE,123,2.7557,0.6713,0,,-0.0054
K562,HIST1H2AI,56,4.0843,0.9950,1,,0.0517
K562,HIST1H2BB,135,2.7331,0.6658,0,,0.0191
K562,HIST1H2BC,64,4.0608,0.9892,1,,0.0355
K562,HIST1H2BE,55,4.0662,0.9905,2,,-0.0173
K562,HIST1H2BJ,43,4.6999,1.1449,1,,-0.0014
K562,HIST1H2BL,204,2.2420,0.5462,0,,-0.0080
K562,HIST1H2BM,156,2.5475,0.6206,0,,0.0087
K562,HIST1H2BN,107,2.9866,0.7276,0,,0.0256
K562,HIST2H2AA3,67,3.8700,0.9427,1,,0.0034
K562,HIST2H2AC,73,3.6336,0.8851,0,0.6028,0.0166
K562,HIST2H2BE,31,5.5723,1.3574,6,,0.0047
K562,HIST2H2BF,127,2.7289,0.6648,0,,0.0029
K562,HIST2H3A,79,4.2471,1.0346,34,,-0.0064
K562,HIST2H3D,185,2.3462,0.5715,0,,0.0044
K562,HJURP,111,2.9831,0.7267,3,0.0418,0.1487
K562,HLA-C,44,5.1016,1.2428,14,1.0000,-0.0192
K562,HMGA1,114,3.3353,0.8125,4,0.1398,0.1634
K562,HMGB1,120,2.0377,0.4964,0,0.8937,0.0631
K562,HMGCR,166,2.6763,0.6519,15,0.1032,0.1031
K562,HMGCS1,230,3.8093,0.9280,196,0.1377,0.4038
K562,HMGN2,107,3.2550,0.7929,1,0.2983,0.0718
K562,HNRNPC,334,6.9739,1.6989,2100,0.2896,0.3765
K562,HNRNPH1,160,3.9883,0.9716,204,0.4799,0.3686
K562,HNRNPK,25,8.3043,2.0229,219,0.3187,0.3647
K562,HNRNPL,40,5.3774,1.3099,55,0.3726,0.2973
K562,HNRNPM,129,2.7656,0.6737,7,0.5762,0.1413
K562,HNRNPR,149,2.9298,0.7137,1,0.1043,0.1423
K562,HNRNPU,93,5.2090,1.2689,332,0.3317,0.2765
K562,HOXC10,83,3.4090,0.8305,0,,-0.0051
K562,HS6ST1,172,2.3207,0.5653,0,,0.0211
K562,HSCB,86,4.0247,0.9804,25,0.0550,0.1269
K562,HSD17B10,26,6.6549,1.6212,39,0.0868,0.3019
K562,HSD17B12,142,4.8318,1.1770,453,0.0937,0.0365
K562,HSF1,131,3.8231,0.9313,57,0.5456,0.1252
K562,HSP90B1,114,3.4185,0.8327,8,0.1319,0.2643
K562,HSPA14,120,3.1223,0.7606,14,0.1103,0.0730
K562,HSPA5,438,7.8667,1.9164,1796,0.5516,0.5276
K562,HSPA8,255,3.9648,0.9658,367,0.4884,0.1523
K562,HSPA9,420,10.2215,2.4900,3191,0.1783,0.5188
K562,HSPD1,145,3.1753,0.7735,14,0.3452,0.2356
K562,HSPE1,29,8.3044,2.0230,340,0.1621,0.4140
K562,HTATSF1,96,3.2880,0.8010,4,0.3719,0.1826
K562,HUS1,201,2.3291,0.5674,3,,0.0461
K562,HUWE1,94,4.5922,1.1187,129,0.1457,0.3364
K562,HYOU1,37,5.3249,1.2972,18,0.0397,0.2756
K562,HYPK,121,3.7297,0.9086,38,,0.2344
K562,IARS,58,6.7727,1.6499,470,0.1308,0.4337
K562,IARS2,216,5.1791,1.2617,749,0.1569,0.3761
K562,ICE1,429,3.9772,0.9689,795,0.3985,0.5296
K562,IFITM2,150,2.5112,0.6117,1,0.0299,0.0243
K562,IFITM3,20,6.8517,1.6691,7,,-0.0139
K562,IGBP1,281,4.5740,1.1142,796,0.2707,0.3870
K562,IK,144,2.7280,0.6646,7,0.6437,0.2033
K562,ILF2,56,5.6565,1.3779,165,0.0571,0.2570
K562,ILF3,138,4.1203,1.0037,141,0.1012,0.1634
K562,IMP3,27,6.1128,1.4891,21,0.4798,0.1823
K562,IMP4,164,8.0648,1.9646,2327,0.1436,0.3622
K562,IMPDH2,77,5.3606,1.3059,222,0.0587,0.2006
K562,ING3,65,4.2794,1.0425,9,0.2712,0.1625
K562,INO80,151,4.6915,1.1429,411,0.1973,0.2639
K562,INO80B,116,4.5646,1.1120,225,,0.3039
K562,INTS1,211,2.7688,0.6745,25,0.2941,0.1935
K562,INTS2,354,11.8625,2.8897,3894,0.0450,0.4261
K562,INTS3,106,5.5933,1.3626,564,0.1323,0.4576
K562,INTS4,48,9.1322,2.2246,1037,0.1090,0.4646
K562,INTS5,64,8.8730,2.1615,1311,0.1535,0.4151
K562,INTS6,146,3.1139,0.7586,26,0.3421,0.2267
K562,INTS7,79,7.3897,1.8002,1051,0.0426,0.2722
K562,INTS8,323,8.6722,2.1126,2755,0.2106,0.5757
K562,INTS9,229,8.3688,2.0387,2620,,0.5206
K562,IPO11,72,4.0991,0.9986,12,0.2056,0.2695
K562,IPO13,51,6.6364,1.6166,306,,0.3886
K562,IPO7,75,4.0843,0.9949,10,0.1252,0.1135
K562,IPO9,187,2.8032,0.6829,8,0.1028,0.1350
K562,ISCA2,232,2.3485,0.5721,8,0.1250,0.1434
K562,ISCU,58,5.2521,1.2794,105,0.4499,0.1042
K562,ISG20L2,73,6.1215,1.4912,425,0.0168,0.2498
K562,ISY1,30,5.7772,1.4073,13,0.3321,0.2528
K562,JAZF1,209,2.7335,0.6659,28,,0.1745
K562,JMJD6,193,2.5389,0.6185,2,0.1978,0.1529
K562,KANSL1,51,7.4153,1.8064,650,0.2992,0.3259
K562,KANSL2,158,6.5444,1.5942,1514,0.1520,0.3208
K562,KANSL3,187,5.2815,1.2866,978,0.1016,0.3270
K562,KARS,59,5.7414,1.3986,251,0.3458,0.2294
K562,KAT5,118,2.9915,0.7287,3,0.3544,0.1165
K562,KAT8,144,5.0427,1.2284,544,0.3131,0.2759
K562,KATNB1,178,2.4882,0.6061,1,0.1735,-0.0058
K562,KCMF1,154,3.0020,0.7313,7,0.3610,0.0964
K562,KCNA10,147,2.5594,0.6235,0,,-0.0014
K562,KCTD10,76,4.9491,1.2056,139,0.0638,-0.0334
K562,KDM2A,117,2.9641,0.7221,0,0.7206,0.0102
K562,KDM8,56,4.0624,0.9896,2,,0.0413
K562,KIAA1143,198,2.3246,0.5663,1,0.1257,0.0151
K562,KIF11,974,1.1065,0.2696,1,0.5618,0.0390
K562,KIF14,118,2.9241,0.7123,1,0.1479,0.0457
K562,KIF18A,47,4.5430,1.1067,9,0.0000,0.0271
K562,KIF18B,122,3.3113,0.8067,7,,0.2035
K562,KIF20A,96,5.2778,1.2857,338,0.0416,0.1292
K562,KIF23,87,3.8390,0.9352,13,0.4520,0.1109
K562,KIF4A,129,2.7812,0.6775,2,0.0424,0.0269
K562,KIN,160,4.2380,1.0324,260,0.2149,0.3346
K562,KLC2,127,2.7030,0.6585,0,,0.0055
K562,KLF7,173,2.3980,0.5842,3,,-0.0039
K562,KLHL11,125,2.7364,0.6666,0,,-0.0054
K562,KPNA6,78,4.3666,1.0637,51,0.0328,0.1651
K562,KPNB1,366,5.0578,1.2321,1177,0.4611,0.3442
K562,KRI1,52,7.2243,1.7599,547,0.0455,0.2915
K562,KRR1,449,6.8967,1.6801,2634,0.1151,0.3279
K562,KRT10,91,2.3552,0.5737,2,0.4662,0.0592
K562,KRT17,85,3.3251,0.8100,0,,0.0183
K562,KRT8,174,1.7207,0.4192,0,,-0.0158
K562,KRTAP4-2,132,2.6543,0.6466,0,,0.0080
K562,KRTAP4-7,168,2.5505,0.6213,0,,-0.0007
K562,KTI12,52,4.2475,1.0347,1,0.1725,0.1507
K562,KXD1,101,3.4655,0.8442,7,0.1627,0.0199
K562,LAMTOR2,66,4.8225,1.1748,78,0.0305,0.1184
K562,LAMTOR3,40,5.3823,1.3111,23,0.0432,0.1899
K562,LAMTOR4,136,3.4799,0.8477,19,0.0720,0.1123
K562,LARS,100,5.7611,1.4034,541,0.1502,0.4452
K562,LARS2,149,2.6408,0.6433,3,0.0547,0.0780
K562,LAS1L,83,4.3160,1.0514,46,0.1370,0.2083
K562,LCE1C,157,2.5213,0.6142,0,,-0.0046
K562,LCE1E,123,2.8821,0.7021,0,,-0.0071
K562,LCN10,81,3.5081,0.8546,2,,-0.0010
K562,LENG8,121,3.2809,0.7992,17,0.2358,0.1820
K562,LETM1,124,4.0918,0.9968,122,0.1836,0.2632
K562,LIMS1,287,1.9150,0.4665,1,0.6710,0.0124
K562,LIN52,13,8.9592,2.1825,16,,0.1368
K562,LIN54,153,1.9746,0.4810,0,0.5512,0.0316
K562,LONP1,128,4.1631,1.0141,69,0.2025,0.2934
K562,LPA,119,2.9693,0.7233,0,,-0.0075
K562,LRPPRC,110,6.4711,1.5764,270,0.1286,0.5075
K562,LRR1,122,3.0519,0.7435,1,0.2519,0.2208
K562,LRRC37A3,114,2.8795,0.7015,0,,0.0415
K562,LRRC37B,109,3.1123,0.7582,1,,0.0343
K562,LSG1,116,5.8520,1.4256,678,0.1236,0.3172
K562,LSM10,135,3.9438,0.9607,30,0.0467,0.3846
K562,LSM11,130,4.4293,1.0790,135,,0.2191
K562,LSM12,63,4.5510,1.1086,10,0.2429,0.2445
K562,LSM2,357,7.8327,1.9081,2659,0.2430,0.3702
K562,LSM3,74,6.5986,1.6074,611,0.1420,0.3773
K562,LSM4,84,6.8372,1.6656,793,0.2006,0.4869
K562,LSM5,101,3.5114,0.8554,19,0.2993,0.4262
K562,LSM6,461,8.2724,2.0152,2887,0.1051,0.5542
K562,LSM7,140,6.2510,1.5228,975,0.1615,0.5068
K562,LST1,74,2.6874,0.6547,0,,0.0440
K562,LTB4R2,188,2.2311,0.5435,0,,0.0413
K562,LTBP3,157,2.4695,0.6016,0,,0.0036
K562,LTV1,318,7.0304,1.7126,2516,0.2451,0.3913
K562,LUC7L3,45,6.9703,1.6980,370,0.1675,0.2366
K562,LURAP1,71,3.6295,0.8842,0,,0.0103
K562,LYRM4,70,3.7564,0.9151,2,0.3107,0.1082
K562,MAD2L1,154,3.4881,0.8497,40,0.3218,0.2424
K562,MAD2L2,200,2.2616,0.5509,2,0.1134,0.0438
K562,MAGOH,242,5.1747,1.2606,859,0.2914,0.2336
K562,MAK16,213,5.4496,1.3275,997,0.2121,0.2654
K562,MANF,142,2.7535,0.6708,4,0.0558,0.1008
K562,MARS,89,5.5358,1.3485,418,0.1117,0.4976
K562,MARS2,75,3.7613,0.9163,4,,0.0437
K562,MASTL,112,3.1629,0.7705,4,0.2924,0.0864
K562,MAT2A,52,6.5978,1.6072,366,0.2449,0.1575
K562,MAU2,66,4.8051,1.1705,57,0.2941,0.1525
K562,MAX,180,7.3879,1.7997,1722,0.3255,0.3718
K562,MBTPS1,68,4.0298,0.9817,17,0.1612,0.1821
K562,MBTPS2,214,2.7192,0.6624,30,,0.2088
K562,MCL1,86,3.3113,0.8066,1,0.4154,0.0344
K562,MCM10,219,4.9620,1.2088,710,0.1462,0.2518
K562,MCM2,123,4.0439,0.9851,143,0.0993,0.4093
K562,MCM3,124,3.5153,0.8563,21,0.1125,0.4240
K562,MCM3AP,105,4.7692,1.1618,275,0.0815,0.1756
K562,MCM4,87,4.5605,1.1109,94,0.1792,0.1464
K562,MCM5,90,3.8108,0.9283,25,0.1636,0.2818
K562,MCM6,102,3.8664,0.9419,41,0.1465,0.4144
K562,MCM7,160,2.9198,0.7113,13,0.2212,0.1571
K562,MCMBP,145,3.9486,0.9619,154,0.0597,0.2957
K562,MCRS1,71,4.0952,0.9976,2,0.3946,0.0882
K562,MDN1,84,4.6501,1.1328,106,0.1550,0.2316
K562,MED1,254,8.1993,1.9974,2841,0.1911,0.3270
K562,MED10,516,5.9194,1.4420,2287,0.1814,0.3771
K562,MED11,237,6.2858,1.5312,1832,0.2410,0.4304
K562,MED12,573,10.1595,2.4749,3985,,0.3025
K562,MED14,117,7.0009,1.7055,1392,0.1847,0.4905
K562,MED17,151,9.2202,2.2461,2732,0.3314,0.3404
K562,MED18,20,10.6299,2.5895,628,,0.2070
K562,MED19,544,7.9826,1.9446,3352,0.2331,0.5114
K562,MED20,80,7.8882,1.9216,1439,,0.3166
K562,MED21,63,9.8441,2.3980,1925,0.1355,0.4078
K562,MED22,289,8.0785,1.9679,2921,,0.3760
K562,MED26,105,3.6344,0.8854,26,,0.1697
K562,MED27,19,10.8493,2.6429,595,0.0000,0.2866
K562,MED28,73,8.8598,2.1583,1678,0.1331,0.2124
K562,MED29,93,6.5358,1.5921,1051,0.4391,0.3423
K562,MED30,288,11.7889,2.8718,3978,0.2122,0.4844
K562,MED31,38,6.2979,1.5342,121,0.2984,0.2576
K562,MED4,66,9.1679,2.2333,1725,0.2631,0.5056
K562,MED6,246,7.4800,1.8222,2500,0.2173,0.3798
K562,MED7,272,8.8315,2.1514,3085,0.2376,0.4374
K562,MED8,112,5.4968,1.3390,709,0.2927,0.3775
K562,MED9,119,12.4919,3.0431,3373,,0.4065
K562,MEPCE,127,2.7821,0.6777,0,0.5859,0.0226
K562,METAP1,102,3.3162,0.8078,4,0.1883,0.0957
K562,METAP2,161,4.1996,1.0230,254,0.1319,0.1815
K562,METTL1,208,2.5611,0.6239,6,0.1448,0.0970
K562,METTL14,121,4.4658,1.0879,257,0.1740,0.4509
K562,METTL16,42,5.9762,1.4558,85,0.0000,0.1722
