group,cell_type,perturbation,is_vehicle,product_name,dose,target,pathway,n_cells,total_umi
A549|Clevudine __1000.0,A549,Clevudine __1000.0,False,Clevudine ,1000.0,DNA/RNA Synthesis,DNA Damage,226,344340
A549|Clevudine __10000.0,A549,Clevudine __10000.0,False,Clevudine ,10000.0,DNA/RNA Synthesis,DNA Damage,244,395421
A549|Costunolide__10.0,A549,Costunolide__10.0,False,Costunolide,10.0,Telomerase,DNA Damage,229,342827
A549|Costunolide__100.0,A549,Costunolide__100.0,False,Costunolide,100.0,Telomerase,DNA Damage,223,343076
A549|Costunolide__1000.0,A549,Costunolide__1000.0,False,Costunolide,1000.0,Telomerase,DNA Damage,224,357374
A549|Costunolide__10000.0,A549,Costunolide__10000.0,False,Costunolide,10000.0,Telomerase,DNA Damage,232,374280
A549|Crizotinib (PF-02341066)__10.0,A549,Crizotinib (PF-02341066)__10.0,False,Crizotinib (PF-02341066),10.0,"ALK,c-Met",Protein Tyrosine Kinase,213,311233
A549|Crizotinib (PF-02341066)__100.0,A549,Crizotinib (PF-02341066)__100.0,False,Crizotinib (PF-02341066),100.0,"ALK,c-Met",Protein Tyrosine Kinase,206,311245
A549|Crizotinib (PF-02341066)__1000.0,A549,Crizotinib (PF-02341066)__1000.0,False,Crizotinib (PF-02341066),1000.0,"ALK,c-Met",Protein Tyrosine Kinase,223,387994
A549|Crizotinib (PF-02341066)__10000.0,A549,Crizotinib (PF-02341066)__10000.0,False,Crizotinib (PF-02341066),10000.0,"ALK,c-Met",Protein Tyrosine Kinase,117,192231
A549|Curcumin__10.0,A549,Curcumin__10.0,False,Curcumin,10.0,"NF-κB,HDAC,Histone Acetyltransferase,Nrf2",Epigenetics,222,345849
A549|Curcumin__100.0,A549,Curcumin__100.0,False,Curcumin,100.0,"NF-κB,HDAC,Histone Acetyltransferase,Nrf2",Epigenetics,214,324766
A549|Curcumin__1000.0,A549,Curcumin__1000.0,False,Curcumin,1000.0,"NF-κB,HDAC,Histone Acetyltransferase,Nrf2",Epigenetics,211,336146
A549|Curcumin__10000.0,A549,Curcumin__10000.0,False,Curcumin,10000.0,"NF-κB,HDAC,Histone Acetyltransferase,Nrf2",Epigenetics,253,379933
A549|Cyclocytidine HCl__10.0,A549,Cyclocytidine HCl__10.0,False,Cyclocytidine HCl,10.0,DNA/RNA Synthesis,DNA Damage,219,404352
A549|Cyclocytidine HCl__100.0,A549,Cyclocytidine HCl__100.0,False,Cyclocytidine HCl,100.0,DNA/RNA Synthesis,DNA Damage,172,309330
A549|Cyclocytidine HCl__1000.0,A549,Cyclocytidine HCl__1000.0,False,Cyclocytidine HCl,1000.0,DNA/RNA Synthesis,DNA Damage,156,335614
A549|Cyclocytidine HCl__10000.0,A549,Cyclocytidine HCl__10000.0,False,Cyclocytidine HCl,10000.0,DNA/RNA Synthesis,DNA Damage,158,379150
A549|Dacinostat (LAQ824)__10.0,A549,Dacinostat (LAQ824)__10.0,False,Dacinostat (LAQ824),10.0,HDAC,Epigenetics,513,976143
A549|Dacinostat (LAQ824)__100.0,A549,Dacinostat (LAQ824)__100.0,False,Dacinostat (LAQ824),100.0,HDAC,Epigenetics,391,847845
A549|Dacinostat (LAQ824)__1000.0,A549,Dacinostat (LAQ824)__1000.0,False,Dacinostat (LAQ824),1000.0,HDAC,Epigenetics,239,546165
A549|Dacinostat (LAQ824)__10000.0,A549,Dacinostat (LAQ824)__10000.0,False,Dacinostat (LAQ824),10000.0,HDAC,Epigenetics,120,237521
A549|Danusertib (PHA-739358)__10.0,A549,Danusertib (PHA-739358)__10.0,False,Danusertib (PHA-739358),10.0,"Aurora Kinase,Bcr-Abl,c-RET,FGFR",Cell Cycle,644,1145909
A549|Danusertib (PHA-739358)__100.0,A549,Danusertib (PHA-739358)__100.0,False,Danusertib (PHA-739358),100.0,"Aurora Kinase,Bcr-Abl,c-RET,FGFR",Cell Cycle,369,963381
A549|Danusertib (PHA-739358)__1000.0,A549,Danusertib (PHA-739358)__1000.0,False,Danusertib (PHA-739358),1000.0,"Aurora Kinase,Bcr-Abl,c-RET,FGFR",Cell Cycle,332,835856
A549|Danusertib (PHA-739358)__10000.0,A549,Danusertib (PHA-739358)__10000.0,False,Danusertib (PHA-739358),10000.0,"Aurora Kinase,Bcr-Abl,c-RET,FGFR",Cell Cycle,332,935257
A549|Daphnetin__10.0,A549,Daphnetin__10.0,False,Daphnetin,10.0,"PKA,EGFR,PKC",DNA Damage,249,425368
A549|Daphnetin__100.0,A549,Daphnetin__100.0,False,Daphnetin,100.0,"PKA,EGFR,PKC",DNA Damage,264,388500
A549|Daphnetin__1000.0,A549,Daphnetin__1000.0,False,Daphnetin,1000.0,"PKA,EGFR,PKC",DNA Damage,231,359127
A549|Daphnetin__10000.0,A549,Daphnetin__10000.0,False,Daphnetin,10000.0,"PKA,EGFR,PKC",DNA Damage,221,377950
A549|Dasatinib__10.0,A549,Dasatinib__10.0,False,Dasatinib,10.0,"Bcr-Abl,c-Kit,Src",Angiogenesis,240,305040
A549|Dasatinib__100.0,A549,Dasatinib__100.0,False,Dasatinib,100.0,"Bcr-Abl,c-Kit,Src",Angiogenesis,202,271239
A549|Dasatinib__1000.0,A549,Dasatinib__1000.0,False,Dasatinib,1000.0,"Bcr-Abl,c-Kit,Src",Angiogenesis,155,208172
A549|Dasatinib__10000.0,A549,Dasatinib__10000.0,False,Dasatinib,10000.0,"Bcr-Abl,c-Kit,Src",Angiogenesis,162,202894
A549|Decitabine__10.0,A549,Decitabine__10.0,False,Decitabine,10.0,DNA Methyltransferase,Epigenetics,546,938766
A549|Decitabine__100.0,A549,Decitabine__100.0,False,Decitabine,100.0,DNA Methyltransferase,Epigenetics,558,908437
A549|Decitabine__1000.0,A549,Decitabine__1000.0,False,Decitabine,1000.0,DNA Methyltransferase,Epigenetics,702,1093506
A549|Decitabine__10000.0,A549,Decitabine__10000.0,False,Decitabine,10000.0,DNA Methyltransferase,Epigenetics,434,723693
A549|Disulfiram __10.0,A549,Disulfiram __10.0,False,Disulfiram ,10.0,Dehydrogenase,Metabolism,240,379786
A549|Disulfiram __100.0,A549,Disulfiram __100.0,False,Disulfiram ,100.0,Dehydrogenase,Metabolism,190,303531
A549|Disulfiram __1000.0,A549,Disulfiram __1000.0,False,Disulfiram ,1000.0,Dehydrogenase,Metabolism,243,391247
A549|Disulfiram __10000.0,A549,Disulfiram __10000.0,False,Disulfiram ,10000.0,Dehydrogenase,Metabolism,231,366707
A549|Divalproex Sodium__10.0,A549,Divalproex Sodium__10.0,False,Divalproex Sodium,10.0,HDAC,Ubiquitin,561,970318
A549|Divalproex Sodium__100.0,A549,Divalproex Sodium__100.0,False,Divalproex Sodium,100.0,HDAC,Ubiquitin,636,1049857
A549|Divalproex Sodium__1000.0,A549,Divalproex Sodium__1000.0,False,Divalproex Sodium,1000.0,HDAC,Ubiquitin,660,1238006
A549|Divalproex Sodium__10000.0,A549,Divalproex Sodium__10000.0,False,Divalproex Sodium,10000.0,HDAC,Ubiquitin,530,1123225
A549|Droxinostat__10.0,A549,Droxinostat__10.0,False,Droxinostat,10.0,HDAC,Cytoskeletal Signaling,211,389689
A549|Droxinostat__100.0,A549,Droxinostat__100.0,False,Droxinostat,100.0,HDAC,Cytoskeletal Signaling,244,389590
A549|Droxinostat__1000.0,A549,Droxinostat__1000.0,False,Droxinostat,1000.0,HDAC,Cytoskeletal Signaling,246,362114
A549|Droxinostat__10000.0,A549,Droxinostat__10000.0,False,Droxinostat,10000.0,HDAC,Cytoskeletal Signaling,217,342307
A549|EED226__10.0,A549,EED226__10.0,False,EED226,10.0,Epigenetic Reader Domain,Epigenetics,436,647698
A549|EED226__100.0,A549,EED226__100.0,False,EED226,100.0,Epigenetic Reader Domain,Epigenetics,619,1025372
A549|EED226__1000.0,A549,EED226__1000.0,False,EED226,1000.0,Epigenetic Reader Domain,Epigenetics,684,1098538
A549|EED226__10000.0,A549,EED226__10000.0,False,EED226,10000.0,Epigenetic Reader Domain,Epigenetics,509,906892
A549|ENMD-2076 L-(+)-Tartaric acid __10.0,A549,ENMD-2076 L-(+)-Tartaric acid __10.0,False,ENMD-2076 L-(+)-Tartaric acid ,10.0,"Aurora Kinase,FLT3,VEGFR",Angiogenesis,143,258477
A549|ENMD-2076 L-(+)-Tartaric acid __100.0,A549,ENMD-2076 L-(+)-Tartaric acid __100.0,False,ENMD-2076 L-(+)-Tartaric acid ,100.0,"Aurora Kinase,FLT3,VEGFR",Angiogenesis,243,350298
A549|ENMD-2076 L-(+)-Tartaric acid __1000.0,A549,ENMD-2076 L-(+)-Tartaric acid __1000.0,False,ENMD-2076 L-(+)-Tartaric acid ,1000.0,"Aurora Kinase,FLT3,VEGFR",Angiogenesis,164,284133
A549|ENMD-2076 L-(+)-Tartaric acid __10000.0,A549,ENMD-2076 L-(+)-Tartaric acid __10000.0,False,ENMD-2076 L-(+)-Tartaric acid ,10000.0,"Aurora Kinase,FLT3,VEGFR",Angiogenesis,104,240368
A549|ENMD-2076__10.0,A549,ENMD-2076__10.0,False,ENMD-2076,10.0,"Aurora Kinase,FLT3,VEGFR",Angiogenesis,248,381119
A549|ENMD-2076__100.0,A549,ENMD-2076__100.0,False,ENMD-2076,100.0,"Aurora Kinase,FLT3,VEGFR",Angiogenesis,241,369084
A549|ENMD-2076__1000.0,A549,ENMD-2076__1000.0,False,ENMD-2076,1000.0,"Aurora Kinase,FLT3,VEGFR",Angiogenesis,165,267776
A549|ENMD-2076__10000.0,A549,ENMD-2076__10000.0,False,ENMD-2076,10000.0,"Aurora Kinase,FLT3,VEGFR",Angiogenesis,135,287098
A549|Ellagic acid__10.0,A549,Ellagic acid__10.0,False,Ellagic acid,10.0,Topoisomerase,DNA Damage,702,1106784
A549|Ellagic acid__100.0,A549,Ellagic acid__100.0,False,Ellagic acid,100.0,Topoisomerase,DNA Damage,595,979052
A549|Ellagic acid__1000.0,A549,Ellagic acid__1000.0,False,Ellagic acid,1000.0,Topoisomerase,DNA Damage,756,1272762
A549|Ellagic acid__10000.0,A549,Ellagic acid__10000.0,False,Ellagic acid,10000.0,Topoisomerase,DNA Damage,768,1157758
A549|Entacapone__10.0,A549,Entacapone__10.0,False,Entacapone,10.0,Histone Methyltransferase,Epigenetics,228,377735
A549|Entacapone__100.0,A549,Entacapone__100.0,False,Entacapone,100.0,Histone Methyltransferase,Epigenetics,223,353733
A549|Entacapone__1000.0,A549,Entacapone__1000.0,False,Entacapone,1000.0,Histone Methyltransferase,Epigenetics,227,369008
A549|Entacapone__10000.0,A549,Entacapone__10000.0,False,Entacapone,10000.0,Histone Methyltransferase,Epigenetics,221,362814
A549|Entinostat (MS-275)__10.0,A549,Entinostat (MS-275)__10.0,False,Entinostat (MS-275),10.0,HDAC,Epigenetics,285,404626
A549|Entinostat (MS-275)__100.0,A549,Entinostat (MS-275)__100.0,False,Entinostat (MS-275),100.0,HDAC,Epigenetics,236,355488
A549|Entinostat (MS-275)__1000.0,A549,Entinostat (MS-275)__1000.0,False,Entinostat (MS-275),1000.0,HDAC,Epigenetics,254,403808
A549|Entinostat (MS-275)__10000.0,A549,Entinostat (MS-275)__10000.0,False,Entinostat (MS-275),10000.0,HDAC,Epigenetics,204,373247
A549|Enzastaurin (LY317615)__10.0,A549,Enzastaurin (LY317615)__10.0,False,Enzastaurin (LY317615),10.0,PKC,TGF-beta/Smad,138,239987
A549|Enzastaurin (LY317615)__100.0,A549,Enzastaurin (LY317615)__100.0,False,Enzastaurin (LY317615),100.0,PKC,TGF-beta/Smad,174,269986
A549|Enzastaurin (LY317615)__1000.0,A549,Enzastaurin (LY317615)__1000.0,False,Enzastaurin (LY317615),1000.0,PKC,TGF-beta/Smad,207,307832
A549|Enzastaurin (LY317615)__10000.0,A549,Enzastaurin (LY317615)__10000.0,False,Enzastaurin (LY317615),10000.0,PKC,TGF-beta/Smad,200,421984
A549|Epothilone A__10.0,A549,Epothilone A__10.0,False,Epothilone A,10.0,Microtubule Associated,Cytoskeletal Signaling,89,184477
A549|Epothilone A__100.0,A549,Epothilone A__100.0,False,Epothilone A,100.0,Microtubule Associated,Cytoskeletal Signaling,68,121080
A549|Epothilone A__1000.0,A549,Epothilone A__1000.0,False,Epothilone A,1000.0,Microtubule Associated,Cytoskeletal Signaling,55,114409
A549|Epothilone A__10000.0,A549,Epothilone A__10000.0,False,Epothilone A,10000.0,Microtubule Associated,Cytoskeletal Signaling,112,334007
A549|FLLL32__10.0,A549,FLLL32__10.0,False,FLLL32,10.0,JAK,JAK/STAT,577,955154
A549|FLLL32__100.0,A549,FLLL32__100.0,False,FLLL32,100.0,JAK,JAK/STAT,640,1035745
A549|FLLL32__1000.0,A549,FLLL32__1000.0,False,FLLL32,1000.0,JAK,JAK/STAT,696,1090459
A549|FLLL32__10000.0,A549,FLLL32__10000.0,False,FLLL32,10000.0,JAK,JAK/STAT,397,757477
A549|Fasudil (HA-1077) HCl__10.0,A549,Fasudil (HA-1077) HCl__10.0,False,Fasudil (HA-1077) HCl,10.0,"Autophagy,ROCK",Cell Cycle,680,1127370
A549|Fasudil (HA-1077) HCl__100.0,A549,Fasudil (HA-1077) HCl__100.0,False,Fasudil (HA-1077) HCl,100.0,"Autophagy,ROCK",Cell Cycle,606,1049989
A549|Fasudil (HA-1077) HCl__1000.0,A549,Fasudil (HA-1077) HCl__1000.0,False,Fasudil (HA-1077) HCl,1000.0,"Autophagy,ROCK",Cell Cycle,689,1179765
A549|Fasudil (HA-1077) HCl__10000.0,A549,Fasudil (HA-1077) HCl__10000.0,False,Fasudil (HA-1077) HCl,10000.0,"Autophagy,ROCK",Cell Cycle,551,1081113
"A549|Fedratinib (SAR302503, TG101348)__10.0",A549,"Fedratinib (SAR302503, TG101348)__10.0",False,"Fedratinib (SAR302503, TG101348)",10.0,JAK,JAK/STAT,218,377614
"A549|Fedratinib (SAR302503, TG101348)__100.0",A549,"Fedratinib (SAR302503, TG101348)__100.0",False,"Fedratinib (SAR302503, TG101348)",100.0,JAK,JAK/STAT,201,315215
"A549|Fedratinib (SAR302503, TG101348)__1000.0",A549,"Fedratinib (SAR302503, TG101348)__1000.0",False,"Fedratinib (SAR302503, TG101348)",1000.0,JAK,JAK/STAT,180,266038
"A549|Fedratinib (SAR302503, TG101348)__10000.0",A549,"Fedratinib (SAR302503, TG101348)__10000.0",False,"Fedratinib (SAR302503, TG101348)",10000.0,JAK,JAK/STAT,90,180647
A549|Filgotinib (GLPG0634)__10.0,A549,Filgotinib (GLPG0634)__10.0,False,Filgotinib (GLPG0634),10.0,JAK,JAK/STAT,258,438704
A549|Filgotinib (GLPG0634)__100.0,A549,Filgotinib (GLPG0634)__100.0,False,Filgotinib (GLPG0634),100.0,JAK,JAK/STAT,264,422414
A549|Filgotinib (GLPG0634)__1000.0,A549,Filgotinib (GLPG0634)__1000.0,False,Filgotinib (GLPG0634),1000.0,JAK,JAK/STAT,188,314691
A549|Filgotinib (GLPG0634)__10000.0,A549,Filgotinib (GLPG0634)__10000.0,False,Filgotinib (GLPG0634),10000.0,JAK,JAK/STAT,240,350704
A549|Flavopiridol HCl__10.0,A549,Flavopiridol HCl__10.0,False,Flavopiridol HCl,10.0,CDK,Cell Cycle,199,435449
A549|Flavopiridol HCl__100.0,A549,Flavopiridol HCl__100.0,False,Flavopiridol HCl,100.0,CDK,Cell Cycle,121,185803
A549|Flavopiridol HCl__1000.0,A549,Flavopiridol HCl__1000.0,False,Flavopiridol HCl,1000.0,CDK,Cell Cycle,123,186492
A549|Flavopiridol HCl__10000.0,A549,Flavopiridol HCl__10000.0,False,Flavopiridol HCl,10000.0,CDK,Cell Cycle,125,180372
"A549|Fluorouracil (5-Fluoracil, 5-FU)__10.0",A549,"Fluorouracil (5-Fluoracil, 5-FU)__10.0",False,"Fluorouracil (5-Fluoracil, 5-FU)",10.0,DNA/RNA Synthesis,DNA Damage,218,354792
"A549|Fluorouracil (5-Fluoracil, 5-FU)__100.0",A549,"Fluorouracil (5-Fluoracil, 5-FU)__100.0",False,"Fluorouracil (5-Fluoracil, 5-FU)",100.0,DNA/RNA Synthesis,DNA Damage,216,313962
"A549|Fluorouracil (5-Fluoracil, 5-FU)__1000.0",A549,"Fluorouracil (5-Fluoracil, 5-FU)__1000.0",False,"Fluorouracil (5-Fluoracil, 5-FU)",1000.0,DNA/RNA Synthesis,DNA Damage,212,402918
"A549|Fluorouracil (5-Fluoracil, 5-FU)__10000.0",A549,"Fluorouracil (5-Fluoracil, 5-FU)__10000.0",False,"Fluorouracil (5-Fluoracil, 5-FU)",10000.0,DNA/RNA Synthesis,DNA Damage,169,389446
A549|Fulvestrant__10.0,A549,Fulvestrant__10.0,False,Fulvestrant,10.0,Estrogen/progestogen Receptor,Endocrinology & Hormones,212,328018
A549|Fulvestrant__100.0,A549,Fulvestrant__100.0,False,Fulvestrant,100.0,Estrogen/progestogen Receptor,Endocrinology & Hormones,229,346599
A549|Fulvestrant__1000.0,A549,Fulvestrant__1000.0,False,Fulvestrant,1000.0,Estrogen/progestogen Receptor,Endocrinology & Hormones,192,277440
A549|Fulvestrant__10000.0,A549,Fulvestrant__10000.0,False,Fulvestrant,10000.0,Estrogen/progestogen Receptor,Endocrinology & Hormones,269,354366
A549|G007-LK__10.0,A549,G007-LK__10.0,False,G007-LK,10.0,PARP,DNA Damage,461,720283
A549|G007-LK__100.0,A549,G007-LK__100.0,False,G007-LK,100.0,PARP,DNA Damage,718,1112676
A549|G007-LK__1000.0,A549,G007-LK__1000.0,False,G007-LK,1000.0,PARP,DNA Damage,710,1142902
A549|G007-LK__10000.0,A549,G007-LK__10000.0,False,G007-LK,10000.0,PARP,DNA Damage,521,808899
A549|GSK J1__10.0,A549,GSK J1__10.0,False,GSK J1,10.0,Histone Demethylase,Epigenetics,279,426766
A549|GSK J1__100.0,A549,GSK J1__100.0,False,GSK J1,100.0,Histone Demethylase,Epigenetics,203,300121
A549|GSK J1__1000.0,A549,GSK J1__1000.0,False,GSK J1,1000.0,Histone Demethylase,Epigenetics,227,346847
A549|GSK J1__10000.0,A549,GSK J1__10000.0,False,GSK J1,10000.0,Histone Demethylase,Epigenetics,226,360469
A549|GSK-LSD1 2HCl__10.0,A549,GSK-LSD1 2HCl__10.0,False,GSK-LSD1 2HCl,10.0,Histone Demethylase,Epigenetics,212,350438
A549|GSK-LSD1 2HCl__100.0,A549,GSK-LSD1 2HCl__100.0,False,GSK-LSD1 2HCl,100.0,Histone Demethylase,Epigenetics,218,312411
A549|GSK-LSD1 2HCl__1000.0,A549,GSK-LSD1 2HCl__1000.0,False,GSK-LSD1 2HCl,1000.0,Histone Demethylase,Epigenetics,224,336548
A549|GSK-LSD1 2HCl__10000.0,A549,GSK-LSD1 2HCl__10000.0,False,GSK-LSD1 2HCl,10000.0,Histone Demethylase,Epigenetics,245,410866
A549|GSK1070916__10.0,A549,GSK1070916__10.0,False,GSK1070916,10.0,Aurora Kinase,Cell Cycle,132,357101
A549|GSK1070916__100.0,A549,GSK1070916__100.0,False,GSK1070916,100.0,Aurora Kinase,Cell Cycle,152,393398
A549|GSK1070916__1000.0,A549,GSK1070916__1000.0,False,GSK1070916,1000.0,Aurora Kinase,Cell Cycle,128,301610
A549|GSK1070916__10000.0,A549,GSK1070916__10000.0,False,GSK1070916,10000.0,Aurora Kinase,Cell Cycle,127,279813
A549|Gandotinib (LY2784544)__10.0,A549,Gandotinib (LY2784544)__10.0,False,Gandotinib (LY2784544),10.0,JAK,JAK/STAT,202,329320
A549|Gandotinib (LY2784544)__100.0,A549,Gandotinib (LY2784544)__100.0,False,Gandotinib (LY2784544),100.0,JAK,JAK/STAT,250,400906
A549|Gandotinib (LY2784544)__1000.0,A549,Gandotinib (LY2784544)__1000.0,False,Gandotinib (LY2784544),1000.0,JAK,JAK/STAT,206,362080
A549|Gandotinib (LY2784544)__10000.0,A549,Gandotinib (LY2784544)__10000.0,False,Gandotinib (LY2784544),10000.0,JAK,JAK/STAT,150,469005
A549|Givinostat (ITF2357)__10.0,A549,Givinostat (ITF2357)__10.0,False,Givinostat (ITF2357),10.0,HDAC,Cytoskeletal Signaling,192,348735
A549|Givinostat (ITF2357)__100.0,A549,Givinostat (ITF2357)__100.0,False,Givinostat (ITF2357),100.0,HDAC,Cytoskeletal Signaling,207,355744
A549|Givinostat (ITF2357)__1000.0,A549,Givinostat (ITF2357)__1000.0,False,Givinostat (ITF2357),1000.0,HDAC,Cytoskeletal Signaling,210,404133
A549|Givinostat (ITF2357)__10000.0,A549,Givinostat (ITF2357)__10000.0,False,Givinostat (ITF2357),10000.0,HDAC,Cytoskeletal Signaling,134,330812
A549|Glesatinib?(MGCD265)__10.0,A549,Glesatinib?(MGCD265)__10.0,False,Glesatinib?(MGCD265),10.0,"c-Met,Tie-2,VEGFR",Protein Tyrosine Kinase,240,360696
A549|Glesatinib?(MGCD265)__100.0,A549,Glesatinib?(MGCD265)__100.0,False,Glesatinib?(MGCD265),100.0,"c-Met,Tie-2,VEGFR",Protein Tyrosine Kinase,221,364275
A549|Glesatinib?(MGCD265)__1000.0,A549,Glesatinib?(MGCD265)__1000.0,False,Glesatinib?(MGCD265),1000.0,"c-Met,Tie-2,VEGFR",Protein Tyrosine Kinase,247,345602
A549|Glesatinib?(MGCD265)__10000.0,A549,Glesatinib?(MGCD265)__10000.0,False,Glesatinib?(MGCD265),10000.0,"c-Met,Tie-2,VEGFR",Protein Tyrosine Kinase,168,261709
A549|Hesperadin__10.0,A549,Hesperadin__10.0,False,Hesperadin,10.0,Aurora Kinase,Cell Cycle,306,979632
A549|Hesperadin__100.0,A549,Hesperadin__100.0,False,Hesperadin,100.0,Aurora Kinase,Cell Cycle,317,846131
A549|Hesperadin__1000.0,A549,Hesperadin__1000.0,False,Hesperadin,1000.0,Aurora Kinase,Cell Cycle,363,1055257
A549|Hesperadin__10000.0,A549,Hesperadin__10000.0,False,Hesperadin,10000.0,Aurora Kinase,Cell Cycle,343,597791
A549|INO-1001 (3-Aminobenzamide)__10.0,A549,INO-1001 (3-Aminobenzamide)__10.0,False,INO-1001 (3-Aminobenzamide),10.0,PARP,DNA Damage,169,236285
A549|INO-1001 (3-Aminobenzamide)__100.0,A549,INO-1001 (3-Aminobenzamide)__100.0,False,INO-1001 (3-Aminobenzamide),100.0,PARP,DNA Damage,211,307302
A549|INO-1001 (3-Aminobenzamide)__1000.0,A549,INO-1001 (3-Aminobenzamide)__1000.0,False,INO-1001 (3-Aminobenzamide),1000.0,PARP,DNA Damage,217,307297
A549|INO-1001 (3-Aminobenzamide)__10000.0,A549,INO-1001 (3-Aminobenzamide)__10000.0,False,INO-1001 (3-Aminobenzamide),10000.0,PARP,DNA Damage,216,339345
A549|IOX2__10.0,A549,IOX2__10.0,False,IOX2,10.0,HIF,Angiogenesis,239,388686
A549|IOX2__100.0,A549,IOX2__100.0,False,IOX2,100.0,HIF,Angiogenesis,222,318670
A549|IOX2__1000.0,A549,IOX2__1000.0,False,IOX2,1000.0,HIF,Angiogenesis,202,333046
A549|IOX2__10000.0,A549,IOX2__10000.0,False,IOX2,10000.0,HIF,Angiogenesis,265,467006
A549|ITSA-1 (ITSA1)__10.0,A549,ITSA-1 (ITSA1)__10.0,False,ITSA-1 (ITSA1),10.0,HDAC,Epigenetics,550,918258
A549|ITSA-1 (ITSA1)__100.0,A549,ITSA-1 (ITSA1)__100.0,False,ITSA-1 (ITSA1),100.0,HDAC,Epigenetics,601,1104650
A549|ITSA-1 (ITSA1)__1000.0,A549,ITSA-1 (ITSA1)__1000.0,False,ITSA-1 (ITSA1),1000.0,HDAC,Epigenetics,577,941891
A549|ITSA-1 (ITSA1)__10000.0,A549,ITSA-1 (ITSA1)__10000.0,False,ITSA-1 (ITSA1),10000.0,HDAC,Epigenetics,572,1069932
A549|Iniparib (BSI-201)__10.0,A549,Iniparib (BSI-201)__10.0,False,Iniparib (BSI-201),10.0,PARP,DNA Damage,621,966430
A549|Iniparib (BSI-201)__100.0,A549,Iniparib (BSI-201)__100.0,False,Iniparib (BSI-201),100.0,PARP,DNA Damage,687,1168057
A549|Iniparib (BSI-201)__1000.0,A549,Iniparib (BSI-201)__1000.0,False,Iniparib (BSI-201),1000.0,PARP,DNA Damage,794,1303177
A549|Iniparib (BSI-201)__10000.0,A549,Iniparib (BSI-201)__10000.0,False,Iniparib (BSI-201),10000.0,PARP,DNA Damage,595,955785
A549|Ivosidenib (AG-120)__10.0,A549,Ivosidenib (AG-120)__10.0,False,Ivosidenib (AG-120),10.0,IDH1,Metabolism,198,310539
A549|Ivosidenib (AG-120)__100.0,A549,Ivosidenib (AG-120)__100.0,False,Ivosidenib (AG-120),100.0,IDH1,Metabolism,229,350307
A549|Ivosidenib (AG-120)__1000.0,A549,Ivosidenib (AG-120)__1000.0,False,Ivosidenib (AG-120),1000.0,IDH1,Metabolism,120,226594
A549|Ivosidenib (AG-120)__10000.0,A549,Ivosidenib (AG-120)__10000.0,False,Ivosidenib (AG-120),10000.0,IDH1,Metabolism,69,108095
A549|JNJ-26854165 (Serdemetan)__10.0,A549,JNJ-26854165 (Serdemetan)__10.0,False,JNJ-26854165 (Serdemetan),10.0,"E3 Ligase ,p53",Apoptosis,240,369615
A549|JNJ-26854165 (Serdemetan)__100.0,A549,JNJ-26854165 (Serdemetan)__100.0,False,JNJ-26854165 (Serdemetan),100.0,"E3 Ligase ,p53",Apoptosis,221,336969
A549|JNJ-26854165 (Serdemetan)__1000.0,A549,JNJ-26854165 (Serdemetan)__1000.0,False,JNJ-26854165 (Serdemetan),1000.0,"E3 Ligase ,p53",Apoptosis,227,326129
A549|JNJ-26854165 (Serdemetan)__10000.0,A549,JNJ-26854165 (Serdemetan)__10000.0,False,JNJ-26854165 (Serdemetan),10000.0,"E3 Ligase ,p53",Apoptosis,217,361537
A549|JNJ-7706621__10.0,A549,JNJ-7706621__10.0,False,JNJ-7706621,10.0,"Aurora Kinase,CDK",Cell Cycle,716,1160397
A549|JNJ-7706621__100.0,A549,JNJ-7706621__100.0,False,JNJ-7706621,100.0,"Aurora Kinase,CDK",Cell Cycle,659,1170105
A549|JNJ-7706621__1000.0,A549,JNJ-7706621__1000.0,False,JNJ-7706621,1000.0,"Aurora Kinase,CDK",Cell Cycle,470,1369206
A549|JNJ-7706621__10000.0,A549,JNJ-7706621__10000.0,False,JNJ-7706621,10000.0,"Aurora Kinase,CDK",Cell Cycle,168,453493
A549|KW-2449__10.0,A549,KW-2449__10.0,False,KW-2449,10.0,"Aurora Kinase,Bcr-Abl,FLT3",Angiogenesis,220,361836
A549|KW-2449__100.0,A549,KW-2449__100.0,False,KW-2449,100.0,"Aurora Kinase,Bcr-Abl,FLT3",Angiogenesis,231,348110
A549|KW-2449__1000.0,A549,KW-2449__1000.0,False,KW-2449,1000.0,"Aurora Kinase,Bcr-Abl,FLT3",Angiogenesis,166,369915
A549|KW-2449__10000.0,A549,KW-2449__10000.0,False,KW-2449,10000.0,"Aurora Kinase,Bcr-Abl,FLT3",Angiogenesis,112,465536
A549|Ki16425__10.0,A549,Ki16425__10.0,False,Ki16425,10.0,LPA Receptor,GPCR & G Protein,213,308204
A549|Ki16425__100.0,A549,Ki16425__100.0,False,Ki16425,100.0,LPA Receptor,GPCR & G Protein,205,291392
A549|Ki16425__1000.0,A549,Ki16425__1000.0,False,Ki16425,1000.0,LPA Receptor,GPCR & G Protein,225,325749
